time_captured,VZ_High
2014-07-16,51.02
2014-07-17,50.98
2014-07-18,50.85
2014-07-21,51.0
2014-07-22,51.14
2014-07-23,51.2
2014-07-24,51.45
2014-07-25,51.48
2014-07-28,51.58
2014-07-29,53.66
2014-07-30,52.15
2014-07-31,51.38
2014-08-01,50.52
2014-08-04,50.3
2014-08-05,50.2
2014-08-06,49.45
2014-08-07,49.32
2014-08-08,49.1
2014-08-11,49.04
2014-08-12,48.95
2014-08-13,49.02
2014-08-14,49.02
2014-08-15,49.05
2014-08-18,49.14
2014-08-19,49.04
2014-08-20,48.97
2014-08-21,49.15
2014-08-22,48.98
2014-08-25,49.16
2014-08-26,49.29
2014-08-27,49.46
2014-08-28,49.5
2014-08-29,49.82
2014-09-02,50.0
2014-09-03,50.0
2014-09-04,49.94
2014-09-05,50.03
2014-09-08,49.88
2014-09-09,49.52
2014-09-10,49.07
2014-09-11,49.08
2014-09-12,49.0
2014-09-15,48.6
2014-09-16,49.14
2014-09-17,49.48
2014-09-18,49.72
2014-09-19,50.38
2014-09-22,50.32
2014-09-23,50.15
2014-09-24,50.15
2014-09-25,50.2
2014-09-26,49.91
2014-09-29,49.79
2014-09-30,50.24
2014-10-01,49.95
2014-10-02,49.73
2014-10-03,49.83
2014-10-06,50.26
2014-10-07,50.03
2014-10-08,49.87
2014-10-09,49.89
2014-10-10,49.5
2014-10-13,49.46
2014-10-14,48.68
2014-10-15,48.07
2014-10-16,48.04
2014-10-17,48.19
2014-10-20,48.55
2014-10-21,48.85
2014-10-22,48.84
2014-10-23,48.6
2014-10-24,49.11
2014-10-27,49.54
2014-10-28,50.03
2014-10-29,50.25
2014-10-30,50.28
2014-10-31,50.5
2014-11-03,50.65
2014-11-04,50.92
2014-11-05,50.98
2014-11-06,50.38
2014-11-07,50.87
2014-11-10,51.05
2014-11-11,50.95
2014-11-12,51.02
2014-11-13,51.29
2014-11-14,51.73
2014-11-17,51.48
2014-11-18,51.42
2014-11-19,51.03
2014-11-20,50.52
2014-11-21,50.54
2014-11-24,49.89
2014-11-25,49.52
2014-11-26,50.17
2014-11-28,50.8
2014-12-01,50.84
2014-12-02,50.02
2014-12-03,49.02
2014-12-04,48.9
2014-12-05,48.75
2014-12-08,49.34
2014-12-09,47.56
2014-12-10,46.98
2014-12-11,46.81
2014-12-12,46.09
2014-12-15,46.06
2014-12-16,46.64
2014-12-17,46.68
2014-12-18,47.35
2014-12-19,47.33
2014-12-22,47.51
2014-12-23,47.89
2014-12-24,47.87
2014-12-26,47.95
2014-12-29,47.79
2014-12-30,47.59
2014-12-31,47.4
2015-01-02,47.23
2015-01-05,47.16
2015-01-06,47.38
2015-01-07,47.04
2015-01-08,47.24
2015-01-09,47.31
2015-01-12,47.26
2015-01-13,47.8
2015-01-14,47.34
2015-01-15,47.54
2015-01-16,48.02
2015-01-20,48.24
2015-01-21,48.4
2015-01-22,48.48
2015-01-23,47.93
2015-01-26,47.1
2015-01-27,46.85
2015-01-28,47.03
2015-01-29,46.28
2015-01-30,46.51
2015-02-02,47.15
2015-02-03,47.97
2015-02-04,48.31
2015-02-05,48.13
2015-02-06,49.76
2015-02-09,49.47
2015-02-10,49.56
2015-02-11,49.88
2015-02-12,49.99
2015-02-13,49.6
2015-02-17,49.32
2015-02-18,49.31
2015-02-19,49.14
2015-02-20,48.98
2015-02-23,49.0
2015-02-24,49.41
2015-02-25,49.4
2015-02-26,49.46
2015-02-27,49.66
2015-03-02,49.51
2015-03-03,49.69
2015-03-04,49.56
2015-03-05,49.22
2015-03-06,48.63
2015-03-09,48.62
2015-03-10,48.32
2015-03-11,48.03
2015-03-12,48.76
2015-03-13,48.93
2015-03-16,49.4
2015-03-17,49.3
2015-03-18,49.69
2015-03-19,49.5
2015-03-20,49.9
2015-03-23,49.85
2015-03-24,49.9
2015-03-25,49.41
2015-03-26,48.95
2015-03-27,48.72
2015-03-30,49.3
2015-03-31,49.15
2015-04-01,49.27
2015-04-02,49.6
2015-04-06,49.82
2015-04-07,49.81
2015-04-08,49.28
2015-04-09,49.18
2015-04-10,49.25
2015-04-13,49.51
2015-04-14,49.36
2015-04-15,49.5
2015-04-16,49.57
2015-04-17,49.12
2015-04-20,49.48
2015-04-21,49.4
2015-04-22,49.69
2015-04-23,50.2
2015-04-24,50.26
2015-04-27,50.33
2015-04-28,50.64
2015-04-29,50.61
2015-04-30,50.65
2015-05-01,50.77
2015-05-04,50.86
2015-05-05,50.69
2015-05-06,50.17
2015-05-07,49.85
2015-05-08,50.37
2015-05-11,50.28
2015-05-12,49.81
2015-05-13,49.98
2015-05-14,50.15
2015-05-15,50.09
2015-05-18,49.8
2015-05-19,49.58
2015-05-20,49.96
2015-05-21,50.1
2015-05-22,49.89
2015-05-26,49.75
2015-05-27,49.68
2015-05-28,49.65
2015-05-29,49.64
2015-06-01,49.54
2015-06-02,49.31
2015-06-03,49.44
2015-06-04,48.54
2015-06-05,47.97
2015-06-08,47.78
2015-06-09,47.62
2015-06-10,47.68
2015-06-11,47.88
2015-06-12,47.75
2015-06-15,47.22
2015-06-16,47.49
2015-06-17,47.51
2015-06-18,47.92
2015-06-19,47.71
2015-06-22,47.78
2015-06-23,48.11
2015-06-24,47.79
2015-06-25,47.92
2015-06-26,48.49
2015-06-29,47.72
2015-06-30,47.25
2015-07-01,47.11
2015-07-02,47.38
2015-07-06,47.14
2015-07-07,47.45
2015-07-08,46.83
2015-07-09,47.16
2015-07-10,47.33
2015-07-13,47.42
2015-07-14,47.44
2015-07-15,47.5
2015-07-16,47.86
2015-07-17,47.95
2015-07-20,48.26
2015-07-21,47.35
2015-07-22,46.84
2015-07-23,46.62
2015-07-24,46.48
2015-07-27,46.25
2015-07-28,46.04
2015-07-29,46.9
2015-07-30,46.8
2015-07-31,47.17
2015-08-03,47.2
2015-08-04,47.08
2015-08-05,47.15
2015-08-06,46.7
2015-08-07,46.74
2015-08-10,47.34
2015-08-11,48.21
2015-08-12,47.88
2015-08-13,47.94
2015-08-14,47.63
2015-08-17,47.62
2015-08-18,47.69
2015-08-19,47.7
2015-08-20,47.39
2015-08-21,46.85
2015-08-24,45.87
2015-08-25,45.76
2015-08-26,45.31
2015-08-27,46.29
2015-08-28,46.16
2015-08-31,46.1
2015-09-01,45.55
2015-09-02,45.5
2015-09-03,46.15
2015-09-04,45.35
2015-09-08,45.9
2015-09-09,46.27
2015-09-10,45.61
2015-09-11,45.75
2015-09-14,45.89
2015-09-15,46.55
2015-09-16,46.47
2015-09-17,45.75
2015-09-18,45.26
2015-09-21,44.89
2015-09-22,44.53
2015-09-23,44.48
2015-09-24,44.2
2015-09-25,44.53
2015-09-28,44.18
2015-09-29,44.0
2015-09-30,44.0
2015-10-01,43.64
2015-10-02,42.9
2015-10-05,44.02
2015-10-06,44.43
2015-10-07,43.99
2015-10-08,44.31
2015-10-09,44.53
2015-10-12,44.31
2015-10-13,44.5
2015-10-14,44.54
2015-10-15,44.7
2015-10-16,44.97
2015-10-19,44.82
2015-10-20,45.8
2015-10-21,45.71
2015-10-22,45.9
2015-10-23,46.33
2015-10-26,46.54
2015-10-27,46.3
2015-10-28,46.8
2015-10-29,46.56
2015-10-30,46.98
2015-11-02,47.08
2015-11-03,46.74
2015-11-04,46.65
2015-11-05,46.43
2015-11-06,46.03
2015-11-09,45.54
2015-11-10,45.33
2015-11-11,45.54
2015-11-12,45.09
2015-11-13,44.99
2015-11-16,45.07
2015-11-17,45.32
2015-11-18,45.43
2015-11-19,45.87
2015-11-20,45.99
2015-11-23,45.5
2015-11-24,45.34
2015-11-25,45.13
2015-11-27,45.39
2015-11-30,45.64
2015-12-01,45.89
2015-12-02,45.55
2015-12-03,45.05
2015-12-04,45.78
2015-12-07,46.12
2015-12-08,45.99
2015-12-09,46.13
2015-12-10,45.66
2015-12-11,45.35
2015-12-14,45.5
2015-12-15,45.86
2015-12-16,46.57
2015-12-17,46.69
2015-12-18,46.04
2015-12-21,45.92
2015-12-22,46.46
2015-12-23,47.15
2015-12-24,46.97
2015-12-28,46.84
2015-12-29,47.23
2015-12-30,47.2
2015-12-31,46.65
2016-01-04,45.9
2016-01-05,46.55
2016-01-06,45.95
2016-01-07,45.67
2016-01-08,45.74
2016-01-11,45.23
2016-01-12,45.25
2016-01-13,45.27
2016-01-14,45.19
2016-01-15,44.55
2016-01-19,45.01
2016-01-20,44.77
2016-01-21,46.33
2016-01-22,47.12
2016-01-25,47.78
2016-01-26,48.26
2016-01-27,49.49
2016-01-28,49.46
2016-01-29,49.99
2016-02-01,51.02
2016-02-02,50.63
2016-02-03,50.62
2016-02-04,50.6
2016-02-05,51.2
2016-02-08,50.8
2016-02-09,50.61
2016-02-10,50.32
2016-02-11,50.1
2016-02-12,50.19
2016-02-16,50.3
2016-02-17,50.6
2016-02-18,51.1
2016-02-19,51.07
2016-02-22,51.15
2016-02-23,50.99
2016-02-24,50.87
2016-02-25,51.3
2016-02-26,51.34
2016-02-29,51.38
2016-03-01,51.47
2016-03-02,52.2
2016-03-03,52.22
2016-03-04,52.0
2016-03-07,52.35
2016-03-08,52.75
2016-03-09,52.96
2016-03-10,52.66
2016-03-11,52.78
2016-03-14,52.75
2016-03-15,52.74
2016-03-16,53.38
2016-03-17,53.8
2016-03-18,53.85
2016-03-21,53.59
2016-03-22,53.46
2016-03-23,53.23
2016-03-24,53.62
2016-03-28,53.73
2016-03-29,54.08
2016-03-30,54.37
2016-03-31,54.26
2016-04-01,54.09
2016-04-04,54.42
2016-04-05,54.49
2016-04-06,53.62
2016-04-07,52.7
2016-04-08,52.58
2016-04-11,52.4
2016-04-12,52.19
2016-04-13,52.09
2016-04-14,51.55
2016-04-15,51.49
2016-04-18,51.9
2016-04-19,52.17
2016-04-20,52.22
2016-04-21,50.68
2016-04-22,50.63
2016-04-25,50.95
2016-04-26,51.0
2016-04-27,51.81
2016-04-28,51.56
2016-04-29,51.05
2016-05-02,51.45
2016-05-03,51.32
2016-05-04,50.98
2016-05-05,51.04
2016-05-06,51.14
2016-05-09,51.43
2016-05-10,51.55
2016-05-11,51.7
2016-05-12,51.6
2016-05-13,51.49
2016-05-16,51.33
2016-05-17,51.35
2016-05-18,51.03
2016-05-19,50.02
2016-05-20,49.8
2016-05-23,49.78
2016-05-24,49.62
2016-05-25,50.01
2016-05-26,50.28
2016-05-27,50.86
2016-05-31,51.16
2016-06-01,50.98
2016-06-02,50.77
2016-06-03,51.0
2016-06-06,51.08
2016-06-07,51.98
2016-06-08,51.7
2016-06-09,52.0
2016-06-10,52.83
2016-06-13,52.83
2016-06-14,53.1
2016-06-15,53.21
2016-06-16,53.48
2016-06-17,53.78
2016-06-20,54.19
2016-06-21,54.49
2016-06-22,54.4
2016-06-23,54.68
2016-06-24,55.22
2016-06-27,54.87
2016-06-28,54.99
2016-06-29,55.3
2016-06-30,55.92
2016-07-01,56.29
2016-07-05,56.95
2016-07-06,56.33
2016-07-07,56.14
2016-07-08,56.03
2016-07-11,56.0
2016-07-12,55.96
2016-07-13,56.04
2016-07-14,56.1
2016-07-15,56.08
2016-07-18,56.0
2016-07-19,56.0
2016-07-20,55.66
2016-07-21,55.67
2016-07-22,56.2
2016-07-25,56.1
2016-07-26,56.25
2016-07-27,55.44
2016-07-28,55.21
2016-07-29,55.72
2016-08-01,55.82
2016-08-02,54.59
2016-08-03,54.2
2016-08-04,54.14
2016-08-05,53.99
2016-08-08,53.74
2016-08-09,53.78
2016-08-10,53.98
2016-08-11,53.99
2016-08-12,53.98
2016-08-15,53.85
2016-08-16,53.51
2016-08-17,53.17
2016-08-18,53.06
2016-08-19,52.91
2016-08-22,52.69
2016-08-23,52.82
2016-08-24,52.72
2016-08-25,52.79
2016-08-26,53.0
2016-08-29,52.69
2016-08-30,52.59
2016-08-31,52.46
2016-09-01,52.71
2016-09-02,53.14
2016-09-06,53.84
2016-09-07,53.79
2016-09-08,53.88
2016-09-09,53.24
2016-09-12,52.84
2016-09-13,52.12
2016-09-14,51.86
2016-09-15,52.1
2016-09-16,51.97
2016-09-19,51.96
2016-09-20,51.8
2016-09-21,52.01
2016-09-22,52.49
2016-09-23,52.82
2016-09-26,52.56
2016-09-27,52.66
2016-09-28,52.44
2016-09-29,52.41
2016-09-30,52.57
2016-10-03,52.14
2016-10-04,51.94
2016-10-05,50.82
2016-10-06,50.52
2016-10-07,50.54
2016-10-10,50.3
2016-10-11,50.21
2016-10-12,50.48
2016-10-13,50.41
2016-10-14,50.61
2016-10-17,50.59
2016-10-18,50.61
2016-10-19,50.63
2016-10-20,49.57
2016-10-21,48.92
2016-10-24,48.93
2016-10-25,48.29
2016-10-26,48.05
2016-10-27,48.7
2016-10-28,48.77
2016-10-31,48.3
2016-11-01,48.38
2016-11-02,47.75
2016-11-03,47.27
2016-11-04,47.28
2016-11-07,47.47
2016-11-08,47.85
2016-11-09,48.08
2016-11-10,47.88
2016-11-11,46.9
2016-11-14,46.85
2016-11-15,47.37
2016-11-16,47.98
2016-11-17,48.17
2016-11-18,48.2
2016-11-21,48.36
2016-11-22,49.61
2016-11-23,50.65
2016-11-25,50.8
2016-11-28,51.2
2016-11-29,51.15
2016-11-30,50.73
2016-12-01,49.99
2016-12-02,50.32
2016-12-05,50.08
2016-12-06,50.62
2016-12-07,51.43
2016-12-08,51.28
2016-12-09,51.63
2016-12-12,52.43
2016-12-13,52.37
2016-12-14,52.66
2016-12-15,52.12
2016-12-16,52.28
2016-12-19,53.13
2016-12-20,53.46
2016-12-21,53.43
2016-12-22,53.74
2016-12-23,53.75
2016-12-27,53.83
2016-12-28,53.83
2016-12-29,53.9
2016-12-30,53.64
2017-01-03,54.67
2017-01-04,54.81
2017-01-05,54.83
2017-01-06,53.78
2017-01-09,53.26
2017-01-10,53.16
2017-01-11,52.75
2017-01-12,52.89
2017-01-13,52.9
2017-01-17,52.89
2017-01-18,52.84
2017-01-19,52.64
2017-01-20,53.2
2017-01-23,52.7
2017-01-24,50.79
2017-01-25,49.94
2017-01-26,49.47
2017-01-27,49.73
2017-01-30,49.84
2017-01-31,49.47
2017-02-01,49.37
2017-02-02,48.59
2017-02-03,48.62
2017-02-06,48.67
2017-02-07,48.16
2017-02-08,48.57
2017-02-09,48.96
2017-02-10,49.12
2017-02-13,48.62
2017-02-14,48.47
2017-02-15,48.1
2017-02-16,48.52
2017-02-17,49.3
2017-02-21,49.69
2017-02-22,49.7
2017-02-23,50.5
2017-02-24,50.94
2017-02-27,50.55
2017-02-28,50.03
2017-03-01,49.98
2017-03-02,50.02
2017-03-03,50.14
2017-03-06,50.14
2017-03-07,50.06
2017-03-08,49.33
2017-03-09,49.45
2017-03-10,49.52
2017-03-13,49.53
2017-03-14,49.62
2017-03-15,50.25
2017-03-16,50.25
2017-03-17,50.42
2017-03-20,50.61
2017-03-21,50.63
2017-03-22,50.28
2017-03-23,49.88
2017-03-24,49.83
2017-03-27,49.76
2017-03-28,49.34
2017-03-29,49.37
2017-03-30,49.24
2017-03-31,49.1
2017-04-03,49.25
2017-04-04,49.32
2017-04-05,49.55
2017-04-06,48.6
2017-04-07,48.92
2017-04-10,48.88
2017-04-11,48.75
2017-04-12,48.94
2017-04-13,48.92
2017-04-17,49.1
2017-04-18,49.49
2017-04-19,49.55
2017-04-20,48.62
2017-04-21,48.17
2017-04-24,47.36
2017-04-25,47.27
2017-04-26,47.53
2017-04-27,47.39
2017-04-28,46.64
2017-05-01,46.15
2017-05-02,46.1
2017-05-03,46.25
2017-05-04,46.18
2017-05-05,46.73
2017-05-08,46.74
2017-05-09,46.59
2017-05-10,46.63
2017-05-11,46.37
2017-05-12,46.16
2017-05-15,45.94
2017-05-16,45.65
2017-05-17,44.98
2017-05-18,45.28
2017-05-19,45.44
2017-05-22,45.56
2017-05-23,45.58
2017-05-24,45.49
2017-05-25,45.38
2017-05-26,45.44
2017-05-30,46.33
2017-05-31,46.94
2017-06-01,46.71
2017-06-02,47.19
2017-06-05,46.42
2017-06-06,46.81
2017-06-07,46.7
2017-06-08,46.56
2017-06-09,46.78
2017-06-12,47.5
2017-06-13,47.31
2017-06-14,46.78
2017-06-15,46.83
2017-06-16,47.0
2017-06-19,46.63
2017-06-20,46.4
2017-06-21,46.02
2017-06-22,45.59
2017-06-23,45.46
2017-06-26,45.98
2017-06-27,45.14
2017-06-28,45.23
2017-06-29,44.9
2017-06-30,44.75
2017-07-03,45.08
2017-07-05,45.06
2017-07-06,44.09
2017-07-07,43.6
2017-07-10,43.51
2017-07-11,43.22
2017-07-12,43.38
2017-07-13,43.54
2017-07-14,43.82
2017-07-17,43.86
2017-07-18,43.79
2017-07-19,43.54
2017-07-20,44.58
2017-07-21,44.31
2017-07-24,44.21
2017-07-25,44.17
2017-07-26,44.83
2017-07-27,47.84
2017-07-28,48.38
2017-07-31,48.57
2017-08-01,49.63
2017-08-02,48.93
2017-08-03,48.61
2017-08-04,48.91
2017-08-07,48.96
2017-08-08,48.95
2017-08-09,48.64
2017-08-10,48.21
2017-08-11,48.23
2017-08-14,48.8
2017-08-15,48.59
2017-08-16,48.53
2017-08-17,48.45
2017-08-18,47.95
2017-08-21,48.5
2017-08-22,48.44
2017-08-23,48.67
2017-08-24,48.56
2017-08-25,48.98
2017-08-28,48.75
2017-08-29,48.76
2017-08-30,48.37
2017-08-31,48.4
2017-09-01,48.07
2017-09-05,47.92
2017-09-06,47.56
2017-09-07,47.21
2017-09-08,46.39
2017-09-11,46.34
2017-09-12,46.95
2017-09-13,47.26
2017-09-14,47.59
2017-09-15,47.9
2017-09-18,48.24
2017-09-19,49.55
2017-09-20,49.64
2017-09-21,49.44
2017-09-22,50.08
2017-09-25,50.32
2017-09-26,50.08
2017-09-27,49.72
2017-09-28,49.56
2017-09-29,49.83
2017-10-02,49.7
2017-10-03,50.02
2017-10-04,50.08
2017-10-05,50.03
2017-10-06,49.2
2017-10-09,49.09
2017-10-10,49.49
2017-10-11,49.32
2017-10-12,48.85
2017-10-13,48.48
2017-10-16,48.35
2017-10-17,48.49
2017-10-18,48.85
2017-10-19,51.18
2017-10-20,49.59
2017-10-23,49.69
2017-10-24,49.28
2017-10-25,48.79
2017-10-26,49.43
2017-10-27,49.39
2017-10-30,49.12
2017-10-31,48.18
2017-11-01,48.17
2017-11-02,47.94
2017-11-03,47.74
2017-11-06,46.35
2017-11-07,45.59
2017-11-08,45.52
2017-11-09,45.43
2017-11-10,45.11
2017-11-13,45.08
2017-11-14,44.85
2017-11-15,44.38
2017-11-16,44.88
2017-11-17,45.77
2017-11-20,46.35
2017-11-21,46.45
2017-11-22,47.42
2017-11-24,47.18
2017-11-27,47.9
2017-11-28,48.84
2017-11-29,50.49
2017-11-30,51.09
2017-12-01,51.54
2017-12-04,52.33
2017-12-05,51.89
2017-12-06,50.84
2017-12-07,50.74
2017-12-08,51.18
2017-12-11,51.93
2017-12-12,53.34
2017-12-13,53.19
2017-12-14,52.74
2017-12-15,52.89
2017-12-18,53.39
2017-12-19,53.59
2017-12-20,53.35
2017-12-21,53.6
2017-12-22,53.63
2017-12-26,53.69
2017-12-27,53.5
2017-12-28,53.55
2017-12-29,53.46
