time_captured,UTX_Close
2011-01-18,79.57
2011-01-19,79.91
2011-01-20,79.55
2011-01-21,80.2
2011-01-24,81.52
2011-01-25,81.73
2011-01-26,81.41
2011-01-27,82.59
2011-01-28,81.43
2011-01-31,81.3
2011-02-01,81.83
2011-02-02,82.16
2011-02-03,82.22
2011-02-04,82.52
2011-02-07,83.66
2011-02-08,83.88
2011-02-09,83.98
2011-02-10,84.75
2011-02-11,85.2
2011-02-14,85.21
2011-02-15,84.93
2011-02-16,85.06
2011-02-17,84.54
2011-02-18,85.01
2011-02-22,83.56
2011-02-23,82.79
2011-02-24,82.72
2011-02-25,83.37
2011-02-28,83.54
2011-03-01,82.08
2011-03-02,82.05
2011-03-03,83.85
2011-03-04,82.86
2011-03-07,82.28
2011-03-08,83.26
2011-03-09,82.89
2011-03-10,80.92
2011-03-11,81.28
2011-03-14,80.74
2011-03-15,79.51
2011-03-16,78.33
2011-03-17,79.49
2011-03-18,80.16
2011-03-21,81.46
2011-03-22,80.88
2011-03-23,81.86
2011-03-24,82.76
2011-03-25,83.52
2011-03-28,83.47
2011-03-29,84.12
2011-03-30,84.23
2011-03-31,84.65
2011-04-01,85.32
2011-04-04,85.23
2011-04-05,85.4
2011-04-06,85.66
2011-04-07,85.36
2011-04-08,84.81
2011-04-11,84.98
2011-04-12,83.98
2011-04-13,84.21
2011-04-14,83.98
2011-04-15,83.45
2011-04-18,81.7
2011-04-19,82.36
2011-04-20,85.9
2011-04-21,87.1
2011-04-25,86.54
2011-04-26,87.86
2011-04-27,87.86
2011-04-28,89.01
2011-04-29,89.58
2011-05-02,90.0
2011-05-03,89.85
2011-05-04,89.38
2011-05-05,88.53
2011-05-06,89.21
2011-05-09,89.52
2011-05-10,89.81
2011-05-11,89.52
2011-05-12,89.57
2011-05-13,88.98
2011-05-16,88.88
2011-05-17,87.82
2011-05-18,87.15
2011-05-19,88.1
2011-05-20,87.5
2011-05-23,86.09
2011-05-24,85.62
2011-05-25,86.26
2011-05-26,86.39
2011-05-27,86.33
2011-05-31,87.77
2011-06-01,84.3
2011-06-02,84.29
2011-06-03,83.24
2011-06-06,83.71
2011-06-07,83.25
2011-06-08,83.04
2011-06-09,84.09
2011-06-10,82.7
2011-06-13,82.77
2011-06-14,84.02
2011-06-15,83.27
2011-06-16,84.35
2011-06-17,84.57
2011-06-20,85.54
2011-06-21,85.56
2011-06-22,85.44
2011-06-23,85.12
2011-06-24,84.33
2011-06-27,85.33
2011-06-28,86.55
2011-06-29,86.47
2011-06-30,88.51
2011-07-01,90.13
2011-07-05,89.51
2011-07-06,90.42
2011-07-07,91.39
2011-07-08,90.35
2011-07-11,89.13
2011-07-12,88.46
2011-07-13,88.17
2011-07-14,87.82
2011-07-15,88.32
2011-07-18,87.62
2011-07-19,88.82
2011-07-20,87.22
2011-07-21,88.21
2011-07-22,87.7
2011-07-25,87.32
2011-07-26,86.18
2011-07-27,83.74
2011-07-28,82.92
2011-07-29,82.84
2011-08-01,82.34
2011-08-02,78.93
2011-08-03,79.31
2011-08-04,74.37
2011-08-05,74.14
2011-08-08,69.74
2011-08-09,71.57
2011-08-10,67.44
2011-08-11,69.74
2011-08-12,72.45
2011-08-15,73.54
2011-08-16,72.55
2011-08-17,72.05
2011-08-18,68.12
2011-08-19,67.45
2011-08-22,67.68
2011-08-23,69.93
2011-08-24,71.41
2011-08-25,70.75
2011-08-26,71.56
2011-08-29,73.87
2011-08-30,73.76
2011-08-31,74.25
2011-09-01,73.05
2011-09-02,71.04
2011-09-06,70.5
2011-09-07,72.96
2011-09-08,72.63
2011-09-09,70.53
2011-09-12,71.13
2011-09-13,72.45
2011-09-14,73.68
2011-09-15,75.61
2011-09-16,75.5
2011-09-19,75.55
2011-09-20,76.01
2011-09-21,74.87
2011-09-22,68.31
2011-09-23,68.92
2011-09-26,71.55
2011-09-27,73.15
2011-09-28,71.85
2011-09-29,72.42
2011-09-30,70.36
2011-10-03,69.36
2011-10-04,69.54
2011-10-05,69.61
2011-10-06,70.98
2011-10-07,71.46
2011-10-10,73.75
2011-10-11,73.74
2011-10-12,74.24
2011-10-13,73.54
2011-10-14,74.64
2011-10-17,72.12
2011-10-18,74.12
2011-10-19,73.26
2011-10-20,74.25
2011-10-21,75.56
2011-10-24,76.65
2011-10-25,75.28
2011-10-26,76.06
2011-10-27,79.3
2011-10-28,79.51
2011-10-31,77.98
2011-11-01,75.19
2011-11-02,76.91
2011-11-03,78.44
2011-11-04,77.8
2011-11-07,78.34
2011-11-08,78.87
2011-11-09,76.44
2011-11-10,77.47
2011-11-11,79.83
2011-11-14,79.05
2011-11-15,79.33
2011-11-16,77.45
2011-11-17,75.69
2011-11-18,76.11
2011-11-21,74.07
2011-11-22,73.05
2011-11-23,70.97
2011-11-25,71.04
2011-11-28,73.14
2011-11-29,72.98
2011-11-30,76.6
2011-12-01,76.58
2011-12-02,76.54
2011-12-05,76.64
2011-12-06,76.31
2011-12-07,76.25
2011-12-08,74.37
2011-12-09,76.31
2011-12-12,74.48
2011-12-13,74.2
2011-12-14,73.17
2011-12-15,73.53
2011-12-16,72.39
2011-12-19,71.75
2011-12-20,74.4
2011-12-21,73.62
2011-12-22,73.51
2011-12-23,74.18
2011-12-27,74.03
2011-12-28,73.13
2011-12-29,73.82
2011-12-30,73.09
2012-01-03,74.66
2012-01-04,75.05
2012-01-05,74.33
2012-01-06,73.9
2012-01-09,74.1
2012-01-10,76.03
2012-01-11,76.7
2012-01-12,77.24
2012-01-13,76.08
2012-01-17,77.04
2012-01-18,77.6
2012-01-19,77.19
2012-01-20,76.69
2012-01-23,76.86
2012-01-24,77.78
2012-01-25,77.65
2012-01-26,77.41
2012-01-27,77.62
2012-01-30,77.61
2012-01-31,78.35
2012-02-01,80.22
2012-02-02,80.02
2012-02-03,81.05
2012-02-06,80.57
2012-02-07,80.28
2012-02-08,81.74
2012-02-09,83.78
2012-02-10,83.5
2012-02-13,84.88
2012-02-14,84.64
2012-02-15,82.6
2012-02-16,83.22
2012-02-17,83.78
2012-02-21,83.96
2012-02-22,83.95
2012-02-23,83.49
2012-02-24,83.97
2012-02-27,83.63
2012-02-28,83.47
2012-02-29,83.87
2012-03-01,84.16
2012-03-02,84.54
2012-03-05,83.29
2012-03-06,81.39
2012-03-07,82.57
2012-03-08,83.53
2012-03-09,83.55
2012-03-12,83.99
2012-03-13,86.57
2012-03-14,86.81
2012-03-15,86.89
2012-03-16,85.48
2012-03-19,84.62
2012-03-20,83.26
2012-03-21,82.72
2012-03-22,82.07
2012-03-23,81.8
2012-03-26,83.5
2012-03-27,83.11
2012-03-28,81.52
2012-03-29,82.32
2012-03-30,82.94
2012-04-02,82.73
2012-04-03,82.2
2012-04-04,81.92
2012-04-05,81.6
2012-04-09,80.23
2012-04-10,78.48
2012-04-11,79.63
2012-04-12,81.17
2012-04-13,79.8
2012-04-16,79.88
2012-04-17,81.24
2012-04-18,81.2
2012-04-19,80.4
2012-04-20,81.0
2012-04-23,79.75
2012-04-24,79.85
2012-04-25,79.81
2012-04-26,81.25
2012-04-27,82.0
2012-04-30,81.64
2012-05-01,81.43
2012-05-02,81.55
2012-05-03,80.91
2012-05-04,79.48
2012-05-07,78.91
2012-05-08,78.82
2012-05-09,77.01
2012-05-10,77.29
2012-05-11,77.18
2012-05-14,75.95
2012-05-15,76.17
2012-05-16,74.7
2012-05-17,73.33
2012-05-18,72.38
2012-05-21,73.7
2012-05-22,73.94
2012-05-23,74.06
2012-05-24,73.5
2012-05-25,73.02
2012-05-29,75.09
2012-05-30,73.74
2012-05-31,74.11
2012-06-01,72.02
2012-06-04,71.45
2012-06-05,70.88
2012-06-06,73.64
2012-06-07,75.4
2012-06-08,75.5
2012-06-11,74.62
2012-06-12,74.35
2012-06-13,73.54
2012-06-14,74.14
2012-06-15,74.49
2012-06-18,75.0
2012-06-19,76.4
2012-06-20,75.91
2012-06-21,74.82
2012-06-22,75.2
2012-06-25,73.75
2012-06-26,73.63
2012-06-27,74.16
2012-06-28,72.6
2012-06-29,75.53
2012-07-02,75.04
2012-07-03,75.75
2012-07-05,75.39
2012-07-06,74.09
2012-07-09,74.33
2012-07-10,74.15
2012-07-11,72.51
2012-07-12,71.84
2012-07-13,73.59
2012-07-16,73.21
2012-07-17,73.6
2012-07-18,74.85
2012-07-19,75.82
2012-07-20,74.23
2012-07-23,73.28
2012-07-24,71.94
2012-07-25,72.61
2012-07-26,72.93
2012-07-27,74.28
2012-07-30,74.97
2012-07-31,74.44
2012-08-01,74.79
2012-08-02,74.44
2012-08-03,76.81
2012-08-06,76.65
2012-08-07,78.12
2012-08-08,77.48
2012-08-09,77.03
2012-08-10,77.89
2012-08-13,77.47
2012-08-14,77.78
2012-08-15,77.99
2012-08-16,78.77
2012-08-17,80.37
2012-08-20,80.08
2012-08-21,79.27
2012-08-22,79.66
2012-08-23,79.2
2012-08-24,80.08
2012-08-27,80.56
2012-08-28,80.64
2012-08-29,80.17
2012-08-30,79.06
2012-08-31,79.85
2012-09-04,78.35
2012-09-05,78.03
2012-09-06,79.4
2012-09-07,79.41
2012-09-10,78.61
2012-09-11,78.76
2012-09-12,78.83
2012-09-13,80.53
2012-09-14,82.45
2012-09-17,82.15
2012-09-18,81.48
2012-09-19,81.72
2012-09-20,80.92
2012-09-21,80.75
2012-09-24,80.03
2012-09-25,78.77
2012-09-26,78.53
2012-09-27,78.35
2012-09-28,78.29
2012-10-01,78.35
2012-10-02,78.39
2012-10-03,78.56
2012-10-04,78.53
2012-10-05,78.51
2012-10-08,78.37
2012-10-09,77.33
2012-10-10,76.02
2012-10-11,76.05
2012-10-12,75.96
2012-10-15,76.15
2012-10-16,77.6
2012-10-17,78.54
2012-10-18,79.23
2012-10-19,77.99
2012-10-22,77.83
2012-10-23,77.07
2012-10-24,77.9
2012-10-25,77.29
2012-10-26,78.2
2012-10-31,78.16
2012-11-01,79.06
2012-11-02,78.07
2012-11-05,77.9
2012-11-06,79.97
2012-11-07,77.68
2012-11-08,76.16
2012-11-09,75.84
2012-11-12,76.95
2012-11-13,77.0
2012-11-14,74.65
2012-11-15,74.84
2012-11-16,75.25
2012-11-19,76.58
2012-11-20,76.69
2012-11-21,77.33
2012-11-23,78.61
2012-11-26,78.68
2012-11-27,78.83
2012-11-28,79.8
2012-11-29,79.76
2012-11-30,80.11
2012-12-03,79.8
2012-12-04,80.14
2012-12-05,80.23
2012-12-06,80.87
2012-12-07,80.99
2012-12-10,81.01
2012-12-11,81.19
2012-12-12,81.0
2012-12-13,80.37
2012-12-14,79.98
2012-12-17,79.99
2012-12-18,82.23
2012-12-19,83.03
2012-12-20,83.17
2012-12-21,82.54
2012-12-24,82.24
2012-12-26,82.11
2012-12-27,82.07
2012-12-28,80.81
2012-12-31,82.01
2013-01-02,84.0
2013-01-03,84.31
2013-01-04,84.98
2013-01-07,84.57
2013-01-08,83.55
2013-01-09,84.55
2013-01-10,84.97
2013-01-11,85.18
2013-01-14,85.8
2013-01-15,85.96
2013-01-16,85.57
2013-01-17,86.4
2013-01-18,86.95
2013-01-22,87.47
2013-01-23,88.07
2013-01-24,88.92
2013-01-25,89.79
2013-01-28,89.8
2013-01-29,89.76
2013-01-30,89.1
2013-01-31,87.57
2013-02-01,89.84
2013-02-04,89.54
2013-02-05,89.26
2013-02-06,89.37
2013-02-07,89.95
2013-02-08,90.09
2013-02-11,89.61
2013-02-12,89.98
2013-02-13,89.5
2013-02-14,89.69
2013-02-15,90.78
2013-02-19,91.02
2013-02-20,90.16
2013-02-21,89.41
2013-02-22,90.49
2013-02-25,88.37
2013-02-26,89.2
2013-02-27,90.57
2013-02-28,90.55
2013-03-01,90.13
2013-03-04,89.13
2013-03-05,91.02
2013-03-06,91.07
2013-03-07,91.71
2013-03-08,92.07
2013-03-11,92.91
2013-03-12,93.14
2013-03-13,93.08
2013-03-14,93.45
2013-03-15,93.28
2013-03-18,92.77
2013-03-19,93.11
2013-03-20,93.45
2013-03-21,92.43
2013-03-22,93.59
2013-03-25,92.8
2013-03-26,92.65
2013-03-27,92.61
2013-03-28,93.43
2013-04-01,92.92
2013-04-02,92.99
2013-04-03,93.2
2013-04-04,93.16
2013-04-05,92.64
2013-04-08,93.71
2013-04-09,94.45
2013-04-10,95.18
2013-04-11,95.82
2013-04-12,95.69
2013-04-15,93.52
2013-04-16,94.51
2013-04-17,92.85
2013-04-18,91.55
2013-04-19,93.22
2013-04-22,93.63
2013-04-23,92.89
2013-04-24,92.0
2013-04-25,92.11
2013-04-26,91.15
2013-04-29,91.62
2013-04-30,91.29
2013-05-01,91.05
2013-05-02,91.75
2013-05-03,93.11
2013-05-06,93.49
2013-05-07,93.87
2013-05-08,94.38
2013-05-09,94.76
2013-05-10,95.25
2013-05-13,94.95
2013-05-14,95.93
2013-05-15,95.81
2013-05-16,95.17
2013-05-17,97.35
2013-05-20,97.23
2013-05-21,97.55
2013-05-22,96.25
2013-05-23,95.49
2013-05-24,95.04
2013-05-28,95.97
2013-05-29,95.12
2013-05-30,95.96
2013-05-31,94.9
2013-06-03,95.23
2013-06-04,94.28
2013-06-05,93.01
2013-06-06,92.75
2013-06-07,94.5
2013-06-10,94.14
2013-06-11,93.68
2013-06-12,92.68
2013-06-13,94.29
2013-06-14,94.02
2013-06-17,94.98
2013-06-18,96.17
2013-06-19,94.18
2013-06-20,92.35
2013-06-21,92.18
2013-06-24,91.49
2013-06-25,91.78
2013-06-26,92.98
2013-06-27,93.51
2013-06-28,92.94
2013-07-01,94.74
2013-07-02,93.8
2013-07-03,94.73
2013-07-05,96.53
2013-07-08,96.98
2013-07-09,98.02
2013-07-10,97.79
2013-07-11,99.69
2013-07-12,99.83
2013-07-15,100.24
2013-07-16,99.99
2013-07-17,100.86
2013-07-18,101.34
2013-07-19,102.48
2013-07-22,102.11
2013-07-23,105.12
2013-07-24,104.99
2013-07-25,104.79
2013-07-26,104.97
2013-07-29,105.07
2013-07-30,105.57
2013-07-31,105.57
2013-08-01,107.18
2013-08-02,107.77
2013-08-05,106.64
2013-08-06,105.2
2013-08-07,106.03
2013-08-08,106.26
2013-08-09,105.62
2013-08-12,105.54
2013-08-13,106.8
2013-08-14,105.06
2013-08-15,102.99
2013-08-16,103.08
2013-08-19,102.63
2013-08-20,102.4
2013-08-21,101.7
2013-08-22,102.96
2013-08-23,102.8
2013-08-26,102.3
2013-08-27,99.94
2013-08-28,99.98
2013-08-29,100.46
2013-08-30,100.1
2013-09-03,102.66
2013-09-04,103.36
2013-09-05,103.68
2013-09-06,103.23
2013-09-09,104.48
2013-09-10,106.26
2013-09-11,107.83
2013-09-12,107.83
2013-09-13,108.39
2013-09-16,109.7
2013-09-17,110.39
2013-09-18,111.01
2013-09-19,112.0
2013-09-20,109.58
2013-09-23,109.42
2013-09-24,110.0
2013-09-25,109.26
2013-09-26,109.66
2013-09-27,109.36
2013-09-30,107.82
2013-10-01,107.38
2013-10-02,104.98
2013-10-03,103.69
2013-10-04,104.27
2013-10-07,104.03
2013-10-08,102.76
2013-10-09,102.84
2013-10-10,105.92
2013-10-11,107.01
2013-10-14,106.9
2013-10-15,105.8
2013-10-16,106.43
2013-10-17,108.02
2013-10-18,107.74
2013-10-21,107.62
2013-10-22,106.13
2013-10-23,106.39
2013-10-24,107.06
2013-10-25,107.52
2013-10-28,105.99
2013-10-29,106.42
2013-10-30,105.95
2013-10-31,106.25
2013-11-01,107.51
2013-11-04,107.98
2013-11-05,107.68
2013-11-06,108.67
2013-11-07,107.27
2013-11-08,108.55
2013-11-11,108.08
2013-11-12,107.45
2013-11-13,107.46
2013-11-14,108.69
2013-11-15,108.59
2013-11-18,109.13
2013-11-19,109.1
2013-11-20,108.83
2013-11-21,109.77
2013-11-22,110.2
2013-11-25,110.31
2013-11-26,110.94
2013-11-27,111.51
2013-11-29,110.86
2013-12-02,110.31
2013-12-03,109.69
2013-12-04,108.94
2013-12-05,109.05
2013-12-06,111.12
2013-12-09,111.18
2013-12-10,110.98
2013-12-11,108.66
2013-12-12,108.09
2013-12-13,107.35
2013-12-16,108.53
2013-12-17,107.62
2013-12-18,109.81
2013-12-19,109.5
2013-12-20,110.66
2013-12-23,110.82
2013-12-24,111.47
2013-12-26,112.69
2013-12-27,112.8
2013-12-30,112.73
2013-12-31,113.8
2014-01-02,112.49
2014-01-03,112.9
2014-01-06,112.79
2014-01-07,113.51
2014-01-08,113.65
2014-01-09,113.71
2014-01-10,113.83
2014-01-13,112.8
2014-01-14,112.63
2014-01-15,114.07
2014-01-16,114.22
2014-01-17,114.21
2014-01-21,114.99
2014-01-22,116.12
2014-01-23,114.84
2014-01-24,111.8
2014-01-27,113.79
2014-01-28,113.86
2014-01-29,113.27
2014-01-30,114.68
2014-01-31,114.02
2014-02-03,110.16
2014-02-04,109.1
2014-02-05,107.91
2014-02-06,109.45
2014-02-07,110.73
2014-02-10,111.6
2014-02-11,112.96
2014-02-12,112.78
2014-02-13,113.3
2014-02-14,113.87
2014-02-18,113.74
2014-02-19,114.04
2014-02-20,115.05
2014-02-21,115.38
2014-02-24,116.49
2014-02-25,115.89
2014-02-26,116.11
2014-02-27,116.61
2014-02-28,117.02
2014-03-03,116.76
2014-03-04,117.59
2014-03-05,117.41
2014-03-06,117.76
2014-03-07,118.31
2014-03-10,117.77
2014-03-11,115.64
2014-03-12,115.81
2014-03-13,112.89
2014-03-14,112.6
2014-03-17,114.41
2014-03-18,114.68
2014-03-19,114.01
2014-03-20,113.77
2014-03-21,114.57
2014-03-24,113.75
2014-03-25,115.2
2014-03-26,114.58
2014-03-27,113.8
2014-03-28,114.81
2014-03-31,116.84
2014-04-01,117.92
2014-04-02,119.87
2014-04-03,119.77
2014-04-04,118.18
2014-04-07,116.18
2014-04-08,115.77
2014-04-09,117.04
2014-04-10,114.56
2014-04-11,113.93
2014-04-14,114.94
2014-04-15,115.84
2014-04-16,118.07
2014-04-17,118.57
2014-04-21,118.3
2014-04-22,119.19
2014-04-23,119.65
2014-04-24,118.98
2014-04-25,117.21
2014-04-28,117.7
2014-04-29,117.56
2014-04-30,118.33
2014-05-01,116.8
2014-05-02,116.52
2014-05-05,116.82
2014-05-06,116.01
2014-05-07,116.91
2014-05-08,117.02
2014-05-09,116.99
2014-05-12,118.63
2014-05-13,118.74
2014-05-14,117.32
2014-05-15,115.7
2014-05-16,114.58
2014-05-19,115.02
2014-05-20,113.1
2014-05-21,114.84
2014-05-22,115.04
2014-05-23,115.54
2014-05-27,115.85
2014-05-28,115.95
2014-05-29,116.35
2014-05-30,116.22
2014-06-02,117.4
2014-06-03,117.82
2014-06-04,117.14
2014-06-05,118.17
2014-06-06,118.9
2014-06-09,120.09
2014-06-10,119.13
2014-06-11,118.3
2014-06-12,116.85
2014-06-13,116.79
2014-06-16,116.87
2014-06-17,117.01
2014-06-18,117.23
2014-06-19,117.58
2014-06-20,117.99
2014-06-23,117.13
2014-06-24,115.68
2014-06-25,116.12
2014-06-26,115.75
2014-06-27,116.58
2014-06-30,115.45
2014-07-01,115.93
2014-07-02,115.14
2014-07-03,115.53
2014-07-07,115.1
2014-07-08,114.07
2014-07-09,113.84
2014-07-10,113.51
2014-07-11,114.13
2014-07-14,114.88
2014-07-15,114.84
2014-07-16,114.36
2014-07-17,112.77
2014-07-18,113.57
2014-07-21,112.98
2014-07-22,110.86
2014-07-23,109.73
2014-07-24,108.95
2014-07-25,108.88
2014-07-28,108.99
2014-07-29,107.33
2014-07-30,106.38
2014-07-31,105.15
2014-08-01,104.75
2014-08-04,105.05
2014-08-05,105.02
2014-08-06,103.79
2014-08-07,104.22
2014-08-08,105.96
2014-08-11,105.72
2014-08-12,104.91
2014-08-13,105.56
2014-08-14,105.77
2014-08-15,105.63
2014-08-18,108.09
2014-08-19,108.56
2014-08-20,109.71
2014-08-21,110.06
2014-08-22,109.39
2014-08-25,109.82
2014-08-26,109.68
2014-08-27,109.09
2014-08-28,109.11
2014-08-29,107.98
2014-09-02,109.04
2014-09-03,109.2
2014-09-04,109.22
2014-09-05,108.7
2014-09-08,108.6
2014-09-09,108.67
2014-09-10,108.5
2014-09-11,108.51
2014-09-12,108.35
2014-09-15,108.32
2014-09-16,108.54
2014-09-17,108.03
2014-09-18,108.52
2014-09-19,108.45
2014-09-22,106.47
2014-09-23,105.42
2014-09-24,106.07
2014-09-25,104.49
2014-09-26,105.24
2014-09-29,105.08
2014-09-30,105.6
2014-10-01,103.84
2014-10-02,103.24
2014-10-03,104.42
2014-10-06,104.22
2014-10-07,101.42
2014-10-08,102.63
2014-10-09,99.94
2014-10-10,99.94
2014-10-13,99.31
2014-10-14,100.12
2014-10-15,99.17
2014-10-16,99.23
2014-10-17,101.53
2014-10-20,101.48
2014-10-21,101.98
2014-10-22,101.18
2014-10-23,103.18
2014-10-24,103.82
2014-10-27,104.19
2014-10-28,106.27
2014-10-29,105.85
2014-10-30,106.34
2014-10-31,107.0
2014-11-03,106.3
2014-11-04,106.88
2014-11-05,107.93
2014-11-06,108.58
2014-11-07,109.08
2014-11-10,109.0
2014-11-11,108.26
2014-11-12,108.14
2014-11-13,108.14
2014-11-14,107.45
2014-11-17,107.37
2014-11-18,108.8
2014-11-19,108.66
2014-11-20,108.82
2014-11-21,110.3
2014-11-24,108.79
2014-11-25,111.71
2014-11-26,110.16
2014-11-28,110.08
2014-12-01,109.69
2014-12-02,109.68
2014-12-03,110.99
2014-12-04,111.21
2014-12-05,111.29
2014-12-08,113.05
2014-12-09,114.99
2014-12-10,113.5
2014-12-11,114.04
2014-12-12,112.15
2014-12-15,111.91
2014-12-16,113.23
2014-12-17,113.9
2014-12-18,116.96
2014-12-19,115.59
2014-12-22,117.14
2014-12-23,117.21
2014-12-24,116.91
2014-12-26,117.24
2014-12-29,116.86
2014-12-30,116.2
2014-12-31,115.0
2015-01-02,115.04
2015-01-05,113.12
2015-01-06,111.52
2015-01-07,112.73
2015-01-08,114.65
2015-01-09,114.02
2015-01-12,114.45
2015-01-13,114.34
2015-01-14,113.52
2015-01-15,113.52
2015-01-16,116.15
2015-01-20,117.53
2015-01-21,119.03
2015-01-22,120.45
2015-01-23,119.98
2015-01-26,118.75
2015-01-27,119.16
2015-01-28,116.92
2015-01-29,116.45
2015-01-30,114.78
2015-02-02,116.58
2015-02-03,118.89
2015-02-04,117.79
2015-02-05,120.11
2015-02-06,119.81
2015-02-09,119.32
2015-02-10,119.4
2015-02-11,118.69
2015-02-12,119.59
2015-02-13,121.25
2015-02-17,121.32
2015-02-18,121.99
2015-02-19,122.91
2015-02-20,124.11
2015-02-23,123.72
2015-02-24,123.79
2015-02-25,123.37
2015-02-26,122.67
2015-02-27,121.91
2015-03-02,123.19
2015-03-03,121.7
2015-03-04,121.04
2015-03-05,120.79
2015-03-06,119.43
2015-03-09,121.75
2015-03-10,117.4
2015-03-11,118.34
2015-03-12,121.24
2015-03-13,118.74
2015-03-16,120.07
2015-03-17,119.86
2015-03-18,120.31
2015-03-19,119.38
2015-03-20,119.46
2015-03-23,118.68
2015-03-24,118.92
2015-03-25,116.46
2015-03-26,116.04
2015-03-27,116.9
2015-03-30,118.83
2015-03-31,117.2
2015-04-01,115.92
2015-04-02,117.13
2015-04-06,117.86
2015-04-07,117.49
2015-04-08,117.84
2015-04-09,117.88
2015-04-10,118.46
2015-04-13,117.41
2015-04-14,117.69
2015-04-15,117.87
2015-04-16,117.48
2015-04-17,115.11
2015-04-20,116.51
2015-04-21,116.95
2015-04-22,116.96
2015-04-23,117.26
2015-04-24,116.16
2015-04-27,115.74
2015-04-28,116.08
2015-04-29,115.38
2015-04-30,113.75
2015-05-01,115.44
2015-05-04,116.45
2015-05-05,115.07
2015-05-06,115.08
2015-05-07,116.04
2015-05-08,118.43
2015-05-11,117.7
2015-05-12,117.36
2015-05-13,117.37
2015-05-14,119.14
2015-05-15,118.49
2015-05-18,118.51
2015-05-19,119.07
2015-05-20,118.87
2015-05-21,119.12
2015-05-22,118.62
2015-05-26,116.87
2015-05-27,117.64
2015-05-28,117.69
2015-05-29,117.17
2015-06-01,117.0
2015-06-02,117.34
2015-06-03,118.51
2015-06-04,117.14
2015-06-05,117.0
2015-06-08,116.18
2015-06-09,116.3
2015-06-10,117.5
2015-06-11,118.32
2015-06-12,117.6
2015-06-15,114.61
2015-06-16,114.94
2015-06-17,115.07
2015-06-18,115.9
2015-06-19,114.89
2015-06-22,115.28
2015-06-23,115.23
2015-06-24,113.97
2015-06-25,113.3
2015-06-26,113.52
2015-06-29,111.53
2015-06-30,110.93
2015-07-01,110.82
2015-07-02,109.56
2015-07-06,109.36
2015-07-07,110.09
2015-07-08,108.67
2015-07-09,108.92
2015-07-10,110.18
2015-07-13,111.58
2015-07-14,111.51
2015-07-15,111.25
2015-07-16,111.26
2015-07-17,110.74
2015-07-20,110.48
2015-07-21,102.71
2015-07-22,101.55
2015-07-23,101.14
2015-07-24,99.31
2015-07-27,98.87
2015-07-28,98.97
2015-07-29,99.36
2015-07-30,100.73
2015-07-31,100.31
2015-08-03,99.42
2015-08-04,99.03
2015-08-05,98.87
2015-08-06,98.98
2015-08-07,98.29
2015-08-10,99.55
2015-08-11,98.61
2015-08-12,98.69
2015-08-13,98.38
2015-08-14,98.7
2015-08-17,99.36
2015-08-18,99.41
2015-08-19,98.21
2015-08-20,95.82
2015-08-21,93.01
2015-08-24,90.87
2015-08-25,88.8
2015-08-26,91.56
2015-08-27,93.27
2015-08-28,93.24
2015-08-31,91.61
2015-09-01,89.72
2015-09-02,91.24
2015-09-03,91.91
2015-09-04,90.68
2015-09-08,92.82
2015-09-09,91.85
2015-09-10,91.4
2015-09-11,92.33
2015-09-14,91.83
2015-09-15,92.68
2015-09-16,93.94
2015-09-17,93.31
2015-09-18,91.07
2015-09-21,91.55
2015-09-22,88.2
2015-09-23,86.96
2015-09-24,86.82
2015-09-25,87.3
2015-09-28,86.83
2015-09-29,87.98
2015-09-30,88.99
2015-10-01,88.36
2015-10-02,89.77
2015-10-05,92.26
2015-10-06,92.55
2015-10-07,93.51
2015-10-08,94.33
2015-10-09,95.37
2015-10-12,95.43
2015-10-13,94.28
2015-10-14,92.17
2015-10-15,93.18
2015-10-16,93.0
2015-10-19,92.05
2015-10-20,95.62
2015-10-21,97.97
2015-10-22,99.79
2015-10-23,100.62
2015-10-26,100.23
2015-10-27,98.88
2015-10-28,99.32
2015-10-29,99.05
2015-10-30,98.41
2015-11-02,99.39
2015-11-03,100.0
2015-11-04,100.33
2015-11-05,100.8
2015-11-06,100.8
2015-11-09,99.66
2015-11-10,98.68
2015-11-11,98.26
2015-11-12,99.22
2015-11-13,96.48
2015-11-16,97.83
2015-11-17,97.55
2015-11-18,97.71
2015-11-19,98.3
2015-11-20,98.22
2015-11-23,98.09
2015-11-24,97.36
2015-11-25,97.27
2015-11-27,96.8
2015-11-30,96.05
2015-12-01,96.7
2015-12-02,95.25
2015-12-03,94.7
2015-12-04,95.73
2015-12-07,95.91
2015-12-08,94.23
2015-12-09,94.16
2015-12-10,93.87
2015-12-11,93.3
2015-12-14,93.03
2015-12-15,93.26
2015-12-16,95.13
2015-12-17,93.87
2015-12-18,92.34
2015-12-21,93.61
2015-12-22,94.87
2015-12-23,96.3
2015-12-24,96.3
2015-12-28,96.09
2015-12-29,97.27
2015-12-30,96.9
2015-12-31,96.07
2016-01-04,95.57
2016-01-05,95.72
2016-01-06,93.12
2016-01-07,91.9
2016-01-08,90.4
2016-01-11,90.5
2016-01-12,90.5
2016-01-13,88.83
2016-01-14,89.01
2016-01-15,85.63
2016-01-19,85.24
2016-01-20,84.83
2016-01-21,85.57
2016-01-22,86.35
2016-01-25,84.9
2016-01-26,85.65
2016-01-27,85.81
2016-01-28,86.45
2016-01-29,87.69
2016-02-01,87.56
2016-02-02,85.42
2016-02-03,85.96
2016-02-04,88.12
