time_captured,06_c25_hrm_accX
1970-01-01 00:00:00.000000000,-524.112
1970-01-01 00:00:00.000000001,635.338958900979
1970-01-01 00:00:00.000000002,520.677990502212
1970-01-01 00:00:00.000000003,-575.033103157454
1970-01-01 00:00:00.000000004,-339.455300102095
1970-01-01 00:00:00.000000005,62.4504204383369
1970-01-01 00:00:00.000000006,191.728764290422
1970-01-01 00:00:00.000000007,618.136181830394
1970-01-01 00:00:00.000000008,1560.77651445609
1970-01-01 00:00:00.000000009,1.83
1970-01-01 00:00:00.000000010,-856.354809992091
1970-01-01 00:00:00.000000011,-1042.01449717297
1970-01-01 00:00:00.000000012,-569.171649266347
1970-01-01 00:00:00.000000013,420.215978165932
1970-01-01 00:00:00.000000014,829.39368754021
1970-01-01 00:00:00.000000015,-361.302601341757
1970-01-01 00:00:00.000000016,-723.772312789979
1970-01-01 00:00:00.000000017,-24.0401611794685
1970-01-01 00:00:00.000000018,181.78
1970-01-01 00:00:00.000000019,447.135667504131
1970-01-01 00:00:00.000000020,1514.1756558315
1970-01-01 00:00:00.000000021,1221.83
1970-01-01 00:00:00.000000022,-1044.04590007319
1970-01-01 00:00:00.000000023,-784.956218950377
1970-01-01 00:00:00.000000024,-1010.11174000661
1970-01-01 00:00:00.000000025,-155.093093353714
1970-01-01 00:00:00.000000026,1340.61223272428
1970-01-01 00:00:00.000000027,299.216108087816
1970-01-01 00:00:00.000000028,-627.943324745951
1970-01-01 00:00:00.000000029,-111.777677385793
1970-01-01 00:00:00.000000030,48.1673709605666
1970-01-01 00:00:00.000000031,146.340785856389
1970-01-01 00:00:00.000000032,817.711313553931
1970-01-01 00:00:00.000000033,1379.576
1970-01-01 00:00:00.000000034,-371.906088777416
1970-01-01 00:00:00.000000035,-821.39279181689
1970-01-01 00:00:00.000000036,-935.031822629311
1970-01-01 00:00:00.000000037,-382.707155582535
1970-01-01 00:00:00.000000038,643.452186158742
1970-01-01 00:00:00.000000039,519.994486034524
1970-01-01 00:00:00.000000040,-406.337213364997
1970-01-01 00:00:00.000000041,-655.263515913342
1970-01-01 00:00:00.000000042,192.76
1970-01-01 00:00:00.000000043,325.832958832322
1970-01-01 00:00:00.000000044,525.32991497923
1970-01-01 00:00:00.000000045,1690.08267578384
1970-01-01 00:00:00.000000046,286.490557736608
1970-01-01 00:00:00.000000047,-1123.79979307244
1970-01-01 00:00:00.000000048,-881.584442368756
1970-01-01 00:00:00.000000049,-1037.72139290045
1970-01-01 00:00:00.000000050,458.495604068379
1970-01-01 00:00:00.000000051,1047.858
1970-01-01 00:00:00.000000052,-508.284250491552
1970-01-01 00:00:00.000000053,-286.550279533503
1970-01-01 00:00:00.000000054,35.38
1970-01-01 00:00:00.000000055,81.9893440360353
1970-01-01 00:00:00.000000056,266.043701646967
1970-01-01 00:00:00.000000057,1172.21571076721
1970-01-01 00:00:00.000000058,902.641093751945
1970-01-01 00:00:00.000000059,-797.711989437194
1970-01-01 00:00:00.000000060,-834.968
1970-01-01 00:00:00.000000061,-858.506909934688
1970-01-01 00:00:00.000000062,52.5816702415292
1970-01-01 00:00:00.000000063,1268.556
1970-01-01 00:00:00.000000064,-27.2911299497137
1970-01-01 00:00:00.000000065,-1087.75609563152
1970-01-01 00:00:00.000000066,-156.6958389529
1970-01-01 00:00:00.000000067,-26.6079003311152
1970-01-01 00:00:00.000000068,370.398687402423
1970-01-01 00:00:00.000000069,1279.536
1970-01-01 00:00:00.000000070,1268.73776226452
1970-01-01 00:00:00.000000071,-810.00031283024
1970-01-01 00:00:00.000000072,-767.624
1970-01-01 00:00:00.000000073,-883.417847763207
1970-01-01 00:00:00.000000074,-209.163385090016
1970-01-01 00:00:00.000000075,1176.4160934284
1970-01-01 00:00:00.000000076,126.141930561437
1970-01-01 00:00:00.000000077,-771.688687588927
