time_captured,wlk_8_sub_6_attitude.pitch
1970-01-01 00:00:00.000000000,-1.474042
1970-01-01 00:00:00.000000001,-1.502834
1970-01-01 00:00:00.000000002,-1.515459
1970-01-01 00:00:00.000000003,-1.505247
1970-01-01 00:00:00.000000004,-1.489082
1970-01-01 00:00:00.000000005,-1.470076
1970-01-01 00:00:00.000000006,-1.450476
1970-01-01 00:00:00.000000007,-1.433064
1970-01-01 00:00:00.000000008,-1.416019
1970-01-01 00:00:00.000000009,-1.39784
1970-01-01 00:00:00.000000010,-1.3801219999999998
1970-01-01 00:00:00.000000011,-1.362444
1970-01-01 00:00:00.000000012,-1.343746
1970-01-01 00:00:00.000000013,-1.324351
1970-01-01 00:00:00.000000014,-1.306308
1970-01-01 00:00:00.000000015,-1.291551
1970-01-01 00:00:00.000000016,-1.281589
1970-01-01 00:00:00.000000017,-1.275705
1970-01-01 00:00:00.000000018,-1.272497
1970-01-01 00:00:00.000000019,-1.2722950000000002
1970-01-01 00:00:00.000000020,-1.277429
1970-01-01 00:00:00.000000021,-1.291421
1970-01-01 00:00:00.000000022,-1.315764
1970-01-01 00:00:00.000000023,-1.351372
1970-01-01 00:00:00.000000024,-1.394228
1970-01-01 00:00:00.000000025,-1.43715
1970-01-01 00:00:00.000000026,-1.466066
1970-01-01 00:00:00.000000027,-1.46711
1970-01-01 00:00:00.000000028,-1.449658
1970-01-01 00:00:00.000000029,-1.4242860000000002
1970-01-01 00:00:00.000000030,-1.394483
1970-01-01 00:00:00.000000031,-1.3572959999999998
1970-01-01 00:00:00.000000032,-1.313944
1970-01-01 00:00:00.000000033,-1.273325
1970-01-01 00:00:00.000000034,-1.238777
1970-01-01 00:00:00.000000035,-1.208919
1970-01-01 00:00:00.000000036,-1.186326
1970-01-01 00:00:00.000000037,-1.170819
1970-01-01 00:00:00.000000038,-1.16126
1970-01-01 00:00:00.000000039,-1.159
1970-01-01 00:00:00.000000040,-1.163544
1970-01-01 00:00:00.000000041,-1.174481
1970-01-01 00:00:00.000000042,-1.194454
1970-01-01 00:00:00.000000043,-1.21877
1970-01-01 00:00:00.000000044,-1.238194
1970-01-01 00:00:00.000000045,-1.246881
1970-01-01 00:00:00.000000046,-1.234105
1970-01-01 00:00:00.000000047,-1.214306
1970-01-01 00:00:00.000000048,-1.201079
1970-01-01 00:00:00.000000049,-1.208264
1970-01-01 00:00:00.000000050,-1.237889
1970-01-01 00:00:00.000000051,-1.268646
1970-01-01 00:00:00.000000052,-1.263843
1970-01-01 00:00:00.000000053,-1.262991
1970-01-01 00:00:00.000000054,-1.300984
1970-01-01 00:00:00.000000055,-1.358403
1970-01-01 00:00:00.000000056,-1.419396
1970-01-01 00:00:00.000000057,-1.456213
1970-01-01 00:00:00.000000058,-1.481005
1970-01-01 00:00:00.000000059,-1.51014
1970-01-01 00:00:00.000000060,-1.537908
1970-01-01 00:00:00.000000061,-1.53703
1970-01-01 00:00:00.000000062,-1.512962
1970-01-01 00:00:00.000000063,-1.486866
1970-01-01 00:00:00.000000064,-1.4618209999999998
1970-01-01 00:00:00.000000065,-1.436509
1970-01-01 00:00:00.000000066,-1.411918
1970-01-01 00:00:00.000000067,-1.3858549999999998
1970-01-01 00:00:00.000000068,-1.359391
1970-01-01 00:00:00.000000069,-1.333699
1970-01-01 00:00:00.000000070,-1.30896
1970-01-01 00:00:00.000000071,-1.286119
1970-01-01 00:00:00.000000072,-1.268174
1970-01-01 00:00:00.000000073,-1.256741
1970-01-01 00:00:00.000000074,-1.251064
1970-01-01 00:00:00.000000075,-1.248976
1970-01-01 00:00:00.000000076,-1.249981
1970-01-01 00:00:00.000000077,-1.255547
1970-01-01 00:00:00.000000078,-1.270302
1970-01-01 00:00:00.000000079,-1.293905
1970-01-01 00:00:00.000000080,-1.328794
1970-01-01 00:00:00.000000081,-1.376295
1970-01-01 00:00:00.000000082,-1.427296
1970-01-01 00:00:00.000000083,-1.4641959999999998
1970-01-01 00:00:00.000000084,-1.469598
1970-01-01 00:00:00.000000085,-1.45009
1970-01-01 00:00:00.000000086,-1.424067
1970-01-01 00:00:00.000000087,-1.392785
1970-01-01 00:00:00.000000088,-1.352328
1970-01-01 00:00:00.000000089,-1.307161
1970-01-01 00:00:00.000000090,-1.265034
1970-01-01 00:00:00.000000091,-1.22774
1970-01-01 00:00:00.000000092,-1.1949299999999998
1970-01-01 00:00:00.000000093,-1.169949
1970-01-01 00:00:00.000000094,-1.152861
1970-01-01 00:00:00.000000095,-1.145446
1970-01-01 00:00:00.000000096,-1.148532
1970-01-01 00:00:00.000000097,-1.161866
1970-01-01 00:00:00.000000098,-1.187236
1970-01-01 00:00:00.000000099,-1.218519
1970-01-01 00:00:00.000000100,-1.241415
1970-01-01 00:00:00.000000101,-1.244921
1970-01-01 00:00:00.000000102,-1.229854
1970-01-01 00:00:00.000000103,-1.212395
1970-01-01 00:00:00.000000104,-1.1995360000000002
1970-01-01 00:00:00.000000105,-1.206278
1970-01-01 00:00:00.000000106,-1.238252
1970-01-01 00:00:00.000000107,-1.274715
1970-01-01 00:00:00.000000108,-1.272441
1970-01-01 00:00:00.000000109,-1.273869
1970-01-01 00:00:00.000000110,-1.307596
1970-01-01 00:00:00.000000111,-1.361088
1970-01-01 00:00:00.000000112,-1.421298
1970-01-01 00:00:00.000000113,-1.463353
1970-01-01 00:00:00.000000114,-1.490317
1970-01-01 00:00:00.000000115,-1.520727
1970-01-01 00:00:00.000000116,-1.553751
1970-01-01 00:00:00.000000117,-1.550272
1970-01-01 00:00:00.000000118,-1.520952
1970-01-01 00:00:00.000000119,-1.491418
1970-01-01 00:00:00.000000120,-1.461537
1970-01-01 00:00:00.000000121,-1.434334
1970-01-01 00:00:00.000000122,-1.408341
1970-01-01 00:00:00.000000123,-1.380439
1970-01-01 00:00:00.000000124,-1.351612
1970-01-01 00:00:00.000000125,-1.322167
1970-01-01 00:00:00.000000126,-1.295023
1970-01-01 00:00:00.000000127,-1.270573
1970-01-01 00:00:00.000000128,-1.250917
1970-01-01 00:00:00.000000129,-1.239154
1970-01-01 00:00:00.000000130,-1.233974
1970-01-01 00:00:00.000000131,-1.232033
1970-01-01 00:00:00.000000132,-1.232355
1970-01-01 00:00:00.000000133,-1.240679
1970-01-01 00:00:00.000000134,-1.259235
1970-01-01 00:00:00.000000135,-1.286224
1970-01-01 00:00:00.000000136,-1.326953
1970-01-01 00:00:00.000000137,-1.374424
1970-01-01 00:00:00.000000138,-1.417347
1970-01-01 00:00:00.000000139,-1.443682
1970-01-01 00:00:00.000000140,-1.447321
1970-01-01 00:00:00.000000141,-1.433626
1970-01-01 00:00:00.000000142,-1.420649
1970-01-01 00:00:00.000000143,-1.395049
1970-01-01 00:00:00.000000144,-1.358753
1970-01-01 00:00:00.000000145,-1.318744
1970-01-01 00:00:00.000000146,-1.279799
1970-01-01 00:00:00.000000147,-1.246376
1970-01-01 00:00:00.000000148,-1.217901
1970-01-01 00:00:00.000000149,-1.196744
1970-01-01 00:00:00.000000150,-1.184042
1970-01-01 00:00:00.000000151,-1.178994
1970-01-01 00:00:00.000000152,-1.180915
1970-01-01 00:00:00.000000153,-1.190978
1970-01-01 00:00:00.000000154,-1.213002
1970-01-01 00:00:00.000000155,-1.242935
1970-01-01 00:00:00.000000156,-1.26872
1970-01-01 00:00:00.000000157,-1.273254
1970-01-01 00:00:00.000000158,-1.258558
1970-01-01 00:00:00.000000159,-1.2383
1970-01-01 00:00:00.000000160,-1.227125
1970-01-01 00:00:00.000000161,-1.236127
1970-01-01 00:00:00.000000162,-1.270785
1970-01-01 00:00:00.000000163,-1.31559
1970-01-01 00:00:00.000000164,-1.312855
1970-01-01 00:00:00.000000165,-1.313055
1970-01-01 00:00:00.000000166,-1.350657
1970-01-01 00:00:00.000000167,-1.406939
1970-01-01 00:00:00.000000168,-1.466005
1970-01-01 00:00:00.000000169,-1.507615
1970-01-01 00:00:00.000000170,-1.535976
1970-01-01 00:00:00.000000171,-1.563347
1970-01-01 00:00:00.000000172,-1.54252
1970-01-01 00:00:00.000000173,-1.511886
