time_captured,UNH_Close
2006-05-17,46.89
2006-05-18,45.3
2006-05-19,44.42
2006-05-22,43.52
2006-05-23,42.82
2006-05-24,42.09
2006-05-25,42.42
2006-05-26,43.12
2006-05-30,43.33
2006-05-31,43.96
2006-06-01,45.72
2006-06-02,46.98
2006-06-05,46.22
2006-06-06,46.18
2006-06-07,46.28
2006-06-08,46.25
2006-06-09,45.77
2006-06-12,45.16
2006-06-13,45.43
2006-06-14,44.98
2006-06-15,44.75
2006-06-16,44.29
2006-06-19,43.5
2006-06-20,43.71
2006-06-21,44.07
2006-06-22,44.43
2006-06-23,45.23
2006-06-26,44.94
2006-06-27,44.22
2006-06-28,44.43
2006-06-29,45.01
2006-06-30,44.78
2006-07-03,45.01
2006-07-05,45.11
2006-07-06,44.83
2006-07-07,45.39
2006-07-10,46.82
2006-07-11,48.09
2006-07-12,48.06
2006-07-13,48.01
2006-07-14,47.55
2006-07-17,47.65
2006-07-18,48.4
2006-07-19,50.93
2006-07-20,50.21
2006-07-21,50.0
2006-07-24,50.8
2006-07-25,51.49
2006-07-26,50.53
2006-07-27,49.46
2006-07-28,47.85
2006-07-31,47.83
2006-08-01,47.82
2006-08-02,48.57
2006-08-03,47.77
2006-08-04,48.56
2006-08-07,48.49
2006-08-08,49.42
2006-08-09,48.98
2006-08-10,47.4
2006-08-11,47.57
2006-08-14,47.66
2006-08-15,48.13
2006-08-16,48.14
2006-08-17,49.04
2006-08-18,49.5
2006-08-21,49.56
2006-08-22,49.64
2006-08-23,49.64
2006-08-24,51.16
2006-08-25,50.88
2006-08-28,51.33
2006-08-29,51.03
2006-08-30,51.75
2006-08-31,51.95
2006-09-01,51.8
2006-09-05,50.7
2006-09-06,50.42
2006-09-07,50.21
2006-09-08,50.9
2006-09-11,51.6
2006-09-12,52.53
2006-09-13,52.05
2006-09-14,51.81
2006-09-15,52.21
2006-09-18,52.09
2006-09-19,51.87
2006-09-20,51.53
2006-09-21,50.29
2006-09-22,48.97
2006-09-25,48.82
2006-09-26,48.62
2006-09-27,49.08
2006-09-28,49.46
2006-09-29,49.2
2006-10-02,49.43
2006-10-03,49.58
2006-10-04,49.56
2006-10-05,50.67
2006-10-06,51.5
2006-10-09,50.72
2006-10-10,49.65
2006-10-11,50.1
2006-10-12,49.62
2006-10-13,48.75
2006-10-16,47.54
2006-10-17,46.73
2006-10-18,48.0
2006-10-19,50.65
2006-10-20,50.7
2006-10-23,50.64
2006-10-24,49.84
2006-10-25,48.63
2006-10-26,49.37
2006-10-27,49.41
2006-10-30,49.03
2006-10-31,48.78
2006-11-01,48.3
2006-11-02,48.62
2006-11-03,47.83
2006-11-06,48.41
2006-11-07,49.57
2006-11-08,48.0
2006-11-09,45.27
2006-11-10,46.11
2006-11-13,46.75
2006-11-14,47.44
2006-11-15,47.96
2006-11-16,47.62
2006-11-17,47.25
2006-11-20,46.81
2006-11-21,46.33
2006-11-22,46.56
2006-11-24,46.71
2006-11-27,46.18
2006-11-28,47.34
2006-11-29,47.56
2006-11-30,49.08
2006-12-01,48.83
2006-12-04,48.91
2006-12-05,48.88
2006-12-06,49.01
2006-12-07,49.49
2006-12-08,49.91
2006-12-11,50.09
2006-12-12,50.04
2006-12-13,49.71
2006-12-14,49.7
2006-12-15,50.09
2006-12-18,50.4
2006-12-19,52.33
2006-12-20,53.56
2006-12-21,53.93
2006-12-22,53.45
2006-12-26,53.23
2006-12-27,53.38
2006-12-28,53.66
2006-12-29,53.73
2007-01-03,52.57
2007-01-04,52.91
2007-01-05,52.55
2007-01-08,53.32
2007-01-09,52.68
2007-01-10,52.83
2007-01-11,54.45
2007-01-12,55.1
2007-01-16,55.75
2007-01-17,55.65
2007-01-18,53.8
2007-01-19,53.2
2007-01-22,52.19
2007-01-23,51.47
2007-01-24,51.8
2007-01-25,52.1
2007-01-26,51.54
2007-01-29,51.73
2007-01-30,52.21
2007-01-31,52.26
2007-02-01,52.8
2007-02-02,52.91
2007-02-05,52.33
2007-02-06,50.99
2007-02-07,51.25
2007-02-08,51.24
2007-02-09,50.88
2007-02-12,51.62
2007-02-13,51.61
2007-02-14,51.64
2007-02-15,53.61
2007-02-16,53.95
2007-02-20,53.82
2007-02-21,53.53
2007-02-22,53.72
2007-02-23,53.03
2007-02-26,53.21
2007-02-27,51.71
2007-02-28,52.18
2007-03-01,52.74
2007-03-02,54.18
2007-03-05,53.82
2007-03-06,53.98
2007-03-07,53.8
2007-03-08,53.33
2007-03-09,53.0
2007-03-12,53.27
2007-03-13,53.0
2007-03-14,53.37
2007-03-15,54.05
2007-03-16,53.13
2007-03-19,54.3
2007-03-20,54.1
2007-03-21,55.03
2007-03-22,55.69
2007-03-23,56.51
2007-03-26,56.88
2007-03-27,55.85
2007-03-28,54.81
2007-03-29,52.84
2007-03-30,52.97
2007-04-02,53.73
2007-04-03,54.61
2007-04-04,55.06
2007-04-05,55.33
2007-04-09,54.88
2007-04-10,54.24
2007-04-11,53.14
2007-04-12,53.12
2007-04-13,52.95
2007-04-16,53.85
2007-04-17,54.62
2007-04-18,54.21
2007-04-19,52.05
2007-04-20,53.2
2007-04-23,53.95
2007-04-24,54.23
2007-04-25,52.94
2007-04-26,52.71
2007-04-27,53.15
2007-04-30,53.06
2007-05-01,52.75
2007-05-02,53.79
2007-05-03,53.19
2007-05-04,53.57
2007-05-07,53.25
2007-05-08,53.11
2007-05-09,53.09
2007-05-10,53.02
2007-05-11,53.59
2007-05-14,52.83
2007-05-15,52.68
2007-05-16,53.8
2007-05-17,53.65
2007-05-18,53.47
2007-05-21,53.5
2007-05-22,53.89
2007-05-23,53.93
2007-05-24,54.21
2007-05-25,54.41
2007-05-29,54.57
2007-05-30,54.57
2007-05-31,54.77
2007-06-01,55.21
2007-06-04,55.2
2007-06-05,54.7
2007-06-06,53.97
2007-06-07,53.36
2007-06-08,53.67
2007-06-11,53.19
2007-06-12,52.99
2007-06-13,53.11
2007-06-14,52.95
2007-06-15,52.9
2007-06-18,52.87
2007-06-19,52.74
2007-06-20,51.5
2007-06-21,51.77
2007-06-22,51.3
2007-06-25,51.5
2007-06-26,51.79
2007-06-27,51.75
2007-06-28,52.1
2007-06-29,51.14
2007-07-02,52.22
2007-07-03,52.14
2007-07-05,52.45
2007-07-06,53.02
2007-07-09,51.97
2007-07-10,51.55
2007-07-11,51.41
2007-07-12,53.09
2007-07-13,52.98
2007-07-16,52.95
2007-07-17,53.0
2007-07-18,53.58
2007-07-19,51.89
2007-07-20,51.32
2007-07-23,51.17
2007-07-24,51.0
2007-07-25,51.21
2007-07-26,50.21
2007-07-27,49.13
2007-07-30,48.94
2007-07-31,48.43
2007-08-01,47.99
2007-08-02,48.36
2007-08-03,47.5
2007-08-06,48.5
2007-08-07,47.99
2007-08-08,47.57
2007-08-09,46.33
2007-08-10,47.48
2007-08-13,49.04
2007-08-14,48.48
2007-08-15,49.12
2007-08-16,48.86
2007-08-17,49.8
2007-08-20,49.55
2007-08-21,49.56
2007-08-22,48.65
2007-08-23,48.62
2007-08-24,49.61
2007-08-27,49.19
2007-08-28,48.63
2007-08-29,48.69
2007-08-30,49.05
2007-08-31,50.01
2007-09-04,50.19
2007-09-05,49.29
2007-09-06,49.6
2007-09-07,49.19
2007-09-10,49.12
2007-09-11,49.57
2007-09-12,49.47
2007-09-13,49.55
2007-09-14,49.91
2007-09-17,49.95
2007-09-18,50.1
2007-09-19,49.84
2007-09-20,49.81
2007-09-21,49.91
2007-09-24,49.56
2007-09-25,49.48
2007-09-26,49.31
2007-09-27,49.26
2007-09-28,48.43
2007-10-01,48.14
2007-10-02,47.89
2007-10-03,47.05
2007-10-04,47.38
2007-10-05,47.7
2007-10-08,47.81
2007-10-09,48.49
2007-10-10,49.33
2007-10-11,49.34
2007-10-12,49.69
2007-10-15,48.93
2007-10-16,48.5
2007-10-17,48.6
2007-10-18,48.1
2007-10-19,47.45
2007-10-22,48.13
2007-10-23,48.84
2007-10-24,48.47
2007-10-25,48.53
2007-10-26,47.99
2007-10-29,47.95
2007-10-30,47.9
2007-10-31,49.15
2007-11-01,48.55
2007-11-02,48.94
2007-11-05,49.12
2007-11-06,49.59
2007-11-07,49.85
2007-11-08,50.29
2007-11-09,51.67
2007-11-12,52.64
2007-11-13,53.3
2007-11-14,53.04
2007-11-15,53.02
2007-11-16,53.42
2007-11-19,53.49
2007-11-20,54.07
2007-11-21,53.41
2007-11-23,54.07
2007-11-26,53.38
2007-11-27,54.29
2007-11-28,54.72
2007-11-29,54.76
2007-11-30,55.0
2007-12-03,54.63
2007-12-04,54.33
2007-12-05,54.68
2007-12-06,55.98
2007-12-07,56.65
2007-12-10,57.87
2007-12-11,57.07
2007-12-12,57.47
2007-12-13,57.03
2007-12-14,56.73
2007-12-17,56.59
2007-12-18,57.2
2007-12-19,57.36
2007-12-20,58.11
2007-12-21,58.99
2007-12-24,58.88
2007-12-26,58.95
2007-12-27,58.36
2007-12-28,58.28
2007-12-31,58.2
2008-01-02,56.67
