time_captured,PG_High
2014-04-01,80.84
2014-04-02,80.33
2014-04-03,80.58
2014-04-04,80.56
2014-04-07,81.07
2014-04-08,81.38
2014-04-09,82.24
2014-04-10,82.13
2014-04-11,81.66
2014-04-14,81.2
2014-04-15,81.09
2014-04-16,81.88
2014-04-17,81.89
2014-04-21,81.81
2014-04-22,81.67
2014-04-23,80.72
2014-04-24,81.38
2014-04-25,81.58
2014-04-28,82.98
2014-04-29,82.95
2014-04-30,82.75
2014-05-01,82.47
2014-05-02,82.6
2014-05-05,81.88
2014-05-06,81.76
2014-05-07,82.14
2014-05-08,82.32
2014-05-09,82.8
2014-05-12,82.71
2014-05-13,81.98
2014-05-14,81.91
2014-05-15,81.37
2014-05-16,80.76
2014-05-19,80.05
2014-05-20,80.58
2014-05-21,80.67
2014-05-22,80.67
2014-05-23,80.85
2014-05-27,80.58
2014-05-28,80.28
2014-05-29,80.4
2014-05-30,80.85
2014-06-02,80.67
2014-06-03,80.3
2014-06-04,80.22
2014-06-05,80.31
2014-06-06,80.24
2014-06-09,80.24
2014-06-10,80.3
2014-06-11,80.3
2014-06-12,80.03
2014-06-13,79.94
2014-06-16,79.94
2014-06-17,79.79
2014-06-18,79.94
2014-06-19,80.57
2014-06-20,80.5
2014-06-23,80.06
2014-06-24,79.44
2014-06-25,79.36
2014-06-26,79.29
2014-06-27,79.19
2014-06-30,79.46
2014-07-01,79.41
2014-07-02,79.86
2014-07-03,80.14
2014-07-07,80.2
2014-07-08,80.85
2014-07-09,81.8
2014-07-10,81.91
2014-07-11,81.57
2014-07-14,81.74
2014-07-15,81.52
2014-07-16,81.2
2014-07-17,81.22
2014-07-18,80.75
2014-07-21,80.4
2014-07-22,80.58
2014-07-23,80.5
2014-07-24,80.32
2014-07-25,80.16
2014-07-28,79.62
2014-07-29,79.5
2014-07-30,79.01
2014-07-31,78.01
2014-08-01,80.67
2014-08-04,79.46
2014-08-05,79.74
2014-08-06,81.3
2014-08-07,81.18
2014-08-08,81.03
2014-08-11,81.87
2014-08-12,81.86
2014-08-13,81.8
2014-08-14,82.04
2014-08-15,82.23
2014-08-18,82.85
2014-08-19,82.87
2014-08-20,82.94
2014-08-21,83.47
2014-08-22,83.66
2014-08-25,83.82
2014-08-26,83.83
2014-08-27,83.6
2014-08-28,83.22
2014-08-29,83.13
2014-09-02,83.49
2014-09-03,83.48
2014-09-04,83.75
2014-09-05,83.8
2014-09-08,83.6
2014-09-09,83.29
2014-09-10,83.96
2014-09-11,83.75
2014-09-12,83.38
2014-09-15,84.25
2014-09-16,84.45
2014-09-17,84.5
2014-09-18,84.44
2014-09-19,84.77
2014-09-22,84.95
2014-09-23,84.92
2014-09-24,85.4
2014-09-25,85.13
2014-09-26,84.74
2014-09-29,84.47
2014-09-30,84.36
2014-10-01,84.04
2014-10-02,83.97
2014-10-03,83.94
2014-10-06,83.94
2014-10-07,83.92
2014-10-08,84.28
2014-10-09,84.88
2014-10-10,85.28
2014-10-13,84.47
2014-10-14,83.91
2014-10-15,83.58
2014-10-16,82.8
2014-10-17,83.48
2014-10-20,84.33
2014-10-21,84.64
2014-10-22,84.59
2014-10-23,84.33
2014-10-24,85.97
2014-10-27,86.48
2014-10-28,86.65
2014-10-29,86.67
2014-10-30,87.0
2014-10-31,87.36
2014-11-03,87.39
2014-11-04,88.87
2014-11-05,89.49
2014-11-06,89.2
2014-11-07,89.2
2014-11-10,89.5
2014-11-11,89.79
2014-11-12,89.88
2014-11-13,89.84
2014-11-14,88.89
2014-11-17,88.18
2014-11-18,88.18
2014-11-19,88.87
2014-11-20,88.8
2014-11-21,89.43
2014-11-24,88.89
2014-11-25,88.82
2014-11-26,88.88
2014-11-28,90.56
2014-12-01,90.67
2014-12-02,91.17
2014-12-03,90.97
2014-12-04,90.94
2014-12-05,90.42
2014-12-08,91.0
2014-12-09,90.78
2014-12-10,91.1
2014-12-11,91.28
2014-12-12,90.97
2014-12-15,90.6
2014-12-16,90.96
2014-12-17,91.16
2014-12-18,92.0
2014-12-19,92.73
2014-12-22,92.73
2014-12-23,93.48
2014-12-24,93.89
2014-12-26,93.81
2014-12-29,93.43
2014-12-30,92.82
2014-12-31,92.55
2015-01-02,91.0
2015-01-05,91.0
2015-01-06,90.56
2015-01-07,90.37
2015-01-08,91.22
2015-01-09,91.18
2015-01-12,90.62
2015-01-13,91.5
2015-01-14,90.16
2015-01-15,90.5
2015-01-16,91.34
2015-01-20,91.79
2015-01-21,91.19
2015-01-22,91.69
2015-01-23,91.19
2015-01-26,89.95
2015-01-27,87.21
2015-01-28,86.91
2015-01-29,86.11
2015-01-30,85.22
2015-02-02,85.14
2015-02-03,86.0
2015-02-04,86.48
2015-02-05,86.78
2015-02-06,86.61
2015-02-09,85.43
2015-02-10,85.57
2015-02-11,86.2
2015-02-12,86.15
2015-02-13,86.15
2015-02-17,86.06
2015-02-18,86.39
2015-02-19,86.3
2015-02-20,85.05
2015-02-23,85.5
2015-02-24,85.74
2015-02-25,85.8
2015-02-26,85.76
2015-02-27,85.38
2015-03-02,85.41
2015-03-03,85.44
2015-03-04,85.24
2015-03-05,84.76
2015-03-06,84.37
2015-03-09,83.21
2015-03-10,82.88
2015-03-11,81.78
2015-03-12,82.12
2015-03-13,82.28
2015-03-16,83.95
2015-03-17,83.37
2015-03-18,84.05
2015-03-19,83.75
2015-03-20,84.79
2015-03-23,85.05
2015-03-24,85.11
2015-03-25,84.37
2015-03-26,82.61
2015-03-27,82.54
2015-03-30,82.95
2015-03-31,82.93
2015-04-01,82.45
2015-04-02,82.59
2015-04-06,83.22
2015-04-07,83.29
2015-04-08,83.18
2015-04-09,82.95
2015-04-10,83.63
2015-04-13,83.95
2015-04-14,83.88
2015-04-15,84.2
2015-04-16,84.07
2015-04-17,83.22
2015-04-20,83.98
2015-04-21,83.8
2015-04-22,83.34
2015-04-23,82.1
2015-04-24,81.53
2015-04-27,81.2
2015-04-28,80.82
2015-04-29,80.31
2015-04-30,80.15
2015-05-01,80.32
2015-05-04,80.97
2015-05-05,80.65
2015-05-06,80.58
2015-05-07,80.55
2015-05-08,81.21
2015-05-11,80.99
2015-05-12,80.29
2015-05-13,80.59
2015-05-14,80.69
2015-05-15,81.12
2015-05-18,81.13
2015-05-19,80.95
2015-05-20,81.0
2015-05-21,80.58
2015-05-22,80.4
2015-05-26,80.07
2015-05-27,79.94
2015-05-28,79.45
2015-05-29,79.24
2015-06-01,79.07
2015-06-02,78.72
2015-06-03,78.93
2015-06-04,78.84
2015-06-05,78.12
2015-06-08,77.98
2015-06-09,79.33
2015-06-10,79.79
2015-06-11,79.93
2015-06-12,79.32
2015-06-15,78.46
2015-06-16,79.6
2015-06-17,80.19
2015-06-18,81.22
2015-06-19,81.2
2015-06-22,81.18
2015-06-23,80.45
2015-06-24,79.85
2015-06-25,79.9
2015-06-26,79.74
2015-06-29,79.37
2015-06-30,79.01
2015-07-01,79.76
2015-07-02,80.35
2015-07-06,80.22
2015-07-07,81.83
2015-07-08,81.69
2015-07-09,82.0
2015-07-10,81.36
2015-07-13,82.04
2015-07-14,82.46
2015-07-15,82.32
2015-07-16,82.55
2015-07-17,82.38
2015-07-20,82.35
2015-07-21,82.13
2015-07-22,81.3
2015-07-23,80.89
2015-07-24,80.73
2015-07-27,80.07
2015-07-28,80.66
2015-07-29,80.99
2015-07-30,79.48
2015-07-31,77.74
2015-08-03,77.09
2015-08-04,76.34
2015-08-05,76.54
2015-08-06,76.01
2015-08-07,75.72
2015-08-10,76.5
2015-08-11,76.45
2015-08-12,76.43
2015-08-13,76.51
2015-08-14,75.81
2015-08-17,75.81
2015-08-18,75.8
2015-08-19,74.93
2015-08-20,74.72
2015-08-21,73.9
2015-08-24,71.07
2015-08-25,72.23
2015-08-26,71.0
2015-08-27,71.75
2015-08-28,71.27
2015-08-31,71.0
2015-09-01,69.88
2015-09-02,69.85
2015-09-03,70.46
2015-09-04,69.28
2015-09-08,70.44
2015-09-09,70.54
2015-09-10,68.95
2015-09-11,68.51
2015-09-14,68.3
2015-09-15,69.74
2015-09-16,70.36
2015-09-17,71.27
2015-09-18,70.78
2015-09-21,70.88
2015-09-22,70.65
2015-09-23,70.49
2015-09-24,71.58
2015-09-25,73.38
2015-09-28,72.67
2015-09-29,72.41
2015-09-30,73.06
2015-10-01,72.18
2015-10-02,72.42
2015-10-05,73.43
2015-10-06,73.78
2015-10-07,73.87
2015-10-08,74.44
2015-10-09,74.91
2015-10-12,74.76
2015-10-13,74.28
2015-10-14,74.61
2015-10-15,74.84
2015-10-16,75.04
2015-10-19,75.19
2015-10-20,75.05
2015-10-21,74.54
2015-10-22,75.61
2015-10-23,78.45
2015-10-26,77.9
2015-10-27,77.36
2015-10-28,77.54
2015-10-29,77.19
2015-10-30,77.14
2015-11-02,76.77
2015-11-03,77.42
2015-11-04,77.14
2015-11-05,77.26
2015-11-06,76.0
2015-11-09,75.63
2015-11-10,76.24
2015-11-11,76.43
2015-11-12,76.01
2015-11-13,74.98
2015-11-16,75.32
2015-11-17,76.01
2015-11-18,75.96
2015-11-19,76.96
2015-11-20,76.86
2015-11-23,76.06
2015-11-24,76.69
2015-11-25,76.74
2015-11-27,76.37
2015-11-30,75.81
2015-12-01,76.22
2015-12-02,76.46
2015-12-03,76.2
2015-12-04,77.9
2015-12-07,78.5
2015-12-08,78.5
2015-12-09,78.99
2015-12-10,78.54
2015-12-11,78.33
2015-12-14,78.53
2015-12-15,80.0
2015-12-16,81.23
2015-12-17,81.03
2015-12-18,80.12
2015-12-21,78.98
2015-12-22,79.74
2015-12-23,80.43
2015-12-24,80.15
2015-12-28,79.97
2015-12-29,80.61
2015-12-30,80.5
2015-12-31,80.04
2016-01-04,78.5
2016-01-05,78.96
2016-01-06,78.28
2016-01-07,77.6
2016-01-08,77.48
2016-01-11,77.04
2016-01-12,77.02
2016-01-13,76.99
2016-01-14,76.95
2016-01-15,75.68
2016-01-19,76.91
2016-01-20,76.09
2016-01-21,77.18
2016-01-22,77.97
2016-01-25,77.36
2016-01-26,79.58
2016-01-27,79.85
2016-01-28,80.0
2016-01-29,82.0
2016-02-01,81.4
2016-02-02,80.54
2016-02-03,81.24
2016-02-04,81.1
2016-02-05,81.2
2016-02-08,82.72
2016-02-09,83.0
2016-02-10,83.0
2016-02-11,80.99
2016-02-12,81.02
2016-02-16,81.99
2016-02-17,82.83
2016-02-18,82.32
2016-02-19,82.26
2016-02-22,82.67
2016-02-23,82.46
2016-02-24,81.64
2016-02-25,82.34
2016-02-26,82.65
2016-02-29,81.35
2016-03-01,81.36
2016-03-02,82.66
2016-03-03,82.93
2016-03-04,83.74
2016-03-07,83.7
2016-03-08,83.75
2016-03-09,83.69
2016-03-10,83.23
2016-03-11,82.8
2016-03-14,81.85
2016-03-15,81.46
2016-03-16,81.8
2016-03-17,83.22
2016-03-18,83.5
2016-03-21,83.87
2016-03-22,83.32
2016-03-23,83.49
2016-03-24,83.12
2016-03-28,83.45
2016-03-29,83.09
2016-03-30,83.36
2016-03-31,83.0
2016-04-01,83.62
2016-04-04,83.65
2016-04-05,83.56
2016-04-06,83.84
2016-04-07,83.68
2016-04-08,83.45
2016-04-11,83.34
2016-04-12,83.21
2016-04-13,83.43
2016-04-14,82.36
2016-04-15,82.43
2016-04-18,82.99
2016-04-19,83.7
2016-04-20,83.34
2016-04-21,81.31
2016-04-22,80.95
2016-04-25,81.48
2016-04-26,81.5
2016-04-27,80.15
2016-04-28,80.26
2016-04-29,80.15
2016-05-02,81.3
2016-05-03,81.7
2016-05-04,81.77
2016-05-05,82.09
2016-05-06,82.25
2016-05-09,82.73
2016-05-10,82.68
2016-05-11,82.88
2016-05-12,82.74
2016-05-13,82.42
2016-05-16,81.89
2016-05-17,82.06
2016-05-18,80.77
2016-05-19,80.22
2016-05-20,80.5
2016-05-23,80.33
2016-05-24,81.38
2016-05-25,81.78
2016-05-26,81.6
2016-05-27,81.66
2016-05-31,81.82
2016-06-01,81.8
2016-06-02,81.95
2016-06-03,82.49
2016-06-06,82.83
2016-06-07,82.89
2016-06-08,82.75
2016-06-09,83.26
2016-06-10,83.34
2016-06-13,83.4
2016-06-14,83.37
2016-06-15,83.5
2016-06-16,83.61
2016-06-17,83.44
2016-06-20,83.7
2016-06-21,83.78
2016-06-22,83.76
2016-06-23,84.21
2016-06-24,83.82
2016-06-27,81.89
2016-06-28,82.49
2016-06-29,83.91
2016-06-30,84.8
2016-07-01,84.99
2016-07-05,85.95
2016-07-06,85.5
2016-07-07,85.24
2016-07-08,85.9
2016-07-11,85.95
2016-07-12,85.94
2016-07-13,86.15
2016-07-14,86.89
2016-07-15,86.48
2016-07-18,86.05
2016-07-19,86.18
2016-07-20,85.73
2016-07-21,85.37
2016-07-22,85.98
2016-07-25,85.8
2016-07-26,86.08
2016-07-27,85.3
2016-07-28,84.98
2016-07-29,85.79
2016-08-01,86.58
2016-08-02,87.15
2016-08-03,86.72
2016-08-04,86.53
2016-08-05,86.44
2016-08-08,85.9
2016-08-09,86.34
2016-08-10,86.82
2016-08-11,87.0
2016-08-12,87.45
2016-08-15,87.57
2016-08-16,87.4
2016-08-17,87.11
2016-08-18,87.46
2016-08-19,87.41
2016-08-22,87.21
2016-08-23,87.5
2016-08-24,87.45
2016-08-25,87.94
2016-08-26,88.5
2016-08-29,88.4
2016-08-30,88.3
2016-08-31,87.85
2016-09-01,88.31
2016-09-02,88.87
2016-09-06,88.64
2016-09-07,88.41
2016-09-08,88.18
2016-09-09,87.17
2016-09-12,88.38
2016-09-13,87.91
2016-09-14,87.6
2016-09-15,88.27
2016-09-16,88.11
2016-09-19,88.95
2016-09-20,88.95
2016-09-21,88.79
2016-09-22,89.3
2016-09-23,88.94
2016-09-26,88.43
2016-09-27,88.81
2016-09-28,89.72
2016-09-29,89.27
2016-09-30,90.22
2016-10-03,89.45
2016-10-04,88.68
2016-10-05,89.0
2016-10-06,89.73
2016-10-07,90.05
2016-10-10,90.33
2016-10-11,89.12
2016-10-12,89.01
2016-10-13,88.57
2016-10-14,88.96
2016-10-17,88.65
2016-10-18,88.27
2016-10-19,86.82
2016-10-20,85.52
2016-10-21,84.86
2016-10-24,84.7
2016-10-25,88.08
2016-10-26,87.74
2016-10-27,87.6
2016-10-28,87.23
2016-10-31,87.47
2016-11-01,86.99
2016-11-02,87.41
2016-11-03,86.98
2016-11-04,86.73
2016-11-07,86.57
2016-11-08,87.69
2016-11-09,86.54
2016-11-10,85.7
2016-11-11,84.06
2016-11-14,83.78
2016-11-15,84.58
2016-11-16,84.2
2016-11-17,83.5
2016-11-18,83.1
2016-11-21,82.75
2016-11-22,83.18
2016-11-23,82.93
2016-11-25,83.46
2016-11-28,83.36
2016-11-29,83.48
2016-11-30,82.83
2016-12-01,82.32
2016-12-02,82.68
2016-12-05,83.08
2016-12-06,83.25
2016-12-07,84.28
2016-12-08,84.18
2016-12-09,84.4
2016-12-12,85.18
2016-12-13,85.36
2016-12-14,85.74
2016-12-15,84.8
2016-12-16,85.12
2016-12-19,84.98
2016-12-20,84.71
2016-12-21,84.72
2016-12-22,84.61
2016-12-23,85.18
2016-12-27,84.94
2016-12-28,84.63
2016-12-29,84.49
2016-12-30,84.45
2017-01-03,84.39
2017-01-04,84.6
2017-01-05,85.43
2017-01-06,85.25
2017-01-09,84.66
2017-01-10,84.43
2017-01-11,83.75
2017-01-12,83.88
2017-01-13,84.02
2017-01-17,85.58
2017-01-18,85.3
2017-01-19,85.0
2017-01-20,87.98
2017-01-23,87.35
2017-01-24,87.95
2017-01-25,87.9
2017-01-26,87.23
2017-01-27,86.85
2017-01-30,86.86
2017-01-31,87.66
2017-02-01,87.59
2017-02-02,88.35
2017-02-03,88.17
2017-02-06,87.78
2017-02-07,88.28
2017-02-08,88.34
2017-02-09,88.78
2017-02-10,88.73
2017-02-13,88.36
2017-02-14,88.22
2017-02-15,91.15
2017-02-16,91.12
2017-02-17,91.36
2017-02-21,91.8
2017-02-22,91.8
2017-02-23,91.8
2017-02-24,91.34
2017-02-27,90.91
2017-02-28,91.79
2017-03-01,91.89
2017-03-02,91.58
2017-03-03,90.82
2017-03-06,90.51
2017-03-07,90.49
2017-03-08,90.35
2017-03-09,90.49
2017-03-10,91.16
2017-03-13,91.49
2017-03-14,91.59
2017-03-15,91.78
2017-03-16,91.72
2017-03-17,92.0
2017-03-20,91.41
2017-03-21,91.75
2017-03-22,91.8
2017-03-23,91.46
2017-03-24,90.92
2017-03-27,90.72
2017-03-28,91.06
2017-03-29,90.87
2017-03-30,90.57
2017-03-31,90.34
2017-04-03,90.06
2017-04-04,89.96
2017-04-05,90.5
2017-04-06,89.81
2017-04-07,89.61
2017-04-10,89.68
2017-04-11,89.82
2017-04-12,90.42
2017-04-13,90.54
2017-04-17,90.59
2017-04-18,91.13
2017-04-19,90.45
2017-04-20,89.7
2017-04-21,89.28
2017-04-24,89.66
2017-04-25,90.25
2017-04-26,90.0
2017-04-27,88.24
2017-04-28,87.59
2017-05-01,87.6
2017-05-02,87.29
2017-05-03,86.63
2017-05-04,87.24
2017-05-05,86.61
2017-05-08,86.62
2017-05-09,86.82
2017-05-10,86.79
2017-05-11,86.63
2017-05-12,86.32
2017-05-15,86.71
2017-05-16,87.0
2017-05-17,86.63
2017-05-18,86.22
2017-05-19,86.38
2017-05-22,86.4
2017-05-23,86.54
2017-05-24,86.65
2017-05-25,86.98
2017-05-26,87.38
2017-05-30,87.61
2017-05-31,88.35
2017-06-01,88.14
2017-06-02,88.68
2017-06-05,88.76
2017-06-06,88.97
2017-06-07,88.89
2017-06-08,88.8
2017-06-09,88.21
2017-06-12,88.66
2017-06-13,88.4
2017-06-14,88.75
2017-06-15,89.62
2017-06-16,89.77
2017-06-19,89.86
2017-06-20,90.21
2017-06-21,89.95
2017-06-22,89.41
2017-06-23,89.8
2017-06-26,89.68
2017-06-27,89.3
2017-06-28,89.21
2017-06-29,88.22
2017-06-30,87.47
2017-07-03,88.0
2017-07-05,88.0
2017-07-06,87.95
2017-07-07,87.82
2017-07-10,87.87
2017-07-11,87.45
2017-07-12,87.46
2017-07-13,87.05
2017-07-14,87.28
2017-07-17,87.9
2017-07-18,88.76
2017-07-19,88.41
2017-07-20,89.31
2017-07-21,88.68
2017-07-24,88.6
2017-07-25,89.2
2017-07-26,89.42
2017-07-27,90.75
2017-07-28,91.0
2017-07-31,91.07
2017-08-01,91.73
2017-08-02,91.3
2017-08-03,91.75
2017-08-04,91.08
2017-08-07,91.56
2017-08-08,91.94
2017-08-09,91.94
2017-08-10,92.0
2017-08-11,92.08
2017-08-14,91.95
2017-08-15,92.36
2017-08-16,92.95
2017-08-17,92.67
2017-08-18,92.78
2017-08-21,92.96
2017-08-22,92.96
2017-08-23,92.66
2017-08-24,92.57
2017-08-25,92.86
2017-08-28,92.71
2017-08-29,92.69
2017-08-30,92.08
2017-08-31,92.39
2017-09-01,92.66
2017-09-05,92.74
2017-09-06,92.91
2017-09-07,93.36
2017-09-08,93.15
2017-09-11,94.19
2017-09-12,93.98
2017-09-13,93.77
2017-09-14,93.65
2017-09-15,93.82
2017-09-18,93.5
2017-09-19,94.45
2017-09-20,94.67
2017-09-21,94.5
2017-09-22,93.0
2017-09-25,93.09
2017-09-26,92.84
2017-09-27,92.52
2017-09-28,91.12
2017-09-29,91.43
2017-10-02,92.4
2017-10-03,92.34
2017-10-04,92.8
2017-10-05,92.65
2017-10-06,92.35
2017-10-09,92.62
2017-10-10,93.04
2017-10-11,91.73
2017-10-12,92.3
2017-10-13,93.51
2017-10-16,93.37
2017-10-17,93.09
2017-10-18,92.95
2017-10-19,91.99
2017-10-20,89.96
2017-10-23,88.86
2017-10-24,87.42
2017-10-25,87.11
2017-10-26,87.77
2017-10-27,87.53
2017-10-30,87.08
2017-10-31,86.5
2017-11-01,87.14
2017-11-02,87.04
2017-11-03,87.16
2017-11-06,86.64
2017-11-07,87.0
2017-11-08,87.6
2017-11-09,88.17
2017-11-10,88.39
2017-11-13,89.41
2017-11-14,89.04
2017-11-15,88.94
2017-11-16,89.9
2017-11-17,89.09
2017-11-20,88.56
2017-11-21,89.21
2017-11-22,88.91
2017-11-24,88.96
2017-11-27,89.1
2017-11-28,89.52
2017-11-29,89.81
2017-11-30,90.37
2017-12-01,90.53
2017-12-04,91.91
2017-12-05,91.84
2017-12-06,91.78
2017-12-07,91.06
2017-12-08,90.37
2017-12-11,90.33
2017-12-12,90.51
2017-12-13,91.41
2017-12-14,91.43
2017-12-15,92.27
2017-12-18,93.14
2017-12-19,92.13
2017-12-20,91.97
2017-12-21,92.08
2017-12-22,92.43
2017-12-26,92.77
2017-12-27,92.75
2017-12-28,92.54
2017-12-29,92.46
