time_captured,AXP_Open
2006-06-27,52.96
2006-06-28,52.5
2006-06-29,52.43
2006-06-30,54.0
2006-07-03,53.24
2006-07-05,53.05
2006-07-06,52.55
2006-07-07,52.5
2006-07-10,52.2
2006-07-11,52.11
2006-07-12,52.54
2006-07-13,51.98
2006-07-14,51.15
2006-07-17,51.4
2006-07-18,51.2
2006-07-19,51.2
2006-07-20,51.95
2006-07-21,51.74
2006-07-24,51.0
2006-07-25,51.65
2006-07-26,50.9
2006-07-27,51.95
2006-07-28,51.75
2006-07-31,51.9
2006-08-01,51.92
2006-08-02,52.0
2006-08-03,51.4
2006-08-04,52.38
2006-08-07,51.97
2006-08-08,52.3
2006-08-09,52.32
2006-08-10,52.06
2006-08-11,51.65
2006-08-14,52.15
2006-08-15,52.42
2006-08-16,52.81
2006-08-17,53.03
2006-08-18,53.53
2006-08-21,53.26
2006-08-22,53.1
2006-08-23,53.0
2006-08-24,53.22
2006-08-25,53.0
2006-08-28,52.83
2006-08-29,53.0
2006-08-30,52.68
2006-08-31,52.3
2006-09-01,52.56
2006-09-05,52.15
2006-09-06,52.4
2006-09-07,52.08
2006-09-08,51.51
