time_captured,JNJ_Volume
2011-01-13,9489675
2011-01-14,11274671
2011-01-18,13945093
2011-01-19,9596665
2011-01-20,11523475
2011-01-21,12934647
2011-01-24,11381800
2011-01-25,28056616
2011-01-26,20266890
2011-01-27,11223895
2011-01-28,15299870
2011-01-31,19056202
2011-02-01,14780437
2011-02-02,9994273
2011-02-03,10084786
2011-02-04,9726231
2011-02-07,8219961
2011-02-08,7867877
2011-02-09,8542052
2011-02-10,8636022
2011-02-11,9631213
2011-02-14,8132455
2011-02-15,8573114
2011-02-16,9426478
2011-02-17,7141324
2011-02-18,12393022
2011-02-22,11050789
2011-02-23,12100835
2011-02-24,11769119
2011-02-25,11866055
2011-02-28,20033534
2011-03-01,14035900
2011-03-02,10264568
2011-03-03,7803156
2011-03-04,11439484
2011-03-07,9589472
2011-03-08,8886859
2011-03-09,10077377
2011-03-10,14858294
2011-03-11,10432147
2011-03-14,11789664
2011-03-15,16030758
2011-03-16,17015254
2011-03-17,12460199
2011-03-18,14391027
2011-03-21,10694382
2011-03-22,10157961
2011-03-23,9901520
2011-03-24,8659330
2011-03-25,8084807
2011-03-28,8384615
2011-03-29,9285938
2011-03-30,10749320
2011-03-31,9693358
2011-04-01,9915912
2011-04-04,9421856
2011-04-05,10603662
2011-04-06,10012202
2011-04-07,9243687
2011-04-08,7860002
2011-04-11,9848034
2011-04-12,9223552
2011-04-13,10514570
2011-04-14,10431417
2011-04-15,18614109
2011-04-18,20044144
2011-04-19,26099993
2011-04-20,26743929
2011-04-21,11697838
2011-04-25,7228457
2011-04-26,14538468
2011-04-27,23779656
2011-04-28,13095488
2011-04-29,12103921
2011-05-02,15462794
2011-05-03,13107192
2011-05-04,13421578
2011-05-05,14936441
2011-05-06,11912078
2011-05-09,9006137
2011-05-10,9696774
2011-05-11,19995097
2011-05-12,15635459
2011-05-13,11707031
2011-05-16,11500178
2011-05-17,10794833
2011-05-18,9024367
2011-05-19,9694203
2011-05-20,12371516
2011-05-23,12025786
2011-05-24,11018110
2011-05-25,14769112
2011-05-26,12053778
2011-05-27,16386011
2011-05-31,16473802
2011-06-01,11004473
2011-06-02,9582863
2011-06-03,10364871
2011-06-06,8391717
2011-06-07,10451782
2011-06-08,10020753
2011-06-09,14054443
2011-06-10,9313229
2011-06-13,8146197
2011-06-14,11389026
2011-06-15,12623799
2011-06-16,11684461
2011-06-17,14358445
2011-06-20,9309228
2011-06-21,9811446
2011-06-22,7993546
2011-06-23,16234706
2011-06-24,13186164
2011-06-27,7204390
2011-06-28,7724523
2011-06-29,9227170
2011-06-30,9747137
2011-07-01,9216896
2011-07-05,9773302
2011-07-06,7100325
2011-07-07,8415172
2011-07-08,7866185
2011-07-11,8918964
2011-07-12,10528800
2011-07-13,9031662
2011-07-14,9637732
2011-07-15,10245582
2011-07-18,10364302
2011-07-19,13677455
2011-07-20,8912529
2011-07-21,11398105
2011-07-22,7721253
2011-07-25,10252263
2011-07-26,10008539
2011-07-27,12812048
2011-07-28,9920365
2011-07-29,16830733
2011-08-01,15843697
2011-08-02,17118226
2011-08-03,17660338
2011-08-04,23485634
2011-08-05,24037803
2011-08-08,45118393
2011-08-09,36288248
2011-08-10,32689689
2011-08-11,33514398
2011-08-12,42325937
2011-08-15,39362342
2011-08-16,13142070
2011-08-17,11847502
2011-08-18,23376866
2011-08-19,19395030
2011-08-22,13690466
2011-08-23,14879474
2011-08-24,14523841
2011-08-25,13142648
2011-08-26,14150547
2011-08-29,12868072
2011-08-30,11182942
2011-08-31,14555278
2011-09-01,11141017
2011-09-02,13713987
2011-09-06,15848203
2011-09-07,10768147
2011-09-08,15553157
2011-09-09,17008157
2011-09-12,13448671
2011-09-13,11595863
2011-09-14,13429403
2011-09-15,10625716
2011-09-16,15688745
2011-09-19,8571705
2011-09-20,10874749
2011-09-21,10042114
2011-09-22,19456859
2011-09-23,10983681
2011-09-26,10562206
2011-09-27,13118567
2011-09-28,8964194
2011-09-29,8923222
2011-09-30,14557427
2011-10-03,16891181
2011-10-04,18192294
2011-10-05,15405649
2011-10-06,9595350
2011-10-07,12361771
2011-10-10,7107065
2011-10-11,7628642
2011-10-12,9375006
2011-10-13,7781041
2011-10-14,6679202
2011-10-17,10799691
2011-10-18,11705369
2011-10-19,19964736
2011-10-20,11562590
2011-10-21,13176442
2011-10-24,12552753
2011-10-25,10324791
2011-10-26,9932060
2011-10-27,16451497
2011-10-28,10390794
2011-10-31,13720903
2011-11-01,14754304
2011-11-02,10136496
2011-11-03,10465976
2011-11-04,9725899
2011-11-07,8784118
2011-11-08,7989475
2011-11-09,11072513
2011-11-10,7597408
2011-11-11,9086769
2011-11-14,8276241
2011-11-15,10726338
2011-11-16,8398077
2011-11-17,13924632
2011-11-18,12659693
2011-11-21,32806842
2011-11-22,8681442
2011-11-23,10362723
2011-11-25,5838797
2011-11-28,11677991
2011-11-29,8929673
2011-11-30,15032551
2011-12-01,9852657
2011-12-02,15792806
2011-12-05,15294467
2011-12-06,10417871
2011-12-07,11505958
2011-12-08,9567644
2011-12-09,8835744
2011-12-12,10810278
2011-12-13,14219169
2011-12-14,9802321
2011-12-15,9656687
2011-12-16,19214256
2011-12-19,9024818
2011-12-20,12247653
2011-12-21,8518210
2011-12-22,7428114
2011-12-23,6503411
2011-12-27,4995176
2011-12-28,5943922
2011-12-29,5702392
2011-12-30,4959865
2012-01-03,16116290
2012-01-04,9243025
2012-01-05,11886826
2012-01-06,15359839
2012-01-09,7934621
2012-01-10,8476934
2012-01-11,6784550
2012-01-12,7402895
2012-01-13,8978745
2012-01-17,8359883
2012-01-18,8095696
2012-01-19,11699741
2012-01-20,14715438
2012-01-23,10125026
2012-01-24,12367858
2012-01-25,10533021
2012-01-26,12546132
2012-01-27,10469692
2012-01-30,7487109
2012-01-31,13568315
2012-02-01,12276420
2012-02-02,8282498
2012-02-03,9036455
2012-02-06,9535688
2012-02-07,9248062
2012-02-08,6889358
2012-02-09,10936186
2012-02-10,13954803
2012-02-13,9662437
2012-02-14,8978588
2012-02-15,9023376
2012-02-16,8194493
2012-02-17,9057483
2012-02-21,8083421
2012-02-22,8151430
2012-02-23,8995376
2012-02-24,10478532
2012-02-27,8522935
2012-02-28,11581419
2012-02-29,11490055
2012-03-01,8813804
2012-03-02,6063903
2012-03-05,7603632
2012-03-06,9511003
2012-03-07,8591783
2012-03-08,11311176
2012-03-09,8410903
2012-03-12,7284622
2012-03-13,9884040
2012-03-14,9612125
2012-03-15,11375346
2012-03-16,17707139
2012-03-19,7321718
2012-03-20,7760524
2012-03-21,7839558
2012-03-22,10621204
2012-03-23,8062435
2012-03-26,8504151
2012-03-27,10723717
2012-03-28,10305555
2012-03-29,9553285
2012-03-30,11308445
2012-04-02,8785901
2012-04-03,9128402
2012-04-04,9432229
2012-04-05,7922631
2012-04-09,6363359
2012-04-10,12793985
2012-04-11,10434100
2012-04-12,13122221
2012-04-13,11226567
2012-04-16,10503199
2012-04-17,18322883
2012-04-18,20568315
2012-04-19,15189095
2012-04-20,14320669
2012-04-23,10122222
2012-04-24,9023247
2012-04-25,11162751
2012-04-26,9139768
2012-04-27,9876285
2012-04-30,11362495
2012-05-01,10108376
2012-05-02,8349654
2012-05-03,10433086
2012-05-04,10303267
2012-05-07,8387726
2012-05-08,12492582
2012-05-09,10653195
2012-05-10,7702056
2012-05-11,37824533
2012-05-14,39687977
2012-05-15,8499912
2012-05-16,10019001
2012-05-17,7993866
2012-05-18,13781389
2012-05-21,8786065
2012-05-22,8411289
2012-05-23,11269054
2012-05-24,9309382
2012-05-25,11208553
2012-05-29,10091745
2012-05-30,9415119
2012-05-31,13299815
2012-06-01,12063687
2012-06-04,9203937
2012-06-05,9524501
2012-06-06,11565961
2012-06-07,12959963
2012-06-08,11249675
2012-06-11,12226335
2012-06-12,26655372
2012-06-13,98440198
2012-06-14,34315433
2012-06-15,25992729
2012-06-18,25751222
2012-06-19,23615303
2012-06-20,21254955
2012-06-21,24545768
2012-06-22,18971433
2012-06-25,13734486
2012-06-26,11099918
2012-06-27,17594405
2012-06-28,12110891
2012-06-29,18285993
2012-07-02,12553306
2012-07-03,8902338
2012-07-05,11857715
2012-07-06,9757958
2012-07-09,12485897
2012-07-10,12852245
2012-07-11,12026003
2012-07-12,16484176
2012-07-13,13239176
2012-07-16,12921696
2012-07-17,24203994
2012-07-18,15620267
2012-07-19,13499518
2012-07-20,13965428
2012-07-23,11772002
2012-07-24,12146661
2012-07-25,9882161
2012-07-26,16477663
2012-07-27,14015967
2012-07-30,8379815
2012-07-31,10313943
2012-08-01,11681665
2012-08-02,13536193
2012-08-03,10898717
2012-08-06,8723756
2012-08-07,11268373
2012-08-08,6573160
2012-08-09,7764362
2012-08-10,7645012
2012-08-13,7199166
2012-08-14,8218063
2012-08-15,9349067
2012-08-16,13518440
2012-08-17,11999974
2012-08-20,12645253
2012-08-21,9544814
2012-08-22,8230885
2012-08-23,9064092
2012-08-24,11297425
2012-08-27,8761340
2012-08-28,6750725
2012-08-29,9609412
2012-08-30,9672953
2012-08-31,10152058
2012-09-04,8402642
2012-09-05,9266261
2012-09-06,13075458
2012-09-07,8403379
2012-09-10,11441918
2012-09-11,8822632
2012-09-12,8230629
2012-09-13,13006345
2012-09-14,13027702
2012-09-17,11584028
2012-09-18,8063082
2012-09-19,9911281
2012-09-20,8704582
2012-09-21,19076616
2012-09-24,9082404
2012-09-25,11625484
2012-09-26,9971862
2012-09-27,8253153
2012-09-28,10293525
2012-10-01,9649497
2012-10-02,10062669
2012-10-03,8560579
2012-10-04,9397590
2012-10-05,9429835
2012-10-08,6447530
2012-10-09,15365897
2012-10-10,10710868
2012-10-11,9505526
2012-10-12,8685539
2012-10-15,14869847
2012-10-16,13689960
2012-10-17,26522960
2012-10-18,33591058
2012-10-19,18391113
2012-10-22,14033469
2012-10-23,11086192
2012-10-24,8571972
2012-10-25,9673169
2012-10-26,8965190
2012-10-31,9950511
2012-11-01,11226550
2012-11-02,7946639
2012-11-05,6874426
2012-11-06,7927454
2012-11-07,12719676
2012-11-08,12655586
2012-11-09,10511681
2012-11-12,9762068
2012-11-13,8244865
2012-11-14,10471849
2012-11-15,11804602
2012-11-16,14272346
2012-11-19,12337384
2012-11-20,9859579
2012-11-21,7640296
2012-11-23,5450045
2012-11-26,9886495
2012-11-27,8763305
2012-11-28,9983230
2012-11-29,9849162
2012-11-30,13482853
2012-12-03,9930689
2012-12-04,14278003
2012-12-05,11037053
2012-12-06,9459120
2012-12-07,10021271
2012-12-10,9700330
2012-12-11,14934575
2012-12-12,11783256
2012-12-13,8839643
2012-12-14,10263540
2012-12-17,14324436
2012-12-18,16354131
2012-12-19,11865800
2012-12-20,11775935
2012-12-21,22154453
2012-12-24,5006415
2012-12-26,7737247
2012-12-27,10700303
2012-12-28,9693676
2012-12-31,12771266
2013-01-02,12875582
2013-01-03,9598228
2013-01-04,11634731
2013-01-07,7548751
2013-01-08,9830721
2013-01-09,7673216
2013-01-10,11891155
2013-01-11,7766724
2013-01-14,7385928
2013-01-15,7795015
2013-01-16,8780055
2013-01-17,10573077
2013-01-18,13564396
2013-01-22,11471537
2013-01-23,10155089
2013-01-24,9369713
2013-01-25,10421557
2013-01-28,9420940
2013-01-29,12390703
2013-01-30,9246397
2013-01-31,10452547
2013-02-01,10019482
2013-02-04,9200667
2013-02-05,10230794
2013-02-06,12083995
2013-02-07,9798177
2013-02-08,8153554
2013-02-11,5697146
2013-02-12,7598878
2013-02-13,8014888
2013-02-14,9681846
2013-02-15,10529175
2013-02-19,9747837
2013-02-20,7857956
2013-02-21,9465751
2013-02-22,8573799
2013-02-25,10603690
2013-02-26,10743510
2013-02-27,8180984
2013-02-28,11810994
2013-03-01,9528747
2013-03-04,12628151
2013-03-05,9399329
2013-03-06,8536851
2013-03-07,7996589
2013-03-08,8555429
2013-03-11,8807527
2013-03-12,8790845
2013-03-13,7987068
2013-03-14,10150106
2013-03-15,18302441
2013-03-18,8005857
2013-03-19,7095710
2013-03-20,8001282
2013-03-21,8436540
2013-03-22,6878401
2013-03-25,9616509
2013-03-26,12683054
2013-03-27,10703798
2013-03-28,11335093
2013-04-01,7379930
2013-04-02,10343271
2013-04-03,12256404
2013-04-04,10303575
2013-04-05,8581618
2013-04-08,15833564
2013-04-09,9112685
2013-04-10,7583115
2013-04-11,9882969
2013-04-12,6989079
2013-04-15,12385815
2013-04-16,12620569
2013-04-17,13695585
2013-04-18,9921415
2013-04-19,10787943
2013-04-22,6989805
2013-04-23,8987297
2013-04-24,9481742
2013-04-25,8689508
2013-04-26,6785901
2013-04-29,8039981
2013-04-30,12102081
2013-05-01,12313701
2013-05-02,8670010
2013-05-03,9216677
2013-05-06,8815951
2013-05-07,9064264
2013-05-08,8044549
2013-05-09,8342217
2013-05-10,7595332
2013-05-13,6631530
2013-05-14,10363203
2013-05-15,13445477
2013-05-16,9441996
2013-05-17,11439498
2013-05-20,7235972
2013-05-21,10099587
2013-05-22,13827735
2013-05-23,14446889
2013-05-24,10390046
2013-05-28,8380624
2013-05-29,11872285
2013-05-30,7801107
2013-05-31,13306174
2013-06-03,11770698
2013-06-04,9972061
2013-06-05,9839006
2013-06-06,10671700
2013-06-07,8908932
2013-06-10,8477075
2013-06-11,8948041
2013-06-12,8413294
2013-06-13,8573402
2013-06-14,6349444
2013-06-17,8429068
2013-06-18,7234317
2013-06-19,8288594
2013-06-20,15173932
2013-06-21,20718887
2013-06-24,14777598
2013-06-25,11241286
2013-06-26,11966641
2013-06-27,8890595
2013-06-28,11898240
2013-07-01,9906010
2013-07-02,8573755
2013-07-03,3608615
2013-07-05,5403977
2013-07-08,12051769
2013-07-09,9349609
2013-07-10,7068374
2013-07-11,8941310
2013-07-12,7592885
2013-07-15,13344861
2013-07-16,11413015
2013-07-17,12835591
2013-07-18,8329813
2013-07-19,12506566
2013-07-22,9916889
2013-07-23,8467942
2013-07-24,6846208
2013-07-25,7369026
2013-07-26,8664440
2013-07-29,7926934
2013-07-30,8863157
2013-07-31,11365794
2013-08-01,11098955
2013-08-02,8503225
2013-08-05,7192620
2013-08-06,6415151
2013-08-07,9060926
2013-08-08,11090305
2013-08-09,12135904
2013-08-12,11013016
2013-08-13,10099808
2013-08-14,12718622
2013-08-15,12017159
2013-08-16,14100923
2013-08-19,8687032
2013-08-20,8559168
2013-08-21,7941050
2013-08-22,7192152
2013-08-23,7714990
2013-08-26,6724482
2013-08-27,9941186
2013-08-28,8829179
2013-08-29,5769149
2013-08-30,7471672
2013-09-03,7591412
2013-09-04,8462549
2013-09-05,5656291
2013-09-06,10038552
2013-09-09,6824403
2013-09-10,8659086
2013-09-11,8092129
2013-09-12,7939042
2013-09-13,7738679
2013-09-16,7581044
2013-09-17,6292199
2013-09-18,10116234
2013-09-19,6676235
2013-09-20,14724337
2013-09-23,7376743
2013-09-24,7797489
2013-09-25,7494052
2013-09-26,6400581
2013-09-27,5462520
2013-09-30,7971541
2013-10-01,6320028
2013-10-02,6383573
2013-10-03,7731645
2013-10-04,6053847
2013-10-07,5705238
2013-10-08,8672305
2013-10-09,8015121
2013-10-10,8649144
2013-10-11,8449844
2013-10-14,9198573
2013-10-15,11032666
2013-10-16,8116016
2013-10-17,8575026
2013-10-18,9082602
2013-10-21,6940710
2013-10-22,9645197
2013-10-23,6452085
2013-10-24,5254262
2013-10-25,6080485
2013-10-28,6550970
2013-10-29,6097163
2013-10-30,6298491
2013-10-31,7774133
2013-11-01,6840971
2013-11-04,6862730
2013-11-05,5357054
2013-11-06,5301288
2013-11-07,6123007
2013-11-08,7230331
2013-11-11,4723327
2013-11-12,7643136
2013-11-13,8954791
2013-11-14,7045942
2013-11-15,7068584
2013-11-18,8491988
2013-11-19,6624211
2013-11-20,7085659
2013-11-21,6897627
2013-11-22,6462244
2013-11-25,6375396
2013-11-26,7267610
2013-11-27,4603769
2013-11-29,4106795
2013-12-02,5828580
2013-12-03,9065252
2013-12-04,6218496
2013-12-05,8667604
2013-12-06,7280472
2013-12-09,6974541
2013-12-10,7576606
2013-12-11,9424296
2013-12-12,12285664
2013-12-13,7909466
2013-12-16,6623019
2013-12-17,8793968
2013-12-18,9692564
2013-12-19,7339601
2013-12-20,11264971
2013-12-23,5320255
2013-12-24,3147331
2013-12-26,3459501
2013-12-27,3511614
2013-12-30,4370142
2013-12-31,6348274
2014-01-02,5921167
2014-01-03,5637762
2014-01-06,7467811
2014-01-07,11089742
2014-01-08,9097188
2014-01-09,7952774
2014-01-10,6700178
2014-01-13,9594869
2014-01-14,7567457
2014-01-15,7423588
2014-01-16,8401397
2014-01-17,13815121
2014-01-21,16368694
2014-01-22,8897354
2014-01-23,9322328
2014-01-24,10661597
2014-01-27,8692336
2014-01-28,8279490
2014-01-29,11168264
2014-01-30,6876827
2014-01-31,12198893
2014-02-03,13950813
2014-02-04,11438774
2014-02-05,10678430
2014-02-06,10038015
2014-02-07,9526254
2014-02-10,8080445
2014-02-11,11581143
2014-02-12,7699343
2014-02-13,5926351
2014-02-14,5524615
2014-02-18,6935397
2014-02-19,7693621
2014-02-20,8160140
2014-02-21,7381439
2014-02-24,8407203
2014-02-25,6387063
2014-02-26,6334213
2014-02-27,7040593
2014-02-28,9644505
2014-03-03,7506786
2014-03-04,8796989
2014-03-05,6843672
2014-03-06,7718786
2014-03-07,6792275
2014-03-10,4880978
2014-03-11,5837194
2014-03-12,6159381
2014-03-13,7659366
2014-03-14,7337843
2014-03-17,5876845
2014-03-18,5891904
2014-03-19,5937603
2014-03-20,5727520
2014-03-21,24005402
2014-03-24,13949809
2014-03-25,14167327
2014-03-26,11215165
2014-03-27,8694613
2014-03-28,8815993
2014-03-31,7545682
2014-04-01,7068696
2014-04-02,7995623
2014-04-03,5476117
2014-04-04,10310236
2014-04-07,11410399
2014-04-08,9601881
2014-04-09,8921922
2014-04-10,9668076
2014-04-11,8711166
2014-04-14,8617844
2014-04-15,14005235
2014-04-16,11308070
2014-04-17,9153584
2014-04-21,7032062
2014-04-22,7937911
2014-04-23,5880223
2014-04-24,6154027
2014-04-25,5897880
2014-04-28,8793329
2014-04-29,7811264
2014-04-30,8519913
2014-05-01,6590499
2014-05-02,8744242
2014-05-05,5438240
2014-05-06,5795969
2014-05-07,8720814
2014-05-08,5668825
2014-05-09,5691707
2014-05-12,7437341
2014-05-13,6183174
2014-05-14,4187810
2014-05-15,7011935
2014-05-16,6517090
2014-05-19,6997400
2014-05-20,5438763
2014-05-21,5302472
2014-05-22,5124957
2014-05-23,5276064
2014-05-27,4524361
2014-05-28,4353776
2014-05-29,3685692
2014-05-30,5972931
2014-06-02,5852618
2014-06-03,6683665
2014-06-04,5608597
2014-06-05,4731051
2014-06-06,4625104
2014-06-09,3748814
2014-06-10,5797720
2014-06-11,5960610
2014-06-12,5935011
2014-06-13,4302188
2014-06-16,5645516
2014-06-17,4835591
2014-06-18,5449119
2014-06-19,5481511
2014-06-20,12464629
2014-06-23,6066848
2014-06-24,5915291
2014-06-25,6411062
2014-06-26,5106917
2014-06-27,6462995
2014-06-30,6944226
2014-07-01,5133942
2014-07-02,3764939
2014-07-03,4199082
2014-07-07,7018503
2014-07-08,6268373
2014-07-09,5721371
2014-07-10,4955123
2014-07-11,5464127
2014-07-14,7786696
2014-07-15,14224802
2014-07-16,11947879
2014-07-17,11226538
2014-07-18,8408731
2014-07-21,6386413
2014-07-22,6554213
2014-07-23,4815975
2014-07-24,5177227
2014-07-25,3952062
2014-07-28,4634905
2014-07-29,6058738
2014-07-30,5995785
2014-07-31,9142218
2014-08-01,8610725
2014-08-04,6790846
2014-08-05,6230883
2014-08-06,7412322
2014-08-07,7417911
2014-08-08,5619629
2014-08-11,5706553
2014-08-12,4577733
2014-08-13,4563748
2014-08-14,5239445
2014-08-15,6986145
2014-08-18,5981073
2014-08-19,5670017
2014-08-20,5183142
2014-08-21,8357633
2014-08-22,5076573
2014-08-25,3678216
2014-08-26,3512447
2014-08-27,4786441
2014-08-28,3485694
2014-08-29,5287778
2014-09-02,4644820
2014-09-03,4725840
2014-09-04,6147742
2014-09-05,5750803
2014-09-08,4900319
2014-09-09,6006566
2014-09-10,7406861
2014-09-11,4835853
2014-09-12,5931020
2014-09-15,4525564
2014-09-16,6081537
2014-09-17,6627848
2014-09-18,6628840
2014-09-19,13033621
2014-09-22,5790392
2014-09-23,8108322
2014-09-24,5892456
2014-09-25,5691811
2014-09-26,4467569
2014-09-29,6581602
2014-09-30,6822524
2014-10-01,12267373
2014-10-02,7566157
2014-10-03,6856127
2014-10-06,5016549
2014-10-07,8409384
2014-10-08,8336957
2014-10-09,10677257
2014-10-10,9988521
2014-10-13,10341254
2014-10-14,20808277
2014-10-15,21905946
2014-10-16,14575531
2014-10-17,12281405
2014-10-20,7991982
2014-10-21,7288282
2014-10-22,9364649
2014-10-23,7570675
2014-10-24,5973242
2014-10-27,7044535
2014-10-28,10347753
2014-10-29,8188368
2014-10-30,9068343
2014-10-31,10803709
2014-11-03,7084618
2014-11-04,9349214
2014-11-05,6966795
2014-11-06,6200277
2014-11-07,6652571
2014-11-10,7573288
2014-11-11,6229047
2014-11-12,4895939
2014-11-13,4859955
2014-11-14,5650746
2014-11-17,5232983
2014-11-18,5407151
2014-11-19,5217829
2014-11-20,8090667
2014-11-21,8417378
2014-11-24,9097994
2014-11-25,7367894
2014-11-26,5503702
2014-11-28,5881239
2014-12-01,5638779
2014-12-02,6184380
2014-12-03,8957411
2014-12-04,6813598
2014-12-05,6449739
2014-12-08,6500735
2014-12-09,7214300
2014-12-10,9416414
2014-12-11,7114640
2014-12-12,8334704
2014-12-15,12110559
2014-12-16,10212440
2014-12-17,10207637
2014-12-18,11756825
2014-12-19,19154418
2014-12-22,8124539
2014-12-23,10181076
2014-12-24,3420184
2014-12-26,2951001
2014-12-29,4273424
2014-12-30,4371735
2014-12-31,6202118
2015-01-02,5756961
2015-01-05,8079279
2015-01-06,7428022
2015-01-07,7931714
2015-01-08,9925854
2015-01-09,7364760
2015-01-12,6838966
2015-01-13,10155188
2015-01-14,8887694
2015-01-15,10834811
2015-01-16,14092276
2015-01-20,20467800
2015-01-21,11702890
2015-01-22,9036608
2015-01-23,10125960
2015-01-26,8962787
2015-01-27,10160531
2015-01-28,9053222
2015-01-29,7569330
2015-01-30,10676345
2015-02-02,8990701
2015-02-03,10005207
2015-02-04,9514074
2015-02-05,6642224
2015-02-06,9215663
2015-02-09,9851745
2015-02-10,12275450
2015-02-11,8177011
2015-02-12,25835156
2015-02-13,11153595
2015-02-17,8627082
2015-02-18,7878157
2015-02-19,10028180
2015-02-20,10085673
2015-02-23,6878246
2015-02-24,6588073
2015-02-25,9683963
2015-02-26,11437890
2015-02-27,8500014
2015-03-02,7277612
2015-03-03,6419659
2015-03-04,8665474
2015-03-05,8042336
2015-03-06,9287621
2015-03-09,5701061
2015-03-10,8735743
2015-03-11,9138141
2015-03-12,8317996
2015-03-13,7821813
2015-03-16,7726509
2015-03-17,7301526
2015-03-18,7972458
2015-03-19,6863107
2015-03-20,12433761
2015-03-23,9015961
2015-03-24,8390708
2015-03-25,8444099
2015-03-26,9972373
2015-03-27,5847382
2015-03-30,6061170
2015-03-31,8027954
2015-04-01,11368126
2015-04-02,6097146
2015-04-06,9697623
2015-04-07,7900303
2015-04-08,7354110
2015-04-09,8073887
2015-04-10,6786456
2015-04-13,10753497
2015-04-14,9322175
2015-04-15,8237103
2015-04-16,7324783
2015-04-17,11084248
2015-04-20,6668541
2015-04-21,6532698
2015-04-22,4764283
2015-04-23,7351494
2015-04-24,6566915
2015-04-27,9113861
2015-04-28,7484612
2015-04-29,8926249
2015-04-30,10170628
2015-05-01,6255973
2015-05-04,5532387
2015-05-05,8828129
2015-05-06,8030769
2015-05-07,6401552
2015-05-08,7508622
2015-05-11,5698884
2015-05-12,6903070
2015-05-13,5826750
2015-05-14,5454009
2015-05-15,6023543
2015-05-18,10479584
2015-05-19,7724081
2015-05-20,7146547
2015-05-21,6875627
2015-05-22,6216965
2015-05-26,7918872
2015-05-27,9297934
2015-05-28,5700051
2015-05-29,9957798
2015-06-01,7298085
2015-06-02,8312446
2015-06-03,5375153
2015-06-04,8057860
2015-06-05,7557268
2015-06-08,7054613
2015-06-09,7844315
2015-06-10,10025139
2015-06-11,6175188
2015-06-12,8717217
2015-06-15,6833452
2015-06-16,6049522
2015-06-17,6155753
2015-06-18,8815756
2015-06-19,11653584
2015-06-22,5055871
2015-06-23,6046627
2015-06-24,7254699
2015-06-25,6581098
2015-06-26,9041052
2015-06-29,11150902
2015-06-30,8967911
2015-07-01,6726694
2015-07-02,6091886
2015-07-06,6817796
2015-07-07,7122569
2015-07-08,6845543
2015-07-09,7316390
2015-07-10,6969285
2015-07-13,6986321
2015-07-14,9890556
2015-07-15,7990325
2015-07-16,5774981
2015-07-17,8054183
2015-07-20,5016152
2015-07-21,5891640
2015-07-22,6721856
2015-07-23,5016148
2015-07-24,6524173
2015-07-27,8733993
2015-07-28,7757505
2015-07-29,7853488
2015-07-30,5517401
2015-07-31,6216815
2015-08-03,6172519
2015-08-04,6005340
2015-08-05,4571280
2015-08-06,6987963
2015-08-07,6027855
2015-08-10,6133458
2015-08-11,6682636
2015-08-12,7607491
2015-08-13,5047960
2015-08-14,5177310
2015-08-17,6901809
2015-08-18,7618826
2015-08-19,7642360
2015-08-20,10612704
2015-08-21,16097575
2015-08-24,25351034
2015-08-25,15448939
2015-08-26,14693512
2015-08-27,10990775
2015-08-28,9185455
2015-08-31,9067629
2015-09-01,14562671
2015-09-02,11476557
2015-09-03,8937449
2015-09-04,10970218
2015-09-08,11288820
2015-09-09,7325238
2015-09-10,8317580
2015-09-11,7365544
2015-09-14,7942983
2015-09-15,7012677
2015-09-16,5623499
2015-09-17,8077474
2015-09-18,14147034
2015-09-21,7034395
2015-09-22,10613948
2015-09-23,5597309
2015-09-24,7309674
2015-09-25,10763981
2015-09-28,14261475
2015-09-29,11427343
2015-09-30,10878014
2015-10-01,9649332
2015-10-02,8289715
2015-10-05,9332305
2015-10-06,8273903
2015-10-07,9412395
2015-10-08,7085761
2015-10-09,8219504
2015-10-12,8904221
2015-10-13,12742333
2015-10-14,8875972
2015-10-15,9463381
2015-10-16,9143012
2015-10-19,8607332
2015-10-20,6028079
2015-10-21,7059781
2015-10-22,9870468
2015-10-23,9147005
2015-10-26,7560337
2015-10-27,8810124
2015-10-28,7248768
2015-10-29,6158058
2015-10-30,10436628
2015-11-02,6281289
2015-11-03,6189310
2015-11-04,5587363
2015-11-05,6544187
2015-11-06,6220838
2015-11-09,6606622
2015-11-10,5079106
2015-11-11,6278059
2015-11-12,6866401
2015-11-13,8403087
2015-11-16,5753884
2015-11-17,5120082
2015-11-18,7122425
2015-11-19,5160854
2015-11-20,7595381
2015-11-23,6717760
2015-11-24,7492303
2015-11-25,5401491
2015-11-27,2353779
2015-11-30,8557692
2015-12-01,7545697
2015-12-02,6623373
2015-12-03,12008737
2015-12-04,7845387
2015-12-07,7262911
2015-12-08,8005368
2015-12-09,7947010
2015-12-10,6479272
2015-12-11,7796547
2015-12-14,10608346
2015-12-15,9283193
2015-12-16,8178826
2015-12-17,8740832
2015-12-18,14966025
2015-12-21,8321937
2015-12-22,5581632
2015-12-23,5531671
2015-12-24,2546278
2015-12-28,4062986
2015-12-29,4229973
2015-12-30,3847819
2015-12-31,4592603
2016-01-04,12676541
2016-01-05,6467235
2016-01-06,7733825
2016-01-07,9433097
2016-01-08,9766711
2016-01-11,8151427
2016-01-12,6745013
2016-01-13,8208470
2016-01-14,10133303
2016-01-15,12584636
2016-01-19,12309624
2016-01-20,12655460
2016-01-21,11264350
2016-01-22,8373755
2016-01-25,9298072
2016-01-26,17230721
2016-01-27,19213565
2016-01-28,12786777
2016-01-29,15389669
2016-02-01,9794169
2016-02-02,10552953
