time_captured,GOOGL_Open
2011-01-06,305.65
2011-01-07,308.26
2011-01-10,307.71
2011-01-11,309.16
2011-01-12,309.98
2011-01-13,308.79
2011-01-14,309.01
2011-01-18,313.34
2011-01-19,321.38
2011-01-20,316.42
2011-01-21,320.11
2011-01-24,304.09
2011-01-25,304.4
2011-01-26,310.48
2011-01-27,309.25
2011-01-28,309.84
2011-01-31,302.1
2011-02-01,302.55
2011-02-02,305.81
2011-02-03,305.04
2011-02-04,305.38
2011-02-07,305.38
2011-02-08,307.77
2011-02-09,308.74
2011-02-10,307.26
2011-02-11,307.2
2011-02-14,311.98
2011-02-15,313.97
2011-02-16,313.13
2011-02-17,310.94
2011-02-18,313.31
2011-02-22,310.33
2011-02-23,305.47
2011-02-24,306.0
2011-02-25,306.24
2011-02-28,305.3
2011-03-01,309.2
2011-03-02,300.2
2011-03-03,303.49
2011-03-04,304.47
2011-03-07,300.58
2011-03-08,296.76
2011-03-09,295.8
2011-03-10,293.01
2011-03-11,289.4
2011-03-14,286.69
2011-03-15,279.03
2011-03-16,284.29
2011-03-17,282.52
2011-03-18,282.6
2011-03-21,285.4
2011-03-22,288.92
2011-03-23,287.88
2011-03-24,293.01
2011-03-25,293.73
2011-03-28,291.33
2011-03-29,288.29
2011-03-30,292.48
2011-03-31,291.79
2011-04-01,294.67
2011-04-04,296.8
2011-04-05,290.83
2011-04-06,286.38
2011-04-07,288.15
2011-04-08,292.74
2011-04-11,288.39
2011-04-12,287.79
2011-04-13,288.04
2011-04-14,287.88
2011-04-15,272.92
2011-04-18,263.47
2011-04-19,265.24
2011-04-20,263.21
2011-04-21,264.01
2011-04-25,262.89
2011-04-26,263.52
2011-04-27,269.27
2011-04-28,269.3
2011-04-29,270.27
2011-05-02,273.12
2011-05-03,268.83
2011-05-04,267.85
2011-05-05,267.2
2011-05-06,269.34
2011-05-09,267.77
2011-05-10,270.27
2011-05-11,270.34
2011-05-12,267.89
2011-05-13,267.57
2011-05-16,263.42
2011-05-17,257.97
2011-05-18,265.03
2011-05-19,266.63
2011-05-20,266.17
2011-05-23,258.56
2011-05-24,260.44
2011-05-25,258.92
2011-05-26,259.11
2011-05-27,259.5
2011-05-31,262.76
2011-06-01,264.28
2011-06-02,264.05
2011-06-03,261.26
2011-06-06,263.18
2011-06-07,261.71
2011-06-08,258.52
2011-06-09,260.26
2011-06-10,257.3
2011-06-13,255.25
2011-06-14,254.33
2011-06-15,252.77
2011-06-16,251.66
2011-06-17,253.34
2011-06-20,242.74
2011-06-21,243.84
2011-06-22,245.97
2011-06-23,241.31
2011-06-24,240.58
2011-06-27,237.2
2011-06-28,242.25
2011-06-29,248.52
2011-06-30,251.25
2011-07-01,253.62
2011-07-05,262.91
2011-07-06,267.02
2011-07-07,270.77
2011-07-08,266.74
2011-07-11,264.35
2011-07-12,264.34
2011-07-13,268.77
2011-07-14,269.83
2011-07-15,299.05
2011-07-18,296.54
2011-07-19,298.37
2011-07-20,301.39
2011-07-21,297.31
2011-07-22,303.0
2011-07-25,306.99
2011-07-26,309.33
2011-07-27,308.9
2011-07-28,302.9
2011-07-29,302.42
2011-08-01,305.92
2011-08-02,303.3
2011-08-03,297.34
2011-08-04,297.55
2011-08-05,291.56
2011-08-08,281.77
2011-08-09,280.78
2011-08-10,280.97
2011-08-11,277.19
2011-08-12,285.03
2011-08-15,276.99
2011-08-16,276.49
2011-08-17,270.29
2011-08-18,262.0
2011-08-19,249.92
2011-08-22,252.25
2011-08-23,252.0
2011-08-24,259.92
2011-08-25,265.46
2011-08-26,260.26
2011-08-29,267.55
2011-08-30,269.36
2011-08-31,272.64
2011-09-01,270.64
2011-09-02,262.5
2011-09-06,255.66
2011-09-07,265.49
2011-09-08,267.17
2011-09-09,265.97
2011-09-12,259.24
2011-09-13,266.27
2011-09-14,266.56
2011-09-15,268.02
2011-09-16,272.67
2011-09-19,270.45
2011-09-20,274.98
2011-09-21,274.12
2011-09-22,263.39
2011-09-23,258.54
2011-09-26,263.89
2011-09-27,269.37
2011-09-28,271.02
2011-09-29,268.29
2011-09-30,260.37
2011-10-03,255.18
2011-10-04,245.26
2011-10-05,248.42
2011-10-06,254.0
2011-10-07,258.67
2011-10-10,262.85
2011-10-11,267.0
2011-10-12,274.34
2011-10-13,275.29
2011-10-14,300.03
2011-10-17,292.15
2011-10-18,290.39
2011-10-19,293.96
2011-10-20,291.24
2011-10-21,295.05
2011-10-24,293.65
2011-10-25,296.85
2011-10-26,295.07
2011-10-27,299.51
2011-10-28,297.56
2011-10-31,297.84
2011-11-01,290.34
2011-11-02,292.74
2011-11-03,293.79
2011-11-04,297.05
2011-11-07,296.96
2011-11-08,304.8
2011-11-09,302.43
2011-11-10,303.27
2011-11-11,300.95
2011-11-14,304.3
2011-11-15,306.71
2011-11-16,306.35
2011-11-17,305.33
2011-11-18,301.3
2011-11-21,294.17
2011-11-22,290.29
2011-11-23,287.96
2011-11-25,282.88
2011-11-28,289.97
2011-11-29,294.23
2011-11-30,299.27
2011-12-01,300.3
2011-12-02,308.83
2011-12-05,314.13
2011-12-06,311.81
2011-12-07,311.15
2011-12-08,310.83
2011-12-09,309.31
2011-12-12,311.25
2011-12-13,314.69
2011-12-14,311.24
2011-12-15,311.57
2011-12-16,312.47
2011-12-19,314.32
2011-12-20,314.31
2011-12-21,315.32
2011-12-22,314.29
2011-12-23,316.32
2011-12-27,316.34
2011-12-28,321.7
2011-12-29,321.07
2011-12-30,321.33
2012-01-03,326.8
2012-01-04,332.85
2012-01-05,331.4
2012-01-06,329.9
2012-01-09,323.57
2012-01-10,315.19
2012-01-11,312.06
2012-01-12,315.93
2012-01-13,313.44
2012-01-17,316.31
2012-01-18,313.63
2012-01-19,320.82
2012-01-20,295.56
2012-01-23,293.29
2012-01-24,293.45
2012-01-25,289.04
2012-01-26,286.28
2012-01-27,285.68
2012-01-30,289.31
2012-01-31,291.79
2012-02-01,292.76
2012-02-02,292.73
2012-02-03,295.63
2012-02-06,297.8
2012-02-07,303.88
2012-02-08,304.62
2012-02-09,306.32
2012-02-10,304.24
2012-02-13,305.56
2012-02-14,306.08
2012-02-15,306.77
2012-02-16,301.71
2012-02-17,302.79
2012-02-21,302.24
2012-02-22,306.29
2012-02-23,303.8
2012-02-24,303.98
2012-02-27,303.6
2012-02-28,305.3
2012-02-29,309.61
2012-03-01,311.44
2012-03-02,311.31
2012-03-05,310.53
2012-03-06,304.33
2012-03-07,304.83
2012-03-08,305.33
2012-03-09,304.28
2012-03-12,300.3
2012-03-13,304.68
2012-03-14,307.81
2012-03-15,308.61
2012-03-16,310.76
2012-03-19,311.87
2012-03-20,315.78
2012-03-21,317.62
2012-03-22,319.57
2012-03-23,323.62
2012-03-26,322.82
2012-03-27,323.84
2012-03-28,326.34
2012-03-29,327.05
2012-03-30,326.2
2012-04-02,320.71
2012-04-03,323.03
2012-04-04,319.54
2012-04-05,316.44
2012-04-09,314.55
2012-04-10,317.08
2012-04-11,317.3
2012-04-12,321.5
2012-04-13,324.1
2012-04-16,311.81
2012-04-17,304.58
2012-04-18,304.33
2012-04-19,303.15
2012-04-20,302.43
2012-04-23,296.75
2012-04-24,299.42
2012-04-25,302.3
2012-04-26,305.76
2012-04-27,307.82
2012-04-30,306.8
2012-05-01,302.2
2012-05-02,300.9
2012-05-03,305.11
2012-05-04,303.26
2012-05-07,297.8
2012-05-08,303.07
2012-05-09,303.71
2012-05-10,306.79
2012-05-11,305.48
2012-05-14,300.69
2012-05-15,302.98
2012-05-16,309.29
2012-05-17,317.23
2012-05-18,312.86
2012-05-21,300.56
2012-05-22,307.03
2012-05-23,301.13
2012-05-24,304.88
2012-05-25,300.8
2012-05-29,298.2
2012-05-30,294.37
2012-05-31,294.65
2012-06-01,286.18
2012-06-04,285.4
2012-06-05,288.01
2012-06-06,288.53
2012-06-07,294.09
2012-06-08,288.21
2012-06-11,292.4
2012-06-12,285.17
2012-06-13,281.14
2012-06-14,280.93
2012-06-15,280.45
2012-06-18,281.59
2012-06-19,287.08
2012-06-20,290.19
2012-06-21,290.21
2012-06-22,284.28
2012-06-25,283.95
2012-06-26,281.66
2012-06-27,284.13
2012-06-28,283.23
2012-06-29,287.77
2012-07-02,291.2
2012-07-03,290.3
2012-07-05,294.67
2012-07-06,296.52
2012-07-09,292.77
2012-07-10,295.39
2012-07-11,288.44
2012-07-12,283.84
2012-07-13,286.36
2012-07-16,288.47
2012-07-17,289.5
2012-07-18,288.78
2012-07-19,293.36
2012-07-20,304.68
2012-07-23,300.54
2012-07-24,307.81
2012-07-25,304.46
2012-07-26,307.81
2012-07-27,309.75
2012-07-30,318.34
2012-07-31,314.44
2012-08-01,318.97
2012-08-02,313.07
2012-08-03,320.32
2012-08-06,320.12
2012-08-07,321.22
2012-08-08,319.84
2012-08-09,322.58
2012-08-10,319.61
2012-08-13,324.03
2012-08-14,329.95
2012-08-15,335.48
2012-08-16,334.09
2012-08-17,337.4
2012-08-20,338.09
2012-08-21,336.89
2012-08-22,334.02
2012-08-23,337.47
2012-08-24,338.14
2012-08-27,331.83
2012-08-28,332.83
2012-08-29,339.02
2012-08-30,342.46
2012-08-31,342.34
2012-09-04,342.62
2012-09-05,340.34
2012-09-06,343.32
2012-09-07,350.35
2012-09-10,355.23
2012-09-11,349.33
2012-09-12,345.05
2012-09-13,346.89
2012-09-14,355.15
2012-09-17,354.41
2012-09-18,354.24
2012-09-19,359.11
2012-09-20,362.6
2012-09-21,366.47
2012-09-24,365.87
2012-09-25,376.9
2012-09-26,375.3
2012-09-27,380.35
2012-09-28,377.45
2012-10-01,379.9
2012-10-02,382.98
2012-10-03,378.24
2012-10-04,381.76
2012-10-05,385.74
2012-10-08,380.88
2012-10-09,380.22
2012-10-10,371.3
2012-10-11,376.83
2012-10-12,376.3
2012-10-15,371.34
2012-10-16,370.44
2012-10-17,372.35
2012-10-18,378.15
2012-10-19,353.14
2012-10-22,340.85
2012-10-23,336.34
2012-10-24,343.74
2012-10-25,340.34
2012-10-26,338.59
2012-10-31,340.27
2012-11-01,340.09
2012-11-02,347.74
2012-11-05,342.59
2012-11-06,343.08
2012-11-07,337.84
2012-11-08,335.44
2012-11-09,327.65
2012-11-12,332.21
2012-11-13,331.83
2012-11-14,330.66
2012-11-15,325.32
2012-11-16,323.32
2012-11-19,328.18
2012-11-20,335.09
2012-11-21,334.83
2012-11-23,335.32
2012-11-26,333.55
2012-11-27,330.42
2012-11-28,334.34
2012-11-29,344.23
2012-11-30,346.0
2012-12-03,351.47
2012-12-04,347.85
2012-12-05,346.42
2012-12-06,344.14
2012-12-07,347.85
2012-12-10,343.04
2012-12-11,345.34
2012-12-12,349.96
2012-12-13,358.32
2012-12-14,349.93
2012-12-17,353.1
2012-12-18,358.66
2012-12-19,360.72
2012-12-20,361.99
2012-12-21,357.34
2012-12-24,357.61
2012-12-26,354.39
2012-12-27,353.92
2012-12-28,351.2
2012-12-31,350.35
2013-01-02,360.07
2013-01-03,362.83
2013-01-04,365.03
2013-01-07,368.09
2013-01-08,368.14
2013-01-09,366.5
2013-01-10,371.79
2013-01-11,371.37
2013-01-14,368.87
2013-01-15,360.02
2013-01-16,361.56
2013-01-17,359.21
2013-01-18,355.54
2013-01-22,352.68
2013-01-23,368.36
2013-01-24,370.99
2013-01-25,375.76
2013-01-28,376.26
2013-01-29,373.75
2013-01-30,377.25
2013-01-31,375.63
2013-02-01,379.5
2013-02-04,384.23
2013-02-05,380.95
2013-02-06,379.91
2013-02-07,385.23
2013-02-08,390.46
2013-02-11,389.59
2013-02-12,391.27
2013-02-13,390.46
2013-02-14,390.25
2013-02-15,394.09
2013-02-19,398.39
2013-02-20,403.05
2013-02-21,399.4
2013-02-22,400.03
2013-02-25,401.55
2013-02-26,397.9
2013-02-27,397.8
2013-02-28,400.95
2013-03-01,399.3
2013-03-04,403.05
2013-03-05,414.88
2013-03-06,420.93
2013-03-07,417.45
2013-03-08,417.67
2013-03-11,416.26
2013-03-12,415.77
2013-03-13,414.36
2013-03-14,413.91
2013-03-15,409.66
2013-03-18,402.9
2013-03-19,406.03
2013-03-20,408.82
2013-03-21,406.05
2013-03-22,407.78
2013-03-25,406.61
2013-03-26,407.16
2013-03-27,403.74
2013-03-28,402.4
2013-04-01,397.9
2013-04-02,402.67
2013-04-03,407.14
2013-04-04,402.53
2013-04-05,393.42
2013-04-08,389.76
2013-04-09,388.14
2013-04-10,391.85
2013-04-11,396.84
2013-04-12,396.39
2013-04-15,393.37
2013-04-16,393.69
2013-04-17,393.77
2013-04-18,393.07
2013-04-19,384.96
2013-04-22,400.7
2013-04-23,400.9
2013-04-24,404.46
2013-04-25,408.53
2013-04-26,404.2
2013-04-29,402.03
2013-04-30,409.91
2013-05-01,412.04
2013-05-02,410.46
2013-05-03,418.9
2013-05-06,424.55
2013-05-07,431.94
2013-05-08,428.93
2013-05-09,435.86
2013-05-10,438.09
2013-05-13,439.88
2013-05-14,439.19
2013-05-15,448.2
2013-05-16,459.96
2013-05-17,455.46
2013-05-20,452.95
2013-05-21,454.46
2013-05-22,451.73
2013-05-23,438.94
2013-05-24,438.07
2013-05-28,442.19
2013-05-29,438.29
2013-05-30,435.39
2013-05-31,434.49
2013-06-03,432.2
2013-06-04,434.36
2013-06-05,431.69
2013-06-06,432.58
2013-06-07,435.65
2013-06-10,441.49
2013-06-11,442.43
2013-06-12,443.17
2013-06-13,434.92
2013-06-14,440.49
2013-06-17,440.05
2013-06-18,444.77
2013-06-19,451.14
2013-06-20,447.44
2013-06-21,444.61
2013-06-24,436.38
2013-06-25,439.07
2013-06-26,437.31
2013-06-27,439.84
2013-06-28,437.89
2013-07-01,443.67
2013-07-02,445.55
2013-07-03,440.39
2013-07-05,445.45
2013-07-08,450.06
2013-07-09,455.96
2013-07-10,452.18
2013-07-11,456.96
2013-07-12,460.46
2013-07-15,462.61
2013-07-16,464.03
2013-07-17,460.96
2013-07-18,459.95
2013-07-19,443.75
2013-07-22,451.45
2013-07-23,455.81
2013-07-24,454.08
2013-07-25,447.38
2013-07-26,443.94
2013-07-29,442.89
2013-07-30,443.17
2013-07-31,446.94
2013-08-01,447.95
2013-08-02,452.17
2013-08-05,453.15
2013-08-06,452.8
2013-08-07,447.97
2013-08-08,448.19
2013-08-09,445.73
2013-08-12,443.89
2013-08-13,443.86
2013-08-14,439.62
2013-08-15,432.65
2013-08-16,431.07
2013-08-19,429.28
2013-08-20,434.61
2013-08-21,435.76
2013-08-22,436.79
2013-08-23,439.35
2013-08-26,435.43
2013-08-27,430.24
2013-08-28,425.55
2013-08-29,424.96
2013-08-30,428.31
2013-09-03,427.61
2013-09-04,430.6
2013-09-05,437.19
2013-09-06,441.66
2013-09-09,442.31
2013-09-10,445.46
2013-09-11,444.71
2013-09-12,449.15
2013-09-13,447.7
2013-09-16,448.55
2013-09-17,444.15
2013-09-18,443.62
2013-09-19,453.45
2013-09-20,449.64
2013-09-23,448.52
2013-09-24,443.69
2013-09-25,443.72
2013-09-26,439.59
2013-09-27,437.85
2013-09-30,434.97
2013-10-01,440.56
2013-10-02,441.81
2013-10-03,444.44
2013-10-04,437.94
2013-10-07,434.16
2013-10-08,433.09
2013-10-09,428.57
2013-10-10,432.35
2013-10-11,433.45
2013-10-14,433.76
2013-10-15,438.32
2013-10-16,443.38
2013-10-17,446.94
2013-10-18,488.78
2013-10-21,506.24
2013-10-22,503.0
2013-10-23,501.0
2013-10-24,516.45
2013-10-25,514.92
2013-10-28,508.11
2013-10-29,510.06
2013-10-30,519.23
2013-10-31,514.98
2013-11-01,516.41
2013-11-04,516.27
2013-11-05,510.69
2013-11-06,513.31
2013-11-07,511.82
2013-11-08,504.88
2013-11-11,505.26
2013-11-12,504.35
2013-11-13,503.88
2013-11-14,517.48
2013-11-15,517.95
2013-11-18,518.39
2013-11-19,516.38
2013-11-20,515.49
2013-11-21,514.01
2013-11-22,517.23
2013-11-25,519.1
2013-11-26,524.82
2013-11-27,531.55
2013-11-29,531.61
2013-12-02,532.29
2013-12-03,526.0
2013-12-04,526.21
2013-12-05,529.13
2013-12-06,535.43
2013-12-09,535.58
2013-12-10,538.36
2013-12-11,544.24
2013-12-12,540.32
2013-12-13,538.14
2013-12-16,532.04
2013-12-17,537.59
2013-12-18,536.53
2013-12-19,541.27
2013-12-20,545.19
2013-12-23,554.47
2013-12-24,558.04
2013-12-26,557.56
2013-12-27,560.56
2013-12-30,560.73
2013-12-31,556.68
2014-01-02,558.29
2014-01-03,558.06
2014-01-06,557.06
2014-01-07,563.06
2014-01-08,573.57
2014-01-09,572.29
2014-01-10,570.11
2014-01-13,563.8
2014-01-14,569.54
2014-01-15,577.07
2014-01-16,575.12
2014-01-17,579.0
2014-01-21,581.05
2014-01-22,583.89
2014-01-23,580.58
2014-01-24,576.08
2014-01-27,563.61
2014-01-28,555.72
2014-01-29,560.12
2014-01-30,573.07
2014-01-31,586.26
2014-02-03,590.19
2014-02-04,569.56
2014-02-05,572.26
2014-02-06,576.14
2014-02-07,584.4
2014-02-10,586.49
2014-02-11,590.68
2014-02-12,595.09
2014-02-13,590.97
2014-02-14,598.4
2014-02-18,601.31
2014-02-19,603.25
2014-02-20,602.17
2014-02-21,604.51
2014-02-24,603.28
2014-02-25,608.58
2014-02-26,612.61
2014-02-27,609.8
2014-02-28,610.78
2014-03-03,603.98
2014-03-04,608.11
2014-03-05,608.13
2014-03-06,611.75
2014-03-07,614.01
2014-03-10,608.45
2014-03-11,607.49
2014-03-12,598.8
2014-03-13,604.58
2014-03-14,591.59
2014-03-17,590.21
2014-03-18,597.93
2014-03-19,606.51
2014-03-20,600.58
2014-03-21,603.76
2014-03-24,592.69
2014-03-25,583.58
2014-03-26,581.59
2014-03-27,565.99
2014-03-28,560.06
2014-03-31,565.77
2014-04-01,560.7
2014-04-02,571.52
2014-04-03,573.39
2014-04-04,578.55
2014-04-07,544.79
2014-04-08,545.05
2014-04-09,565.84
2014-04-10,568.0
2014-04-11,537.94
2014-04-14,543.66
2014-04-15,551.0
2014-04-16,557.7
2014-04-17,556.32
2014-04-21,544.0
2014-04-22,536.0
2014-04-23,543.67
2014-04-24,541.69
2014-04-25,532.26
2014-04-28,525.8
2014-04-29,523.89
2014-04-30,535.12
2014-05-01,534.25
2014-05-02,541.44
2014-05-05,530.24
2014-05-06,533.41
2014-05-07,523.25
2014-05-08,515.72
2014-05-09,518.65
2014-05-12,531.84
2014-05-13,539.58
2014-05-14,541.82
2014-05-15,533.14
2014-05-16,529.6
2014-05-19,528.88
2014-05-20,540.0
2014-05-21,542.9
2014-05-22,552.2
2014-05-23,558.13
2014-05-27,567.78
2014-05-28,574.57
2014-05-29,573.39
2014-05-30,571.64
2014-06-02,569.75
2014-06-03,560.9
2014-06-04,551.52
2014-06-05,557.11
2014-06-06,568.16
2014-06-09,566.75
2014-06-10,568.78
2014-06-11,565.92
2014-06-12,567.0
2014-06-13,560.08
2014-06-16,557.25
2014-06-17,552.36
2014-06-18,552.8
2014-06-19,561.15
2014-06-20,566.45
2014-06-23,564.35
2014-06-24,574.22
2014-06-25,573.55
2014-06-26,589.3
2014-06-27,585.45
2014-06-30,586.76
2014-07-01,587.65
2014-07-02,592.26
2014-07-03,591.7
2014-07-07,593.51
2014-07-08,586.36
2014-07-09,578.95
2014-07-10,573.0
2014-07-11,581.0
2014-07-14,590.6
2014-07-15,595.15
2014-07-16,596.89
2014-07-17,588.97
2014-07-18,603.01
2014-07-21,601.35
2014-07-22,599.7
2014-07-23,602.05
2014-07-24,605.53
2014-07-25,599.25
2014-07-28,597.75
2014-07-29,597.7
2014-07-30,595.81
2014-07-31,588.96
2014-08-01,578.56
2014-08-04,576.51
2014-08-05,579.38
2014-08-06,569.5
2014-08-07,576.05
2014-08-08,572.02
2014-08-11,579.0
2014-08-12,575.0
2014-08-13,576.45
2014-08-14,586.69
2014-08-15,587.5
2014-08-18,587.1
2014-08-19,595.59
2014-08-20,596.95
2014-08-21,594.9
2014-08-22,593.27
2014-08-25,594.77
2014-08-26,592.0
2014-08-27,587.81
2014-08-28,580.02
2014-08-29,582.35
2014-09-02,582.95
2014-09-03,591.73
2014-09-04,592.13
2014-09-05,595.13
2014-09-08,599.14
2014-09-09,600.27
2014-09-10,591.74
2014-09-11,590.0
2014-09-12,590.39
2014-09-15,582.24
2014-09-16,580.95
2014-09-17,589.51
2014-09-18,595.05
2014-09-19,599.49
2014-09-22,602.5
2014-09-23,595.0
2014-09-24,591.57
2014-09-25,596.99
2014-09-26,585.93
2014-09-29,581.83
2014-09-30,587.49
2014-10-01,586.8
2014-10-02,578.0
2014-10-03,584.1
2014-10-06,589.95
2014-10-07,584.9
2014-10-08,574.79
2014-10-09,581.61
2014-10-10,567.47
2014-10-13,555.13
2014-10-14,550.14
2014-10-15,542.08
2014-10-16,527.0
2014-10-17,540.45
2014-10-20,520.45
2014-10-21,537.27
2014-10-22,541.05
2014-10-23,548.28
2014-10-24,554.98
2014-10-27,547.76
2014-10-28,551.71
2014-10-29,560.85
2014-10-30,558.25
2014-10-31,568.3
2014-11-03,563.53
2014-11-04,561.16
2014-11-05,566.79
2014-11-06,555.5
2014-11-07,555.6
2014-11-10,552.4
2014-11-11,558.52
2014-11-12,561.15
2014-11-13,560.81
2014-11-14,558.0
2014-11-17,555.19
2014-11-18,547.93
2014-11-19,544.75
2014-11-20,542.09
2014-11-21,551.04
2014-11-24,546.57
2014-11-25,547.21
2014-11-26,549.23
2014-11-28,547.0
2014-12-01,545.09
2014-12-02,539.45
2014-12-03,537.5
2014-12-04,537.64
2014-12-05,536.7
2014-12-08,529.22
2014-12-09,525.88
2014-12-10,535.9
2014-12-11,530.01
2014-12-12,527.44
2014-12-15,523.76
2014-12-16,513.6
2014-12-17,499.86
2014-12-18,515.99
2014-12-19,516.99
2014-12-22,520.61
2014-12-23,534.51
2014-12-24,538.82
2014-12-26,536.93
2014-12-29,540.5
2014-12-30,534.96
2014-12-31,537.74
2015-01-02,532.6
2015-01-05,527.15
2015-01-06,520.5
2015-01-07,510.95
2015-01-08,501.51
2015-01-09,508.18
2015-01-12,499.24
2015-01-13,502.57
2015-01-14,500.42
2015-01-15,508.89
2015-01-16,503.15
2015-01-20,512.77
2015-01-21,510.84
2015-01-22,523.0
2015-01-23,538.03
2015-01-26,541.5
2015-01-27,531.4
2015-01-28,525.0
2015-01-29,512.9
2015-01-30,519.0
2015-02-02,534.32
2015-02-03,529.94
2015-02-04,533.14
2015-02-05,527.93
2015-02-06,531.01
2015-02-09,531.06
2015-02-10,532.15
2015-02-11,539.73
2015-02-12,539.66
2015-02-13,547.51
2015-02-17,551.16
2015-02-18,543.82
2015-02-19,542.47
2015-02-20,547.58
2015-02-23,539.0
2015-02-24,531.55
2015-02-25,538.44
2015-02-26,545.74
2015-02-27,558.15
2015-03-02,567.0
2015-03-03,576.35
2015-03-04,576.97
2015-03-05,579.62
2015-03-06,582.0
2015-03-09,570.92
2015-03-10,568.48
2015-03-11,559.8
2015-03-12,558.48
2015-03-13,559.23
2015-03-16,556.93
2015-03-17,558.29
2015-03-18,557.73
2015-03-19,564.52
2015-03-20,566.71
2015-03-23,566.0
2015-03-24,568.54
2015-03-25,577.57
2015-03-26,564.65
2015-03-27,561.83
2015-03-30,560.25
2015-03-31,557.94
2015-04-01,554.83
2015-04-02,547.41
2015-04-06,538.84
2015-04-07,544.99
2015-04-08,546.0
2015-04-09,549.21
2015-04-10,549.57
2015-04-13,547.05
2015-04-14,546.57
2015-04-15,537.96
2015-04-16,538.35
2015-04-17,537.31
2015-04-20,533.75
2015-04-21,546.31
2015-04-22,543.06
2015-04-23,550.41
2015-04-24,580.05
2015-04-27,572.77
2015-04-28,564.32
2015-04-29,560.51
2015-04-30,558.56
2015-05-01,550.51
2015-05-04,550.99
2015-05-05,550.16
2015-05-06,542.64
2015-05-07,535.9
2015-05-08,548.87
2015-05-11,548.49
2015-05-12,542.81
2015-05-13,540.47
2015-05-14,543.97
2015-05-15,550.39
2015-05-18,543.82
2015-05-19,548.0
2015-05-20,550.92
2015-05-21,550.2
2015-05-22,554.46
2015-05-26,552.58
2015-05-27,548.68
2015-05-28,553.79
2015-05-29,553.2
2015-06-01,548.73
2015-06-02,547.43
2015-06-03,555.1
2015-06-04,552.18
2015-06-05,552.0
2015-06-08,549.61
2015-06-09,543.42
2015-06-10,545.7
2015-06-11,554.49
2015-06-12,547.15
2015-06-15,542.73
2015-06-16,544.48
2015-06-17,545.42
2015-06-18,548.0
2015-06-19,556.52
2015-06-22,559.41
2015-06-23,559.79
2015-06-24,562.48
2015-06-25,560.3
2015-06-26,559.71
2015-06-29,546.75
2015-06-30,545.09
2015-07-01,543.66
2015-07-02,544.74
2015-07-06,542.25
2015-07-07,547.43
2015-07-08,545.6
2015-07-09,548.65
2015-07-10,553.71
2015-07-13,559.51
2015-07-14,574.5
2015-07-15,583.74
2015-07-16,589.5
2015-07-17,680.0
2015-07-20,688.98
2015-07-21,684.88
2015-07-22,694.02
2015-07-23,691.85
2015-07-24,676.77
2015-07-27,651.57
2015-07-28,661.76
2015-07-29,662.26
2015-07-30,657.44
2015-07-31,664.7
2015-08-03,657.66
2015-08-04,664.34
2015-08-05,665.75
2015-08-06,673.99
2015-08-07,667.78
2015-08-10,667.09
2015-08-11,699.58
2015-08-12,694.49
2015-08-13,689.2
2015-08-14,684.04
2015-08-17,688.04
2015-08-18,691.07
2015-08-19,690.11
2015-08-20,689.1
2015-08-21,671.04
2015-08-24,600.6
2015-08-25,646.47
2015-08-26,643.1
2015-08-27,671.99
2015-08-28,665.76
2015-08-31,654.34
2015-09-01,633.81
2015-09-02,638.0
2015-09-03,647.93
2015-09-04,629.7
2015-09-08,641.0
2015-09-09,651.88
2015-09-10,643.9
2015-09-11,650.21
2015-09-14,655.63
2015-09-15,656.71
2015-09-16,665.55
2015-09-17,667.49
2015-09-18,665.06
2015-09-21,665.51
2015-09-22,657.47
2015-09-23,652.9
2015-09-24,648.97
2015-09-25,658.58
2015-09-28,639.05
2015-09-29,625.5
2015-09-30,631.83
2015-10-01,637.94
2015-10-02,638.01
2015-10-05,661.6
2015-10-06,669.35
2015-10-07,677.4
2015-10-08,669.45
2015-10-09,667.49
2015-10-12,669.19
2015-10-13,674.26
2015-10-14,683.73
2015-10-15,685.25
2015-10-16,695.4
2015-10-19,694.0
2015-10-20,697.89
2015-10-21,683.21
2015-10-22,675.44
2015-10-23,750.06
2015-10-26,720.02
2015-10-27,726.57
2015-10-28,733.0
2015-10-29,736.63
2015-10-30,745.56
2015-11-02,734.53
2015-11-03,745.43
2015-11-04,749.9
2015-11-05,758.81
2015-11-06,759.39
2015-11-09,758.52
2015-11-10,753.48
2015-11-11,762.38
2015-11-12,760.18
2015-11-13,754.04
2015-11-16,740.21
2015-11-17,752.47
2015-11-18,749.57
2015-11-19,759.78
2015-11-20,769.3
2015-11-23,777.47
2015-11-24,772.96
2015-11-25,771.69
2015-11-27,769.16
2015-11-30,771.87
2015-12-01,766.94
2015-12-02,785.25
2015-12-03,780.56
2015-12-04,769.71
2015-12-07,780.06
2015-12-08,764.5
2015-12-09,771.1
2015-12-10,763.59
2015-12-11,749.0
2015-12-14,751.26
2015-12-15,767.79
2015-12-16,766.57
2015-12-17,781.16
2015-12-18,767.23
2015-12-21,763.05
2015-12-22,764.27
2015-12-23,770.69
2015-12-24,768.52
2015-12-28,770.0
2015-12-29,786.99
2015-12-30,793.96
2015-12-31,787.82
2016-01-04,762.2
2016-01-05,764.1
2016-01-06,750.37
2016-01-07,746.49
2016-01-08,747.8
2016-01-11,731.95
2016-01-12,740.75
2016-01-13,749.34
2016-01-14,724.44
2016-01-15,709.99
2016-01-19,720.15
2016-01-20,705.9
2016-01-21,720.17
2016-01-22,742.0
2016-01-25,743.84
2016-01-26,735.21
