time_captured,AAPL_Volume
2010-12-30,39414991
2010-12-31,48413827
2011-01-03,111280407
2011-01-04,77337001
2011-01-05,63879193
2011-01-06,75106626
2011-01-07,77982212
2011-01-10,112139482
2011-01-11,111019993
2011-01-12,75644310
2011-01-13,74536182
2011-01-14,77209748
2011-01-18,470246700
2011-01-19,283902199
2011-01-20,191197293
2011-01-21,188599712
2011-01-24,143670548
2011-01-25,136716650
2011-01-26,126716779
2011-01-27,71255961
2011-01-28,148014146
2011-01-31,94311602
2011-02-01,106657943
2011-02-02,64738807
2011-02-03,98449148
2011-02-04,80459575
2011-02-07,121254910
2011-02-08,95259906
2011-02-09,120686090
2011-02-10,232137360
2011-02-11,91892948
2011-02-14,77603491
2011-02-15,71043441
2011-02-16,120288833
2011-02-17,132643504
2011-02-18,204011724
2011-02-22,218135561
2011-02-23,167962942
2011-02-24,124974514
2011-02-25,95004483
2011-02-28,100768479
2011-03-01,114032163
2011-03-02,150647189
2011-03-03,125196764
2011-03-04,113316483
2011-03-07,136530149
2011-03-08,89078955
2011-03-09,113349033
2011-03-10,126972055
2011-03-11,117770016
2011-03-14,109113690
2011-03-15,180262334
2011-03-16,289187626
2011-03-17,164854977
2011-03-18,188302604
2011-03-21,102347560
2011-03-22,81558162
2011-03-23,93248498
2011-03-24,101177720
2011-03-25,112292796
2011-03-28,77337407
2011-03-29,88224955
2011-03-30,82351269
2011-03-31,68592006
2011-04-01,104665400
2011-04-04,115020542
2011-04-05,120740809
2011-04-06,100634681
2011-04-07,93361520
2011-04-08,94383317
2011-04-11,99787618
2011-04-12,106627080
2011-04-13,86608963
2011-04-14,75497401
2011-04-15,113458247
2011-04-18,152474427
2011-04-19,104844243
2011-04-20,175163842
2011-04-21,188449618
2011-04-25,66636290
2011-04-26,84400645
2011-04-27,89052887
2011-04-28,90297123
2011-04-29,251585929
2011-05-02,110678246
2011-05-03,78390249
2011-05-04,97312229
2011-05-05,84065352
2011-05-06,70061285
2011-05-09,51188151
2011-05-10,70521969
2011-05-11,84018683
2011-05-12,80239593
2011-05-13,81547956
2011-05-16,112535374
2011-05-17,113196657
2011-05-18,83693267
2011-05-19,65291310
2011-05-20,84547708
2011-05-23,95627217
2011-05-24,80520650
2011-05-25,73555433
2011-05-26,55673751
2011-05-27,50912897
2011-05-31,104434134
2011-06-01,138670602
2011-06-02,84721112
2011-06-03,78360765
2011-06-06,115484677
2011-06-07,132493060
2011-06-08,83471577
2011-06-09,68841199
2011-06-10,108529400
2011-06-13,82414108
2011-06-14,83641901
2011-06-15,99851885
2011-06-16,127647338
2011-06-17,153872649
2011-06-20,160161274
2011-06-21,123343514
2011-06-22,97645436
2011-06-23,139939254
2011-06-24,109981312
2011-06-27,84989933
2011-06-28,73574907
2011-06-29,88179070
2011-06-30,80807391
2011-07-01,108828209
2011-07-05,88818618
2011-07-06,111156241
2011-07-07,99915319
2011-07-08,122481639
2011-07-11,110713974
2011-07-12,112901691
2011-07-13,97909518
2011-07-14,107633155
2011-07-15,121116338
2011-07-18,143157623
2011-07-19,204786344
2011-07-20,235331712
2011-07-21,131629036
2011-07-22,129181885
2011-07-25,147451094
2011-07-26,119145026
2011-07-27,164830470
2011-07-28,148506092
2011-07-29,158145890
2011-08-01,153207957
2011-08-02,250968788
2011-08-03,183125796
2011-08-04,217851424
2011-08-05,301140350
2011-08-08,285951204
2011-08-09,270645704
2011-08-10,219662296
2011-08-11,185491110
2011-08-12,132243405
2011-08-15,115135468
2011-08-16,124722122
2011-08-17,110514943
2011-08-18,212858289
2011-08-19,193970546
2011-08-22,133826210
2011-08-23,164208576
2011-08-24,156566907
2011-08-25,217825076
2011-08-26,160368761
2011-08-29,101313149
2011-08-30,104480264
2011-08-31,130688894
2011-09-01,85930705
2011-09-02,109791514
2011-09-06,127424129
2011-09-07,87643794
2011-09-08,104039460
2011-09-09,141269408
2011-09-12,116957988
2011-09-13,110184487
2011-09-14,133680848
2011-09-15,104454581
2011-09-16,174622161
2011-09-19,205964780
2011-09-20,193937289
2011-09-21,151493755
2011-09-22,242120137
2011-09-23,136620610
2011-09-26,203218862
2011-09-27,158124372
2011-09-28,107463181
2011-09-29,162841147
2011-09-30,137059223
2011-10-03,167269011
2011-10-04,308418887
2011-10-05,196617358
2011-10-06,203145054
2011-10-07,133904162
2011-10-10,110628287
2011-10-11,151420465
2011-10-12,155570982
2011-10-13,106545775
2011-10-14,143341730
2011-10-17,171510696
2011-10-18,220400096
2011-10-19,275998093
2011-10-20,137382294
2011-10-21,155310512
2011-10-24,125589044
2011-10-25,107650200
2011-10-26,114074982
2011-10-27,123713317
2011-10-28,80709748
2011-10-31,96406303
2011-11-01,132946877
2011-11-02,82063667
2011-11-03,110381075
2011-11-04,75556992
2011-11-07,67565799
2011-11-08,100109842
2011-11-09,139670930
2011-11-10,186245269
2011-11-11,163446017
2011-11-14,108265507
2011-11-15,107744812
2011-11-16,87302012
2011-11-17,120030148
2011-11-18,93018765
2011-11-21,112050589
2011-11-22,102324341
2011-11-23,107160445
2011-11-25,63689801
2011-11-28,86660854
2011-11-29,94007858
2011-11-30,101516702
2011-12-01,96794838
2011-12-02,94818290
2011-12-05,89342127
2011-12-06,70951013
2011-12-07,76249929
2011-12-08,94089051
2011-12-09,74285785
2011-12-12,75266366
2011-12-13,84784203
2011-12-14,101788680
2011-12-15,64112125
2011-12-16,105394401
2011-12-19,58881914
2011-12-20,84350728
2011-12-21,65736678
2011-12-22,50589112
2011-12-23,67401964
2011-12-27,66308613
2011-12-28,57214227
2011-12-29,54039041
2011-12-30,44943710
2012-01-03,75564699
2012-01-04,65061108
2012-01-05,67816805
2012-01-06,79596412
2012-01-09,98505792
2012-01-10,64581762
2012-01-11,53798059
2012-01-12,53180911
2012-01-13,56539749
2012-01-17,60724055
2012-01-18,69197758
2012-01-19,65434453
2012-01-20,103492249
2012-01-23,76515446
2012-01-24,136909311
2012-01-25,239565837
2012-01-26,81057711
2012-01-27,74971631
2012-01-30,94832073
2012-01-31,97977985
2012-02-01,67510562
2012-02-02,46698547
2012-02-03,71717009
2012-02-06,62420596
2012-02-07,79055263
2012-02-08,101969280
2012-02-09,221053602
2012-02-10,157824975
2012-02-13,129301606
2012-02-14,115483011
2012-02-15,376528040
2012-02-16,236137405
2012-02-17,133947191
2012-02-21,151396399
2012-02-22,120823808
2012-02-23,142006312
2012-02-24,103819905
2012-02-27,136895304
2012-02-28,150096478
2012-02-29,238000378
2012-03-01,170813188
2012-03-02,107927589
2012-03-05,202280183
2012-03-06,202559651
2012-03-07,199629549
2012-03-08,129110723
2012-03-09,104724732
2012-03-12,101820019
2012-03-13,172712659
2012-03-14,354709747
2012-03-15,289917768
2012-03-16,206371879
2012-03-19,225308790
2012-03-20,204167033
2012-03-21,161010374
2012-03-22,156032898
2012-03-23,107621815
2012-03-26,148934219
2012-03-27,151782141
2012-03-28,163864869
2012-03-29,152059432
2012-03-30,182759395
2012-04-02,149586458
2012-04-03,208638360
2012-04-04,143245095
2012-04-05,160318858
2012-04-09,149384046
2012-04-10,222422452
2012-04-11,174152769
2012-04-12,153582163
2012-04-13,214911067
2012-04-16,262696056
2012-04-17,256371472
2012-04-18,238632471
2012-04-19,208678365
2012-04-20,257743808
2012-04-23,241629479
2012-04-24,269099838
2012-04-25,226427670
2012-04-26,134016274
2012-04-27,101692500
2012-04-30,126535038
2012-05-01,152749513
2012-05-02,106906016
2012-05-03,97637057
2012-05-04,132497421
2012-05-07,115073217
2012-05-08,124312720
2012-05-09,120175923
2012-05-10,83317752
2012-05-11,99886332
2012-05-14,88156103
2012-05-15,119076678
2012-05-16,140223874
2012-05-17,179304713
2012-05-18,183072463
2012-05-21,157772790
2012-05-22,173696754
2012-05-23,146224365
2012-05-24,124049506
2012-05-25,82116552
2012-05-29,95126346
2012-05-30,132355209
2012-05-31,122977603
2012-06-01,130245094
2012-06-04,139247129
2012-06-05,97053376
2012-06-06,100362262
2012-06-07,94993164
2012-06-08,86872870
2012-06-11,147815696
2012-06-12,108894961
2012-06-13,73443230
2012-06-14,86460283
2012-06-15,83813380
2012-06-18,110102790
2012-06-19,90350932
2012-06-20,89789644
2012-06-21,81626258
2012-06-22,71186311
2012-06-25,76088656
2012-06-26,69187503
2012-06-27,50764770
2012-06-28,70760543
2012-06-29,105360031
2012-07-02,100022776
2012-07-03,60428165
2012-07-05,121095121
2012-07-06,104757156
2012-07-09,94850224
2012-07-10,127989407
2012-07-11,117329366
2012-07-12,106997163
2012-07-13,77904449
2012-07-16,75326342
2012-07-17,73453037
2012-07-18,63174888
2012-07-19,109214567
2012-07-20,99367450
2012-07-23,121993795
2012-07-24,141283044
2012-07-25,219314368
2012-07-26,101702580
2012-07-27,101013241
2012-07-30,94784970
2012-07-31,115581676
2012-08-01,96124742
2012-08-02,83062203
2012-08-03,86228604
2012-08-06,75580008
2012-08-07,72627492
2012-08-08,61176080
2012-08-09,55452586
2012-08-10,48765045
2012-08-13,69707463
2012-08-14,85041824
2012-08-15,64377278
2012-08-16,63694204
2012-08-17,110689894
2012-08-20,153345689
2012-08-21,203176260
2012-08-22,141330637
2012-08-23,105029568
2012-08-24,109334113
2012-08-27,106728601
2012-08-28,66844323
2012-08-29,50701084
2012-08-30,75672793
2012-08-31,84579607
2012-09-04,91972629
2012-09-05,84090475
2012-09-06,97845664
2012-09-07,82416145
2012-09-10,121998898
2012-09-11,125984852
2012-09-12,178054492
2012-09-13,149589629
2012-09-14,150118311
2012-09-17,99507499
2012-09-18,93375667
2012-09-19,81715004
2012-09-20,84141932
2012-09-21,142897076
2012-09-24,159936196
2012-09-25,129690449
2012-09-26,144175906
2012-09-27,148522031
2012-09-28,133777077
2012-10-01,135895921
2012-10-02,156997638
2012-10-03,106069719
2012-10-04,92688813
2012-10-05,148501108
2012-10-08,159494867
2012-10-09,209648887
2012-10-10,127588930
2012-10-11,136520097
2012-10-12,115003665
2012-10-15,108124961
2012-10-16,137442816
2012-10-17,97327643
2012-10-18,119155512
2012-10-19,186021017
2012-10-22,136682392
2012-10-23,176786197
2012-10-24,139631772
2012-10-25,164081393
2012-10-26,254605834
2012-10-31,127500471
2012-11-01,90361922
2012-11-02,149843064
2012-11-05,132321224
2012-11-06,93729041
2012-11-07,198412186
2012-11-08,264036339
2012-11-09,232476496
2012-11-12,128950479
2012-11-13,133302610
2012-11-14,119291977
2012-11-15,197477385
2012-11-16,316722763
2012-11-19,205792965
2012-11-20,160687856
2012-11-21,93306759
2012-11-23,68206579
2012-11-26,157644431
2012-11-27,133328454
2012-11-28,130264981
2012-11-29,128674525
2012-11-30,97824986
2012-12-03,91069097
2012-12-04,139482392
2012-12-05,261159353
2012-12-06,294301791
2012-12-07,196941794
2012-12-10,157620575
2012-12-11,148085903
2012-12-12,121783130
2012-12-13,156314627
2012-12-14,252394499
2012-12-17,189736022
2012-12-18,156417023
2012-12-19,112340424
2012-12-20,120421798
2012-12-21,149129554
2012-12-24,43936977
2012-12-26,75609030
2012-12-27,113779680
2012-12-28,88569243
2012-12-31,164872785
2013-01-02,140124866
2013-01-03,88240950
2013-01-04,148581860
2013-01-07,121038176
2013-01-08,114676751
2013-01-09,101899959
2013-01-10,150285296
2013-01-11,87688741
2013-01-14,183544396
2013-01-15,219192932
2013-01-16,172700045
2013-01-17,113412579
2013-01-18,118287267
2013-01-22,115386173
2013-01-23,215375853
2013-01-24,365212953
2013-01-25,301993503
2013-01-28,196378931
2013-01-29,142768017
2013-01-30,104288317
2013-01-31,79833215
2013-02-01,134867089
2013-02-04,119278754
2013-02-05,143336536
2013-02-06,148426012
2013-02-07,176145074
2013-02-08,158288984
2013-02-11,129358516
2013-02-12,152262712
2013-02-13,118801221
2013-02-14,88876501
2013-02-15,97981177
2013-02-19,108944213
2013-02-20,119074886
2013-02-21,111795180
2013-02-22,82663644
2013-02-25,93144464
2013-02-26,125374074
2013-02-27,146836928
2013-02-28,80628737
2013-03-01,138111792
2013-03-04,145684399
2013-03-05,159607042
2013-03-06,115062269
2013-03-07,117117826
2013-03-08,97898983
2013-03-11,118558356
2013-03-12,116477473
2013-03-13,101454192
2013-03-14,75968746
2013-03-15,160989787
2013-03-18,151549090
2013-03-19,131693310
2013-03-20,77165158
2013-03-21,95813410
2013-03-22,98776111
2013-03-25,125283438
2013-03-26,73573423
2013-03-27,82852294
2013-03-28,110745586
2013-04-01,97432489
2013-04-02,132443234
2013-04-03,90803727
2013-04-04,89664638
2013-04-05,95923478
2013-04-08,75264742
2013-04-09,76688115
2013-04-10,93981748
2013-04-11,82154093
2013-04-12,59681279
2013-04-15,79379706
2013-04-16,76442758
2013-04-17,236263461
2013-04-18,166574163
2013-04-19,152318201
2013-04-22,107479442
2013-04-23,166058949
2013-04-24,242458391
2013-04-25,96209155
2013-04-26,191068990
2013-04-29,160081110
2013-04-30,172884362
2013-05-01,126788697
2013-05-02,105506184
2013-05-03,90381788
2013-05-06,124160162
2013-05-07,120938076
2013-05-08,118149038
2013-05-09,99687476
2013-05-10,83712482
2013-05-13,79277310
2013-05-14,111778940
2013-05-15,185403085
2013-05-16,150866478
2013-05-17,107019829
2013-05-20,112893984
2013-05-21,114074240
2013-05-22,110814858
2013-05-23,88345236
2013-05-24,69106639
2013-05-28,96536188
2013-05-29,82695669
2013-05-30,88428648
2013-05-31,96075042
2013-06-03,93087841
2013-06-04,73181521
2013-06-05,72647337
2013-06-06,104268458
2013-06-07,101185686
2013-06-10,112589043
2013-06-11,71426348
2013-06-12,66356668
2013-06-13,71528086
2013-06-14,65672880
2013-06-17,64860453
2013-06-18,48790448
2013-06-19,77757785
2013-06-20,89374558
2013-06-21,120297338
2013-06-24,120186430
2013-06-25,78584786
2013-06-26,91986573
2013-06-27,84350049
2013-06-28,144659417
2013-07-01,97793045
2013-07-02,117521579
2013-07-03,60232158
2013-07-05,68520760
2013-07-08,74578420
2013-07-09,88172238
2013-07-10,70350819
2013-07-11,81618964
2013-07-12,69910463
2013-07-15,60543105
2013-07-16,54134367
2013-07-17,49764064
2013-07-18,54760818
2013-07-19,67194715
2013-07-22,51997596
2013-07-23,92348403
2013-07-24,148013824
2013-07-25,57420636
2013-07-26,50068753
2013-07-29,62110300
2013-07-30,77355565
2013-07-31,80739351
2013-08-01,51562322
2013-08-02,68695326
2013-08-05,79713592
2013-08-06,83728540
2013-08-07,74713968
2013-08-08,63999838
2013-08-09,66905209
2013-08-12,91108290
2013-08-13,220484936
2013-08-14,189092911
2013-08-15,122573507
2013-08-16,90575856
2013-08-19,127629481
2013-08-20,89671743
2013-08-21,83969305
2013-08-22,61051676
2013-08-23,55682221
2013-08-26,82741050
2013-08-27,106047109
2013-08-28,76901678
2013-08-29,59913714
2013-08-30,68100788
2013-09-03,83025166
2013-09-04,86257878
2013-09-05,59091879
2013-09-06,89881253
2013-09-09,85171583
2013-09-10,185798872
2013-09-11,223526688
2013-09-12,101012471
2013-09-13,74708438
2013-09-16,137137665
2013-09-17,99844773
2013-09-18,114215304
2013-09-19,101134712
2013-09-20,174825322
2013-09-23,190526525
2013-09-24,91085743
2013-09-25,79239167
2013-09-26,59305183
2013-09-27,57009729
2013-09-30,65039408
2013-10-01,88470655
2013-10-02,72295902
2013-10-03,80688503
2013-10-04,64717380
2013-10-07,78073107
2013-10-08,72729006
2013-10-09,75431216
2013-10-10,69650490
2013-10-11,66934938
2013-10-14,65474542
2013-10-15,80018603
2013-10-16,62775013
2013-10-17,63398335
2013-10-18,72635570
2013-10-21,99526945
2013-10-22,133515753
2013-10-23,78431122
2013-10-24,96191095
2013-10-25,84448133
2013-10-28,137610123
2013-10-29,158952115
2013-10-30,88540697
2013-10-31,68923785
2013-11-01,68722304
2013-11-04,61157033
2013-11-05,66368071
2013-11-06,55844152
2013-11-07,65655100
2013-11-08,69829543
2013-11-11,56863303
2013-11-12,51114651
2013-11-13,49304927
2013-11-14,70605087
2013-11-15,79479764
2013-11-18,61236224
2013-11-19,52234707
2013-11-20,48545798
2013-11-21,65506861
2013-11-22,55931232
2013-11-25,57348403
2013-11-26,100345728
2013-11-27,90861841
2013-11-29,79532215
2013-12-02,118135885
2013-12-03,112741734
2013-12-04,94452666
2013-12-05,111895315
2013-12-06,86088352
2013-12-09,80123533
2013-12-10,69567610
2013-12-11,89929693
2013-12-12,65572318
2013-12-13,83205283
2013-12-16,70648452
2013-12-17,57475649
2013-12-18,141465807
2013-12-19,80239369
2013-12-20,109103435
2013-12-23,125326831
2013-12-24,41888735
2013-12-26,51002035
2013-12-27,56471317
2013-12-30,63407722
2013-12-31,55819372
2014-01-02,58791957
2014-01-03,98303870
2014-01-06,103359151
2014-01-07,79432766
2014-01-08,64686685
2014-01-09,69905199
2014-01-10,76320664
2014-01-13,94860843
2014-01-14,83734371
2014-01-15,98472619
2014-01-16,57471330
2014-01-17,108426689
2014-01-21,82255544
2014-01-22,95219334
2014-01-23,100978346
2014-01-24,108384437
2014-01-27,144219152
2014-01-28,266833581
2014-01-29,125942796
2014-01-30,169762789
2014-01-31,116336444
2014-02-03,100620772
2014-02-04,94273543
2014-02-05,82322156
2014-02-06,64497223
2014-02-07,93638601
2014-02-10,86451022
2014-02-11,70672252
2014-02-12,77127064
2014-02-13,76960156
2014-02-14,68468036
2014-02-18,65306248
2014-02-19,78554420
2014-02-20,76529103
2014-02-21,69757247
2014-02-24,72364950
2014-02-25,58247350
2014-02-26,69131286
2014-02-27,75557321
2014-02-28,93074653
2014-03-03,59784494
2014-03-04,64884834
2014-03-05,50065519
2014-03-06,46423111
2014-03-07,55415241
2014-03-10,44691430
2014-03-11,70198849
2014-03-12,50195460
2014-03-13,64435609
2014-03-14,59299492
2014-03-17,49886074
2014-03-18,52411863
2014-03-19,56188958
2014-03-20,52099537
2014-03-21,93612169
2014-03-24,88924871
2014-03-25,70573356
2014-03-26,74942224
2014-03-27,55507676
2014-03-28,50141063
2014-03-31,42167188
2014-04-01,50189685
2014-04-02,45104871
2014-04-03,40648111
2014-04-04,68812485
2014-04-07,72462530
2014-04-08,60971883
2014-04-09,51542722
2014-04-10,59912818
2014-04-11,67975012
2014-04-14,51445177
2014-04-15,66622577
2014-04-16,53732994
2014-04-17,71106721
2014-04-21,45668931
2014-04-22,50664453
2014-04-23,98735259
2014-04-24,189978082
2014-04-25,97568814
2014-04-28,167371680
2014-04-29,84344673
2014-04-30,114220883
2014-05-01,61052418
2014-05-02,47878572
2014-05-05,71766758
2014-05-06,93641373
2014-05-07,70715988
2014-05-08,57574363
2014-05-09,72899498
2014-05-12,53324677
2014-05-13,39934594
2014-05-14,41600846
2014-05-15,57711731
2014-05-16,69091834
2014-05-19,79439024
2014-05-20,58708986
2014-05-21,49249914
2014-05-22,50218945
2014-05-23,58052491
2014-05-27,87216605
2014-05-28,78921885
2014-05-29,94118633
2014-05-30,141005137
2014-06-02,92337903
2014-06-03,73231620
2014-06-04,83870521
2014-06-05,75951141
2014-06-06,87620911
2014-06-09,75414804
2014-06-10,62777042
2014-06-11,45681114
2014-06-12,54748791
2014-06-13,54525280
2014-06-16,35561270
2014-06-17,29726347
2014-06-18,33514108
2014-06-19,35527686
2014-06-20,100898066
2014-06-23,43694391
2014-06-24,39036087
2014-06-25,36868541
2014-06-26,32629359
2014-06-27,64028803
2014-06-30,49589028
2014-07-01,38223477
2014-07-02,28465073
2014-07-03,22891753
2014-07-07,56467939
2014-07-08,65221678
2014-07-09,36436440
2014-07-10,39685552
2014-07-11,34018228
2014-07-14,42810155
2014-07-15,45696176
2014-07-16,53502415
2014-07-17,57298243
2014-07-18,49987593
2014-07-21,39079002
2014-07-22,55196597
2014-07-23,92917719
2014-07-24,45728843
2014-07-25,43469117
2014-07-28,55317689
2014-07-29,43143095
2014-07-30,33010001
2014-07-31,56842647
2014-08-01,48511286
2014-08-04,39958144
2014-08-05,55932663
2014-08-06,38558342
2014-08-07,46711179
2014-08-08,41865193
2014-08-11,36584844
2014-08-12,33795352
2014-08-13,31916439
2014-08-14,28115566
2014-08-15,48951331
2014-08-18,47572413
2014-08-19,69399270
2014-08-20,52699192
2014-08-21,33478198
2014-08-22,44183834
2014-08-25,40270173
2014-08-26,33151984
2014-08-27,52369011
2014-08-28,68459801
2014-08-29,44595247
2014-09-02,53564262
2014-09-03,125420521
2014-09-04,85718221
2014-09-05,58457035
2014-09-08,46356742
2014-09-09,189846255
2014-09-10,100869587
2014-09-11,62399743
2014-09-12,64096903
2014-09-15,61316516
2014-09-16,66908133
2014-09-17,60926498
2014-09-18,37299435
2014-09-19,70902406
2014-09-22,52788426
2014-09-23,63402196
2014-09-24,60171828
2014-09-25,100091990
2014-09-26,62370501
2014-09-29,49766312
2014-09-30,55264139
2014-10-01,51491286
2014-10-02,47757828
2014-10-03,43469585
2014-10-06,37051182
2014-10-07,42094183
2014-10-08,57404674
2014-10-09,77376525
2014-10-10,66331592
2014-10-13,53583368
2014-10-14,63688562
2014-10-15,100933600
2014-10-16,72154523
2014-10-17,68179688
2014-10-20,77517279
2014-10-21,94623904
2014-10-22,68263146
2014-10-23,71074674
2014-10-24,47053916
2014-10-27,34187701
2014-10-28,48060949
2014-10-29,52687879
2014-10-30,40654793
2014-10-31,44639285
2014-11-03,52282550
2014-11-04,41574365
2014-11-05,37435905
2014-11-06,34968457
2014-11-07,33691535
2014-11-10,27195547
2014-11-11,27442252
2014-11-12,46942431
2014-11-13,59522855
2014-11-14,44063595
2014-11-17,46746712
2014-11-18,44223978
2014-11-19,41869160
2014-11-20,43395537
2014-11-21,57179298
2014-11-24,47450824
2014-11-25,68840440
2014-11-26,40831886
2014-11-28,24814402
2014-12-01,83814037
2014-12-02,59348940
2014-12-03,43063440
2014-12-04,42155776
2014-12-05,38318895
2014-12-08,57664850
2014-12-09,60208036
2014-12-10,44565318
2014-12-11,41471578
2014-12-12,56028138
2014-12-15,67218082
2014-12-16,60790733
2014-12-17,53411773
2014-12-18,59006218
2014-12-19,88429770
2014-12-22,45167549
2014-12-23,26028419
2014-12-24,14479611
2014-12-26,33720951
2014-12-29,27598920
2014-12-30,29881477
2014-12-31,41403351
2015-01-02,53204626
2015-01-05,64285491
2015-01-06,65797116
2015-01-07,40105934
2015-01-08,59364547
2015-01-09,53699527
2015-01-12,49650790
2015-01-13,67091928
2015-01-14,48956588
2015-01-15,60013996
2015-01-16,78513345
2015-01-20,49899907
2015-01-21,48575897
2015-01-22,53796409
2015-01-23,46464828
2015-01-26,55614979
2015-01-27,95568749
2015-01-28,146477063
2015-01-29,84436432
2015-01-30,83745461
2015-02-02,62739100
2015-02-03,51915749
2015-02-04,70149743
2015-02-05,42246245
2015-02-06,43706567
2015-02-09,38889797
2015-02-10,62008506
2015-02-11,73561797
2015-02-12,74474466
2015-02-13,54272219
2015-02-17,63152405
2015-02-18,44891737
2015-02-19,37362381
2015-02-20,48948419
2015-02-23,70974110
2015-02-24,69228130
2015-02-25,74711746
2015-02-26,91287529
2015-02-27,62014847
2015-03-02,48096663
2015-03-03,37816283
2015-03-04,31666340
2015-03-05,56517146
2015-03-06,72842060
2015-03-09,88528487
2015-03-10,68856582
2015-03-11,68938974
2015-03-12,48362719
2015-03-13,51827283
2015-03-16,35874300
2015-03-17,51023104
2015-03-18,65270945
2015-03-19,45809490
2015-03-20,68695136
2015-03-23,37709674
2015-03-24,32842304
2015-03-25,51655177
2015-03-26,47572869
2015-03-27,39546151
2015-03-30,47099670
2015-03-31,42090553
2015-04-01,40621437
2015-04-02,32220131
2015-04-06,37193975
2015-04-07,35012268
2015-04-08,37329243
2015-04-09,32483974
2015-04-10,40187953
2015-04-13,36365123
2015-04-14,25524593
2015-04-15,28970419
2015-04-16,28368987
2015-04-17,51957046
2015-04-20,47054310
2015-04-21,32435057
2015-04-22,37654505
2015-04-23,45770902
2015-04-24,44525905
2015-04-27,96954207
2015-04-28,118923970
2015-04-29,63386083
2015-04-30,83195423
2015-05-01,58512638
2015-05-04,50988278
2015-05-05,49271416
2015-05-06,72141010
2015-05-07,43940895
2015-05-08,55550382
2015-05-11,42035757
2015-05-12,48160032
2015-05-13,34694235
2015-05-14,45203456
2015-05-15,38208034
2015-05-18,50882918
2015-05-19,44633240
2015-05-20,36454932
2015-05-21,39730364
2015-05-22,45595972
2015-05-26,70697560
2015-05-27,45833246
2015-05-28,30733309
2015-05-29,50884452
2015-06-01,32112797
2015-06-02,33667627
2015-06-03,30983542
2015-06-04,38450118
2015-06-05,35626800
2015-06-08,52674786
2015-06-09,56075420
2015-06-10,39087250
2015-06-11,35390887
2015-06-12,36886246
2015-06-15,43988946
2015-06-16,31494131
2015-06-17,32918071
2015-06-18,35407220
2015-06-19,54716887
2015-06-22,34039345
2015-06-23,30268863
2015-06-24,55280855
2015-06-25,31938100
2015-06-26,44066841
2015-06-29,49161427
2015-06-30,44370682
2015-07-01,30238811
2015-07-02,27210952
2015-07-06,28060431
2015-07-07,46946811
2015-07-08,60761614
2015-07-09,78595038
2015-07-10,61354474
2015-07-13,41440538
2015-07-14,31768139
2015-07-15,33649200
2015-07-16,36222447
2015-07-17,46164710
2015-07-20,58900203
2015-07-21,76756427
2015-07-22,115450607
2015-07-23,50999452
2015-07-24,42162332
2015-07-27,44455540
2015-07-28,33618097
2015-07-29,37011653
2015-07-30,33628268
2015-07-31,42884953
2015-08-03,69975968
2015-08-04,124138623
2015-08-05,99312613
2015-08-06,52903040
2015-08-07,38670405
2015-08-10,54951597
2015-08-11,97082814
2015-08-12,101685610
2015-08-13,48535789
2015-08-14,42929516
2015-08-17,40884745
2015-08-18,34560708
2015-08-19,48286510
2015-08-20,67765523
2015-08-21,126289223
2015-08-24,161454199
2015-08-25,102240208
2015-08-26,96226269
2015-08-27,83265146
2015-08-28,52896384
2015-08-31,55962842
2015-09-01,75988194
2015-09-02,61520170
2015-09-03,52906410
2015-09-04,49628615
2015-09-08,54114204
2015-09-09,84344438
2015-09-10,62675234
2015-09-11,49441846
2015-09-14,58201862
2015-09-15,43004052
2015-09-16,36909956
2015-09-17,63462713
2015-09-18,73418992
2015-09-21,46554289
2015-09-22,49809010
2015-09-23,35645658
2015-09-24,49810647
2015-09-25,55842210
2015-09-28,51723929
2015-09-29,73135853
2015-09-30,66105030
2015-10-01,63747954
2015-10-02,57560431
2015-10-05,51723110
2015-10-06,48196751
2015-10-07,46602587
2015-10-08,61698450
2015-10-09,52533783
2015-10-12,30114425
2015-10-13,32424018
2015-10-14,44325611
2015-10-15,37340996
2015-10-16,38236278
2015-10-19,29606075
2015-10-20,48778770
2015-10-21,41795238
2015-10-22,41272693
2015-10-23,59139552
2015-10-26,66019504
2015-10-27,57953589
2015-10-28,85023324
2015-10-29,50240803
2015-10-30,48811991
2015-11-02,31761309
2015-11-03,45331025
2015-11-04,44343498
2015-11-05,39258480
2015-11-06,32931447
2015-11-09,33657546
2015-11-10,58635125
2015-11-11,45104903
2015-11-12,32262598
2015-11-13,45164053
2015-11-16,37651022
2015-11-17,27253964
2015-11-18,46163404
2015-11-19,42908179
2015-11-20,34103529
2015-11-23,32266736
2015-11-24,42426855
2015-11-25,21388308
2015-11-27,13043720
2015-11-30,37658671
2015-12-01,34700991
2015-12-02,33198964
2015-12-03,41569509
2015-12-04,57776977
2015-12-07,32084249
2015-12-08,34309450
2015-12-09,46361357
2015-12-10,29212727
2015-12-11,46886161
2015-12-14,64318732
2015-12-15,53323105
2015-12-16,56238467
2015-12-17,44772827
2015-12-18,96453327
2015-12-21,47590610
2015-12-22,32789367
2015-12-23,32657354
2015-12-24,13596680
2015-12-28,26704210
2015-12-29,30931243
2015-12-30,25213777
2015-12-31,40912316
2016-01-04,67281190
2016-01-05,55790992
2016-01-06,68457388
2016-01-07,81094428
2016-01-08,70798016
2016-01-11,49739377
2016-01-12,49154227
2016-01-13,61745031
2016-01-14,62424154
2016-01-15,79010008
2016-01-19,52841349
