time_captured,UNH_Low
2011-11-21,43.74
2011-11-22,43.98
2011-11-23,43.42
2011-11-25,43.47
2011-11-28,44.39
2011-11-29,45.09
2011-11-30,46.99
2011-12-01,48.4
2011-12-02,48.03
2011-12-05,47.91
2011-12-06,48.08
2011-12-07,47.82
2011-12-08,47.98
2011-12-09,48.12
2011-12-12,47.94
2011-12-13,47.7
2011-12-14,47.63
2011-12-15,47.88
2011-12-16,48.71
2011-12-19,48.84
2011-12-20,49.36
2011-12-21,49.55
2011-12-22,49.85
2011-12-23,50.69
2011-12-27,51.09
2011-12-28,50.66
2011-12-29,50.89
2011-12-30,50.68
2012-01-03,51.11
2012-01-04,51.25
2012-01-05,51.8
2012-01-06,52.48
2012-01-09,52.46
2012-01-10,52.37
2012-01-11,52.06
2012-01-12,52.53
2012-01-13,51.93
2012-01-17,52.87
2012-01-18,52.93
2012-01-19,51.42
2012-01-20,51.61
2012-01-23,51.96
2012-01-24,51.23
2012-01-25,49.82
2012-01-26,49.9
2012-01-27,50.32
2012-01-30,50.07
2012-01-31,51.38
2012-02-01,52.12
2012-02-02,52.01
2012-02-03,50.75
2012-02-06,50.68
2012-02-07,50.91
2012-02-08,51.65
2012-02-09,52.2
2012-02-10,52.31
2012-02-13,53.38
2012-02-14,53.57
2012-02-15,54.22
2012-02-16,54.26
2012-02-17,54.54
2012-02-21,54.88
2012-02-22,54.68
2012-02-23,54.66
2012-02-24,55.0
2012-02-27,55.27
2012-02-28,55.25
2012-02-29,55.56
2012-03-01,55.59
2012-03-02,55.37
2012-03-05,55.04
2012-03-06,54.12
2012-03-07,54.24
2012-03-08,54.81
2012-03-09,55.5
2012-03-12,54.95
2012-03-13,54.7
2012-03-14,55.04
2012-03-15,55.54
2012-03-16,55.4
2012-03-19,55.8
2012-03-20,54.73
2012-03-21,53.96
2012-03-22,53.4
2012-03-23,53.52
2012-03-26,53.86
2012-03-27,54.18
2012-03-28,54.88
2012-03-29,54.98
2012-03-30,57.74
2012-04-02,58.11
2012-04-03,58.72
2012-04-04,58.67
2012-04-05,58.6
2012-04-09,58.01
2012-04-10,57.22
2012-04-11,57.85
2012-04-12,57.72
2012-04-13,57.74
2012-04-16,57.36
2012-04-17,57.3
2012-04-18,57.11
2012-04-19,56.99
2012-04-20,58.93
2012-04-23,58.9
2012-04-24,58.47
2012-04-25,58.67
2012-04-26,56.47
2012-04-27,57.59
2012-04-30,55.48
2012-05-01,56.15
2012-05-02,56.57
2012-05-03,55.39
2012-05-04,54.66
2012-05-07,54.26
2012-05-08,54.91
2012-05-09,54.85
2012-05-10,55.03
2012-05-11,55.02
2012-05-14,54.57
2012-05-15,54.76
2012-05-16,54.84
2012-05-17,54.73
2012-05-18,53.78
2012-05-21,54.08
2012-05-22,55.5
2012-05-23,54.7
2012-05-24,55.01
2012-05-25,55.87
2012-05-29,55.5
2012-05-30,55.78
2012-05-31,55.46
2012-06-01,54.94
2012-06-04,54.69
2012-06-05,54.72
2012-06-06,56.5
2012-06-07,57.4
2012-06-08,56.84
2012-06-11,57.4
2012-06-12,57.0
2012-06-13,57.57
2012-06-14,57.89
2012-06-15,58.51
2012-06-18,58.18
2012-06-19,59.37
2012-06-20,59.3
2012-06-21,58.27
2012-06-22,58.41
2012-06-25,57.65
2012-06-26,57.23
2012-06-27,58.82
2012-06-28,55.34
2012-06-29,57.87
2012-07-02,55.96
2012-07-03,54.74
2012-07-05,54.86
2012-07-06,55.15
2012-07-09,55.53
2012-07-10,55.24
2012-07-11,55.7
2012-07-12,54.44
2012-07-13,54.57
2012-07-16,54.72
2012-07-17,54.89
2012-07-18,54.87
2012-07-19,53.63
2012-07-20,54.86
2012-07-23,53.97
2012-07-24,54.31
2012-07-25,51.01
2012-07-26,50.89
2012-07-27,51.69
2012-07-30,52.89
2012-07-31,51.08
2012-08-01,50.75
2012-08-02,50.32
2012-08-03,50.62
2012-08-06,50.97
2012-08-07,51.21
2012-08-08,51.91
2012-08-09,51.69
2012-08-10,51.7
2012-08-13,51.41
2012-08-14,51.81
2012-08-15,51.81
2012-08-16,52.78
2012-08-17,52.88
2012-08-20,52.75
2012-08-21,53.25
2012-08-22,53.35
2012-08-23,53.76
2012-08-24,53.81
2012-08-27,53.88
2012-08-28,54.21
2012-08-29,54.36
2012-08-30,54.27
2012-08-31,54.21
2012-09-04,54.0
2012-09-05,54.18
2012-09-06,54.5
2012-09-07,54.7
2012-09-10,53.54
2012-09-11,52.69
2012-09-12,52.68
2012-09-13,52.58
2012-09-14,53.77
2012-09-17,54.01
2012-09-18,54.3
2012-09-19,54.73
2012-09-20,54.41
2012-09-21,54.91
2012-09-24,55.85
2012-09-25,55.84
2012-09-26,55.75
2012-09-27,55.7
2012-09-28,55.18
2012-10-01,55.52
2012-10-02,56.31
2012-10-03,56.63
2012-10-04,57.01
2012-10-05,56.84
2012-10-08,57.32
2012-10-09,57.1
2012-10-10,56.93
2012-10-11,57.33
2012-10-12,56.92
2012-10-15,56.92
2012-10-16,56.26
2012-10-17,55.65
2012-10-18,55.76
2012-10-19,55.37
2012-10-22,55.45
2012-10-23,55.35
2012-10-24,55.77
2012-10-25,55.8
2012-10-26,55.34
2012-10-31,55.51
2012-11-01,55.86
2012-11-02,55.99
2012-11-05,54.83
2012-11-06,54.65
2012-11-07,53.39
2012-11-08,53.42
2012-11-09,52.64
2012-11-12,52.05
2012-11-13,52.0
2012-11-14,51.1
2012-11-15,51.09
2012-11-16,51.14
2012-11-19,51.85
2012-11-20,52.66
2012-11-21,52.82
2012-11-23,53.5
2012-11-26,52.76
2012-11-27,52.55
2012-11-28,52.24
2012-11-29,53.0
2012-11-30,54.07
2012-12-03,53.82
2012-12-04,53.52
2012-12-05,53.61
2012-12-06,53.28
2012-12-07,53.39
2012-12-10,53.74
2012-12-11,54.08
2012-12-12,54.9
2012-12-13,54.31
2012-12-14,53.92
2012-12-17,53.98
2012-12-18,54.47
2012-12-19,54.43
2012-12-20,54.45
2012-12-21,54.43
2012-12-24,54.53
2012-12-26,54.12
2012-12-27,53.95
2012-12-28,53.8
2012-12-31,53.49
2013-01-02,54.01
2013-01-03,51.85
2013-01-04,52.06
2013-01-07,51.55
2013-01-08,51.36
2013-01-09,51.5
2013-01-10,52.33
2013-01-11,52.33
2013-01-14,52.6
2013-01-15,53.21
2013-01-16,53.34
2013-01-17,53.17
2013-01-18,54.22
2013-01-22,54.56
2013-01-23,55.45
2013-01-24,55.9
2013-01-25,55.72
2013-01-28,55.8
2013-01-29,55.68
2013-01-30,55.92
2013-01-31,55.21
2013-02-01,55.37
2013-02-04,55.32
2013-02-05,56.83
2013-02-06,57.1
2013-02-07,56.65
2013-02-08,57.12
2013-02-11,57.05
2013-02-12,56.93
2013-02-13,56.75
2013-02-14,56.75
2013-02-15,57.04
2013-02-19,54.04
2013-02-20,55.19
2013-02-21,54.88
2013-02-22,54.25
2013-02-25,53.29
2013-02-26,52.51
2013-02-27,52.93
2013-02-28,53.39
2013-03-01,52.88
2013-03-04,53.13
2013-03-05,53.18
2013-03-06,53.35
2013-03-07,53.68
2013-03-08,53.52
2013-03-11,53.75
2013-03-12,54.08
2013-03-13,54.35
2013-03-14,54.06
2013-03-15,54.42
2013-03-18,54.28
2013-03-19,54.92
2013-03-20,54.81
2013-03-21,54.63
2013-03-22,54.23
2013-03-25,54.44
2013-03-26,55.09
2013-03-27,55.44
2013-03-28,56.49
2013-04-01,57.01
2013-04-02,61.5
2013-04-03,61.62
2013-04-04,61.49
2013-04-05,61.65
2013-04-08,61.3
2013-04-09,61.95
2013-04-10,62.09
2013-04-11,62.33
2013-04-12,62.62
2013-04-15,61.58
2013-04-16,61.77
2013-04-17,61.96
2013-04-18,58.03
2013-04-19,59.47
2013-04-22,58.64
2013-04-23,58.12
2013-04-24,58.72
2013-04-25,58.61
2013-04-26,59.13
2013-04-29,59.81
2013-04-30,59.21
2013-05-01,59.3
2013-05-02,59.39
2013-05-03,58.87
2013-05-06,59.32
2013-05-07,59.93
2013-05-08,60.31
2013-05-09,61.46
2013-05-10,61.81
2013-05-13,62.26
2013-05-14,61.55
2013-05-15,61.16
2013-05-16,61.2
2013-05-17,62.22
2013-05-20,62.42
2013-05-21,62.45
2013-05-22,61.53
2013-05-23,61.82
2013-05-24,61.49
2013-05-28,62.4
2013-05-29,62.81
2013-05-30,63.02
2013-05-31,62.6
2013-06-03,62.09
2013-06-04,61.92
2013-06-05,61.65
2013-06-06,60.95
2013-06-07,61.7
2013-06-10,62.57
2013-06-11,62.7
2013-06-12,63.62
2013-06-13,63.15
2013-06-14,63.59
2013-06-17,64.1
2013-06-18,64.46
2013-06-19,65.23
2013-06-20,63.65
2013-06-21,63.43
2013-06-24,63.46
2013-06-25,63.66
2013-06-26,64.02
2013-06-27,64.96
2013-06-28,65.04
2013-07-01,65.52
2013-07-02,65.05
2013-07-03,64.65
2013-07-05,65.27
2013-07-08,66.36
2013-07-09,67.29
2013-07-10,67.61
2013-07-11,67.65
2013-07-12,67.69
2013-07-15,67.46
2013-07-16,66.56
2013-07-17,65.92
2013-07-18,68.91
2013-07-19,70.16
2013-07-22,71.4
2013-07-23,71.82
2013-07-24,72.18
2013-07-25,71.7
2013-07-26,71.56
2013-07-29,71.96
2013-07-30,71.98
2013-07-31,72.47
2013-08-01,72.9
2013-08-02,71.93
2013-08-05,72.3
2013-08-06,72.53
2013-08-07,72.62
2013-08-08,72.86
2013-08-09,72.27
2013-08-12,72.01
2013-08-13,72.31
2013-08-14,72.31
2013-08-15,71.37
2013-08-16,71.0
2013-08-19,71.46
2013-08-20,71.61
2013-08-21,71.47
2013-08-22,71.83
2013-08-23,71.91
2013-08-26,72.28
2013-08-27,71.32
2013-08-28,71.35
2013-08-29,71.15
2013-08-30,71.49
2013-09-03,71.79
2013-09-04,72.2
2013-09-05,73.14
2013-09-06,72.55
2013-09-09,73.78
2013-09-10,73.84
2013-09-11,74.33
2013-09-12,74.7
2013-09-13,74.12
2013-09-16,74.97
2013-09-17,73.93
2013-09-18,72.44
2013-09-19,70.62
2013-09-20,70.4
2013-09-23,70.62
2013-09-24,71.63
2013-09-25,71.86
2013-09-26,71.92
2013-09-27,71.5
2013-09-30,71.01
2013-10-01,71.65
2013-10-02,72.07
2013-10-03,72.26
2013-10-04,72.23
2013-10-07,72.16
2013-10-08,71.43
2013-10-09,71.18
2013-10-10,71.84
2013-10-11,73.5
2013-10-14,73.52
2013-10-15,73.76
2013-10-16,74.38
2013-10-17,71.05
2013-10-18,67.54
2013-10-21,67.09
2013-10-22,68.22
2013-10-23,67.65
2013-10-24,67.18
2013-10-25,67.28
2013-10-28,66.72
2013-10-29,66.85
2013-10-30,67.77
2013-10-31,67.86
2013-11-01,67.95
2013-11-04,68.36
2013-11-05,68.27
2013-11-06,68.8
2013-11-07,69.66
2013-11-08,69.64
2013-11-11,70.29
2013-11-12,69.87
2013-11-13,69.81
2013-11-14,70.94
2013-11-15,71.09
2013-11-18,71.5
2013-11-19,71.26
2013-11-20,71.66
2013-11-21,72.37
2013-11-22,72.8
2013-11-25,73.79
2013-11-26,74.05
2013-11-27,74.08
2013-11-29,74.23
2013-12-02,73.64
2013-12-03,72.92
2013-12-04,72.54
2013-12-05,72.54
2013-12-06,72.84
2013-12-09,73.43
2013-12-10,73.68
2013-12-11,71.9
2013-12-12,70.91
2013-12-13,70.46
2013-12-16,70.53
2013-12-17,70.2
2013-12-18,70.7
2013-12-19,71.67
2013-12-20,72.62
2013-12-23,73.71
2013-12-24,73.92
2013-12-26,74.28
2013-12-27,74.58
2013-12-30,74.31
2013-12-31,74.63
2014-01-02,74.51
2014-01-03,74.6
2014-01-06,74.12
2014-01-07,74.94
2014-01-08,75.48
2014-01-09,75.65
2014-01-10,74.55
2014-01-13,73.68
2014-01-14,73.69
2014-01-15,73.99
2014-01-16,72.15
2014-01-17,72.3
2014-01-21,72.41
2014-01-22,73.24
2014-01-23,72.49
2014-01-24,71.38
2014-01-27,71.14
2014-01-28,71.47
2014-01-29,70.84
2014-01-30,71.53
2014-01-31,71.45
2014-02-03,70.64
2014-02-04,69.8
2014-02-05,69.84
2014-02-06,70.09
2014-02-07,70.11
2014-02-10,69.57
2014-02-11,69.58
2014-02-12,69.98
2014-02-13,69.93
2014-02-14,71.0
2014-02-18,73.45
2014-02-19,73.42
2014-02-20,73.23
2014-02-21,73.34
2014-02-24,74.0
2014-02-25,75.13
2014-02-26,74.78
2014-02-27,75.6
2014-02-28,75.8
2014-03-03,76.53
2014-03-04,77.54
2014-03-05,77.58
2014-03-06,77.55
2014-03-07,77.04
2014-03-10,77.11
2014-03-11,77.52
2014-03-12,77.23
2014-03-13,76.96
2014-03-14,75.65
2014-03-17,76.09
2014-03-18,76.77
2014-03-19,77.94
2014-03-20,79.43
2014-03-21,81.3
2014-03-24,80.86
2014-03-25,80.98
2014-03-26,81.07
2014-03-27,80.78
2014-03-28,81.26
2014-03-31,81.41
2014-04-01,81.58
2014-04-02,81.27
2014-04-03,81.6
2014-04-04,81.37
2014-04-07,80.75
2014-04-08,80.11
2014-04-09,80.5
2014-04-10,79.78
2014-04-11,78.82
2014-04-14,78.38
2014-04-15,78.06
2014-04-16,77.47
2014-04-17,73.61
2014-04-21,74.79
2014-04-22,74.95
2014-04-23,75.11
2014-04-24,75.91
2014-04-25,75.23
2014-04-28,75.42
2014-04-29,74.88
2014-04-30,74.92
2014-05-01,74.26
2014-05-02,74.51
2014-05-05,74.3
2014-05-06,74.89
2014-05-07,75.08
2014-05-08,76.74
2014-05-09,76.62
2014-05-12,77.1
2014-05-13,77.53
2014-05-14,76.94
2014-05-15,76.23
2014-05-16,76.01
2014-05-19,76.36
2014-05-20,76.36
2014-05-21,76.63
2014-05-22,77.63
2014-05-23,78.36
2014-05-27,78.66
2014-05-28,78.3
2014-05-29,78.08
2014-05-30,78.88
2014-06-02,79.32
2014-06-03,79.28
2014-06-04,79.48
2014-06-05,79.68
2014-06-06,79.57
2014-06-09,79.26
2014-06-10,79.47
2014-06-11,79.42
2014-06-12,79.1
2014-06-13,78.6
2014-06-16,77.81
2014-06-17,77.53
2014-06-18,77.78
2014-06-19,79.26
2014-06-20,80.46
2014-06-23,80.98
2014-06-24,81.42
2014-06-25,80.81
2014-06-26,81.66
2014-06-27,81.31
2014-06-30,81.6
2014-07-01,81.65
2014-07-02,81.07
2014-07-03,82.32
2014-07-07,81.79
2014-07-08,81.38
2014-07-09,81.89
2014-07-10,81.05
2014-07-11,81.73
2014-07-14,83.21
2014-07-15,83.73
2014-07-16,83.22
2014-07-17,83.43
2014-07-18,84.43
2014-07-21,84.03
2014-07-22,85.47
2014-07-23,85.77
2014-07-24,85.29
2014-07-25,84.0
2014-07-28,84.6
2014-07-29,83.99
2014-07-30,81.72
2014-07-31,80.54
2014-08-01,80.56
2014-08-04,81.16
2014-08-05,80.57
2014-08-06,80.74
2014-08-07,79.16
2014-08-08,78.74
2014-08-11,79.76
2014-08-12,79.53
2014-08-13,80.38
2014-08-14,80.16
2014-08-15,80.81
2014-08-18,81.35
2014-08-19,82.05
2014-08-20,82.36
2014-08-21,83.59
2014-08-22,83.46
2014-08-25,83.95
2014-08-26,84.15
2014-08-27,84.96
2014-08-28,85.52
2014-08-29,86.35
2014-09-02,85.76
2014-09-03,86.42
2014-09-04,86.71
2014-09-05,86.74
2014-09-08,87.42
2014-09-09,87.49
2014-09-10,86.69
2014-09-11,86.2
2014-09-12,85.86
2014-09-15,85.83
2014-09-16,85.85
2014-09-17,86.47
2014-09-18,87.19
2014-09-19,87.64
2014-09-22,87.48
2014-09-23,86.38
2014-09-24,86.6
2014-09-25,86.03
2014-09-26,85.91
2014-09-29,85.58
2014-09-30,86.12
2014-10-01,84.61
2014-10-02,83.73
2014-10-03,85.07
2014-10-06,84.95
2014-10-07,83.93
2014-10-08,83.99
2014-10-09,84.63
2014-10-10,85.05
2014-10-13,83.76
2014-10-14,82.55
2014-10-15,80.72
2014-10-16,84.1
2014-10-17,86.75
2014-10-20,88.0
2014-10-21,88.85
2014-10-22,89.71
2014-10-23,90.42
2014-10-24,90.59
2014-10-27,91.38
2014-10-28,90.36
2014-10-29,92.68
2014-10-30,92.5
2014-10-31,94.31
2014-11-03,94.5
2014-11-04,94.24
2014-11-05,95.02
2014-11-06,95.9
2014-11-07,93.01
2014-11-10,93.5
2014-11-11,94.72
2014-11-12,94.52
2014-11-13,95.4
2014-11-14,94.87
2014-11-17,94.84
2014-11-18,96.85
2014-11-19,96.79
2014-11-20,96.17
2014-11-21,96.59
2014-11-24,96.51
2014-11-25,96.91
2014-11-26,97.82
2014-11-28,98.43
2014-12-01,98.01
2014-12-02,98.2
2014-12-03,99.7
2014-12-04,99.42
2014-12-05,99.68
2014-12-08,99.64
2014-12-09,98.75
2014-12-10,99.01
2014-12-11,99.24
2014-12-12,98.69
2014-12-15,97.41
2014-12-16,95.75
2014-12-17,96.17
2014-12-18,99.91
2014-12-19,102.0
2014-12-22,102.47
2014-12-23,102.44
2014-12-24,102.54
2014-12-26,102.16
2014-12-29,101.83
2014-12-30,102.25
2014-12-31,101.03
2015-01-02,100.01
2015-01-05,98.74
2015-01-06,98.46
2015-01-07,98.92
2015-01-08,100.72
2015-01-09,102.9
2015-01-12,101.91
2015-01-13,101.84
2015-01-14,101.18
2015-01-15,103.13
2015-01-16,103.65
2015-01-20,104.5
2015-01-21,105.62
2015-01-22,109.33
2015-01-23,112.0
2015-01-26,110.76
2015-01-27,109.92
2015-01-28,108.45
2015-01-29,106.74
2015-01-30,106.14
2015-02-02,105.07
2015-02-03,106.52
2015-02-04,106.75
2015-02-05,108.32
2015-02-06,107.19
2015-02-09,106.28
2015-02-10,107.13
2015-02-11,108.38
2015-02-12,108.83
2015-02-13,108.68
2015-02-17,108.52
2015-02-18,108.95
2015-02-19,109.44
2015-02-20,109.44
2015-02-23,112.85
2015-02-24,115.32
2015-02-25,113.72
2015-02-26,113.37
2015-02-27,113.41
2015-03-02,113.75
2015-03-03,112.36
2015-03-04,111.65
2015-03-05,114.07
2015-03-06,112.61
2015-03-09,112.87
2015-03-10,112.46
2015-03-11,112.64
2015-03-12,113.15
2015-03-13,113.53
2015-03-16,115.82
2015-03-17,116.92
2015-03-18,116.73
2015-03-19,119.82
2015-03-20,119.0
2015-03-23,118.59
2015-03-24,118.08
2015-03-25,116.51
2015-03-26,114.6
2015-03-27,116.02
2015-03-30,120.53
2015-03-31,118.22
2015-04-01,116.54
2015-04-02,116.87
2015-04-06,115.95
2015-04-07,117.27
2015-04-08,117.47
2015-04-09,117.6
2015-04-10,117.97
2015-04-13,119.13
2015-04-14,118.52
2015-04-15,116.55
2015-04-16,120.52
2015-04-17,117.74
2015-04-20,118.07
2015-04-21,118.76
2015-04-22,117.17
2015-04-23,116.96
2015-04-24,118.02
2015-04-27,116.07
2015-04-28,114.28
2015-04-29,112.04
2015-04-30,111.12
2015-05-01,111.74
2015-05-04,113.45
2015-05-05,113.01
2015-05-06,112.66
2015-05-07,113.11
2015-05-08,115.05
2015-05-11,114.72
2015-05-12,113.83
2015-05-13,114.62
2015-05-14,116.21
2015-05-15,118.31
2015-05-18,118.84
2015-05-19,119.69
2015-05-20,120.03
2015-05-21,120.05
2015-05-22,119.14
2015-05-26,117.7
2015-05-27,118.26
2015-05-28,118.29
2015-05-29,117.74
2015-06-01,118.75
2015-06-02,117.41
2015-06-03,117.45
2015-06-04,116.03
2015-06-05,115.36
2015-06-08,116.32
2015-06-09,115.79
2015-06-10,116.73
2015-06-11,118.22
2015-06-12,117.5
2015-06-15,116.0
2015-06-16,119.0
2015-06-17,119.16
2015-06-18,119.92
2015-06-19,119.9
2015-06-22,119.94
2015-06-23,121.01
2015-06-24,119.1
2015-06-25,119.5
2015-06-26,122.73
2015-06-29,121.11
2015-06-30,121.0
2015-07-01,122.22
2015-07-02,121.02
2015-07-06,119.26
2015-07-07,117.81
2015-07-08,118.4
2015-07-09,119.31
2015-07-10,120.7
2015-07-13,121.81
2015-07-14,122.0
2015-07-15,123.81
2015-07-16,122.1
2015-07-17,123.7
2015-07-20,122.33
2015-07-21,120.34
2015-07-22,120.08
2015-07-23,118.76
2015-07-24,117.58
2015-07-27,116.66
2015-07-28,118.5
2015-07-29,120.62
2015-07-30,119.55
2015-07-31,120.47
2015-08-03,120.14
2015-08-04,120.23
2015-08-05,121.76
2015-08-06,121.8
2015-08-07,120.26
2015-08-10,121.94
2015-08-11,121.27
2015-08-12,119.05
2015-08-13,120.29
2015-08-14,120.26
2015-08-17,120.3
2015-08-18,123.82
2015-08-19,122.85
2015-08-20,119.79
2015-08-21,116.01
2015-08-24,95.0
2015-08-25,109.8
2015-08-26,110.28
2015-08-27,114.96
2015-08-28,116.0
2015-08-31,115.16
2015-09-01,112.07
2015-09-02,112.53
2015-09-03,113.46
2015-09-04,111.26
2015-09-08,113.67
2015-09-09,114.83
2015-09-10,114.73
2015-09-11,115.86
2015-09-14,117.15
2015-09-15,117.43
2015-09-16,119.55
2015-09-17,120.9
2015-09-18,121.82
2015-09-21,121.39
2015-09-22,121.44
2015-09-23,122.04
2015-09-24,119.27
2015-09-25,115.23
2015-09-28,111.0
2015-09-29,111.61
2015-09-30,114.88
2015-10-01,114.91
2015-10-02,114.82
2015-10-05,118.13
2015-10-06,114.67
2015-10-07,114.6
2015-10-08,114.9
2015-10-09,115.96
2015-10-12,118.56
2015-10-13,121.59
2015-10-14,120.84
2015-10-15,115.96
2015-10-16,118.58
2015-10-19,119.2
2015-10-20,119.69
2015-10-21,115.27
2015-10-22,110.07
2015-10-23,114.04
2015-10-26,115.0
2015-10-27,115.9
2015-10-28,115.91
2015-10-29,119.5
2015-10-30,117.78
2015-11-02,117.84
2015-11-03,116.25
2015-11-04,114.06
2015-11-05,113.63
2015-11-06,114.01
2015-11-09,113.01
2015-11-10,114.03
2015-11-11,114.35
2015-11-12,112.53
2015-11-13,111.18
2015-11-16,110.79
2015-11-17,113.17
2015-11-18,113.75
2015-11-19,109.61
2015-11-20,110.6
2015-11-23,112.1
2015-11-24,111.06
2015-11-25,113.0
2015-11-27,114.08
2015-11-30,112.62
2015-12-01,113.05
2015-12-02,116.11
2015-12-03,114.43
2015-12-04,115.24
2015-12-07,115.2
2015-12-08,113.95
2015-12-09,114.66
2015-12-10,114.34
2015-12-11,114.62
2015-12-14,114.43
2015-12-15,116.66
2015-12-16,116.9
2015-12-17,118.64
2015-12-18,115.82
2015-12-21,116.0
2015-12-22,116.21
2015-12-23,117.55
2015-12-24,118.29
2015-12-28,117.38
2015-12-29,118.7
2015-12-30,118.66
2015-12-31,117.36
2016-01-04,114.52
2016-01-05,116.21
2016-01-06,114.5
2016-01-07,111.42
2016-01-08,109.76
2016-01-11,108.19
2016-01-12,110.05
2016-01-13,108.93
2016-01-14,107.51
2016-01-15,107.79
2016-01-19,109.6
2016-01-20,110.15
2016-01-21,112.26
2016-01-22,113.89
2016-01-25,112.85
2016-01-26,111.76
2016-01-27,111.84
2016-01-28,110.61
2016-01-29,110.62
2016-02-01,114.11
2016-02-02,113.27
2016-02-03,110.3
2016-02-04,112.04
2016-02-05,110.9
2016-02-08,108.83
2016-02-09,109.14
2016-02-10,111.33
2016-02-11,110.09
2016-02-12,110.21
2016-02-16,112.53
2016-02-17,115.2
2016-02-18,117.06
2016-02-19,116.02
2016-02-22,118.96
2016-02-23,120.27
2016-02-24,117.83
2016-02-25,119.82
2016-02-26,120.89
2016-02-29,118.97
2016-03-01,119.37
2016-03-02,120.37
2016-03-03,120.09
2016-03-04,120.74
2016-03-07,120.9
2016-03-08,120.73
2016-03-09,120.45
2016-03-10,120.41
2016-03-11,122.25
2016-03-14,124.36
2016-03-15,124.08
2016-03-16,124.1
2016-03-17,122.22
2016-03-18,124.53
2016-03-21,125.68
2016-03-22,126.02
2016-03-23,128.02
2016-03-24,127.17
2016-03-28,128.01
2016-03-29,128.54
2016-03-30,129.39
2016-03-31,128.29
2016-04-01,128.36
2016-04-04,128.88
2016-04-05,126.9
2016-04-06,126.88
2016-04-07,126.23
2016-04-08,125.26
2016-04-11,125.83
2016-04-12,125.4
2016-04-13,127.27
2016-04-14,127.56
2016-04-15,126.22
2016-04-18,126.6
2016-04-19,129.12
2016-04-20,130.9
2016-04-21,132.43
2016-04-22,133.05
2016-04-25,132.59
2016-04-26,133.0
2016-04-27,131.9
2016-04-28,131.68
2016-04-29,128.93
2016-05-02,130.92
2016-05-03,131.13
2016-05-04,130.58
2016-05-05,131.85
2016-05-06,130.6
2016-05-09,131.57
2016-05-10,132.58
2016-05-11,130.58
2016-05-12,128.75
2016-05-13,128.55
2016-05-16,128.53
2016-05-17,128.99
2016-05-18,128.93
2016-05-19,128.76
2016-05-20,130.2
2016-05-23,130.01
2016-05-24,130.31
2016-05-25,132.78
2016-05-26,132.66
2016-05-27,132.96
2016-05-31,133.48
2016-06-01,133.02
2016-06-02,134.01
2016-06-03,135.15
2016-06-06,136.51
2016-06-07,136.88
2016-06-08,137.0
2016-06-09,139.54
2016-06-10,138.64
2016-06-13,138.08
2016-06-14,137.34
2016-06-15,137.05
2016-06-16,136.38
2016-06-17,136.55
2016-06-20,138.14
2016-06-21,138.07
2016-06-22,137.63
2016-06-23,138.01
2016-06-24,135.15
2016-06-27,135.48
2016-06-28,137.65
2016-06-29,139.6
2016-06-30,140.24
2016-07-01,140.62
2016-07-05,140.03
2016-07-06,140.97
2016-07-07,139.95
2016-07-08,139.55
2016-07-11,140.01
2016-07-12,139.37
2016-07-13,139.92
2016-07-14,140.47
2016-07-15,141.06
2016-07-18,139.62
2016-07-19,139.32
2016-07-20,142.81
2016-07-21,142.13
2016-07-22,142.92
2016-07-25,141.41
2016-07-26,141.02
2016-07-27,139.91
2016-07-28,141.19
2016-07-29,141.6
2016-08-01,143.04
2016-08-02,142.34
2016-08-03,142.43
2016-08-04,142.26
2016-08-05,142.4
2016-08-08,141.86
2016-08-09,141.68
2016-08-10,140.93
2016-08-11,141.44
2016-08-12,141.5
2016-08-15,141.49
2016-08-16,140.33
2016-08-17,140.66
2016-08-18,141.27
2016-08-19,141.22
2016-08-22,141.71
2016-08-23,141.75
2016-08-24,139.52
2016-08-25,137.03
2016-08-26,135.99
2016-08-29,136.48
2016-08-30,136.24
2016-08-31,135.55
2016-09-01,135.35
2016-09-02,135.76
2016-09-06,135.63
2016-09-07,134.2
2016-09-08,134.41
2016-09-09,133.62
2016-09-12,132.39
2016-09-13,133.37
2016-09-14,132.98
2016-09-15,132.88
2016-09-16,135.53
2016-09-19,137.52
2016-09-20,137.06
2016-09-21,137.99
2016-09-22,140.33
2016-09-23,140.36
2016-09-26,138.9
2016-09-27,138.69
2016-09-28,139.66
2016-09-29,137.84
2016-09-30,138.42
2016-10-03,138.02
2016-10-04,137.16
2016-10-05,136.6
2016-10-06,135.66
2016-10-07,135.98
2016-10-10,136.97
2016-10-11,134.37
2016-10-12,133.64
2016-10-13,133.61
2016-10-14,133.89
2016-10-17,133.03
2016-10-18,137.87
2016-10-19,142.82
2016-10-20,143.98
2016-10-21,143.76
2016-10-24,144.02
2016-10-25,143.6
2016-10-26,141.88
2016-10-27,141.58
2016-10-28,139.44
2016-10-31,139.97
2016-11-01,138.82
2016-11-02,138.93
2016-11-03,137.65
2016-11-04,137.69
2016-11-07,139.55
2016-11-08,141.0
2016-11-09,136.22
2016-11-10,142.0
2016-11-11,146.01
2016-11-14,147.04
2016-11-15,151.51
2016-11-16,151.23
2016-11-17,150.19
2016-11-18,149.4
2016-11-21,148.56
2016-11-22,150.56
2016-11-23,150.96
2016-11-25,152.61
2016-11-28,150.0
2016-11-29,155.18
2016-11-30,157.07
2016-12-01,159.12
2016-12-02,160.56
2016-12-05,156.23
2016-12-06,156.26
2016-12-07,156.35
2016-12-08,158.0
