time_captured,wlk_7_sub_12_attitude.pitch
1970-01-01 00:00:00.000000000,-1.186396
1970-01-01 00:00:00.000000001,-1.178507
1970-01-01 00:00:00.000000002,-1.175792
1970-01-01 00:00:00.000000003,-1.178276
1970-01-01 00:00:00.000000004,-1.183094
1970-01-01 00:00:00.000000005,-1.188579
1970-01-01 00:00:00.000000006,-1.194473
1970-01-01 00:00:00.000000007,-1.201841
1970-01-01 00:00:00.000000008,-1.210336
1970-01-01 00:00:00.000000009,-1.218872
1970-01-01 00:00:00.000000010,-1.224155
1970-01-01 00:00:00.000000011,-1.226839
1970-01-01 00:00:00.000000012,-1.23885
1970-01-01 00:00:00.000000013,-1.263653
1970-01-01 00:00:00.000000014,-1.287457
1970-01-01 00:00:00.000000015,-1.301983
1970-01-01 00:00:00.000000016,-1.301694
1970-01-01 00:00:00.000000017,-1.291351
1970-01-01 00:00:00.000000018,-1.2863440000000002
1970-01-01 00:00:00.000000019,-1.292152
1970-01-01 00:00:00.000000020,-1.303227
1970-01-01 00:00:00.000000021,-1.316999
1970-01-01 00:00:00.000000022,-1.327738
1970-01-01 00:00:00.000000023,-1.337212
1970-01-01 00:00:00.000000024,-1.345187
1970-01-01 00:00:00.000000025,-1.350155
1970-01-01 00:00:00.000000026,-1.352355
1970-01-01 00:00:00.000000027,-1.351792
1970-01-01 00:00:00.000000028,-1.3497709999999998
1970-01-01 00:00:00.000000029,-1.347114
1970-01-01 00:00:00.000000030,-1.342684
1970-01-01 00:00:00.000000031,-1.336809
1970-01-01 00:00:00.000000032,-1.328473
1970-01-01 00:00:00.000000033,-1.317078
1970-01-01 00:00:00.000000034,-1.303805
1970-01-01 00:00:00.000000035,-1.288408
1970-01-01 00:00:00.000000036,-1.273691
1970-01-01 00:00:00.000000037,-1.261062
1970-01-01 00:00:00.000000038,-1.252501
1970-01-01 00:00:00.000000039,-1.247101
1970-01-01 00:00:00.000000040,-1.243059
1970-01-01 00:00:00.000000041,-1.238522
1970-01-01 00:00:00.000000042,-1.231282
1970-01-01 00:00:00.000000043,-1.222925
1970-01-01 00:00:00.000000044,-1.215438
1970-01-01 00:00:00.000000045,-1.211587
1970-01-01 00:00:00.000000046,-1.211533
1970-01-01 00:00:00.000000047,-1.21501
1970-01-01 00:00:00.000000048,-1.225714
1970-01-01 00:00:00.000000049,-1.2387629999999998
1970-01-01 00:00:00.000000050,-1.25397
1970-01-01 00:00:00.000000051,-1.273735
1970-01-01 00:00:00.000000052,-1.294964
1970-01-01 00:00:00.000000053,-1.313916
1970-01-01 00:00:00.000000054,-1.326215
1970-01-01 00:00:00.000000055,-1.333622
1970-01-01 00:00:00.000000056,-1.33584
1970-01-01 00:00:00.000000057,-1.336341
1970-01-01 00:00:00.000000058,-1.339393
1970-01-01 00:00:00.000000059,-1.338376
1970-01-01 00:00:00.000000060,-1.337132
1970-01-01 00:00:00.000000061,-1.330503
1970-01-01 00:00:00.000000062,-1.321319
1970-01-01 00:00:00.000000063,-1.312238
1970-01-01 00:00:00.000000064,-1.3024440000000002
1970-01-01 00:00:00.000000065,-1.289807
1970-01-01 00:00:00.000000066,-1.272863
1970-01-01 00:00:00.000000067,-1.25615
1970-01-01 00:00:00.000000068,-1.24399
1970-01-01 00:00:00.000000069,-1.236149
1970-01-01 00:00:00.000000070,-1.229765
1970-01-01 00:00:00.000000071,-1.22514
1970-01-01 00:00:00.000000072,-1.22176
1970-01-01 00:00:00.000000073,-1.220633
1970-01-01 00:00:00.000000074,-1.22248
1970-01-01 00:00:00.000000075,-1.227747
1970-01-01 00:00:00.000000076,-1.235254
1970-01-01 00:00:00.000000077,-1.241517
1970-01-01 00:00:00.000000078,-1.248784
1970-01-01 00:00:00.000000079,-1.256886
1970-01-01 00:00:00.000000080,-1.263596
1970-01-01 00:00:00.000000081,-1.268742
1970-01-01 00:00:00.000000082,-1.270327
1970-01-01 00:00:00.000000083,-1.271418
1970-01-01 00:00:00.000000084,-1.268712
1970-01-01 00:00:00.000000085,-1.264682
1970-01-01 00:00:00.000000086,-1.269835
1970-01-01 00:00:00.000000087,-1.286574
1970-01-01 00:00:00.000000088,-1.311125
1970-01-01 00:00:00.000000089,-1.3326209999999998
1970-01-01 00:00:00.000000090,-1.345782
1970-01-01 00:00:00.000000091,-1.350635
1970-01-01 00:00:00.000000092,-1.34766
1970-01-01 00:00:00.000000093,-1.341267
1970-01-01 00:00:00.000000094,-1.340106
1970-01-01 00:00:00.000000095,-1.34085
