time_captured,wlk_15_sub_1_attitude.pitch
1970-01-01 00:00:00.000000000,-1.408409
1970-01-01 00:00:00.000000001,-1.440007
1970-01-01 00:00:00.000000002,-1.432875
1970-01-01 00:00:00.000000003,-1.420133
1970-01-01 00:00:00.000000004,-1.412241
1970-01-01 00:00:00.000000005,-1.402676
1970-01-01 00:00:00.000000006,-1.382084
1970-01-01 00:00:00.000000007,-1.3582
1970-01-01 00:00:00.000000008,-1.340951
1970-01-01 00:00:00.000000009,-1.328111
1970-01-01 00:00:00.000000010,-1.313528
1970-01-01 00:00:00.000000011,-1.295605
1970-01-01 00:00:00.000000012,-1.277042
1970-01-01 00:00:00.000000013,-1.256739
1970-01-01 00:00:00.000000014,-1.2363030000000002
1970-01-01 00:00:00.000000015,-1.219159
1970-01-01 00:00:00.000000016,-1.206223
1970-01-01 00:00:00.000000017,-1.19828
1970-01-01 00:00:00.000000018,-1.19379
1970-01-01 00:00:00.000000019,-1.191516
1970-01-01 00:00:00.000000020,-1.19163
1970-01-01 00:00:00.000000021,-1.19595
1970-01-01 00:00:00.000000022,-1.208773
1970-01-01 00:00:00.000000023,-1.23417
1970-01-01 00:00:00.000000024,-1.273406
1970-01-01 00:00:00.000000025,-1.3233700000000002
1970-01-01 00:00:00.000000026,-1.383468
1970-01-01 00:00:00.000000027,-1.433552
1970-01-01 00:00:00.000000028,-1.448787
1970-01-01 00:00:00.000000029,-1.444034
1970-01-01 00:00:00.000000030,-1.420555
1970-01-01 00:00:00.000000031,-1.374694
1970-01-01 00:00:00.000000032,-1.3258370000000002
1970-01-01 00:00:00.000000033,-1.28469
1970-01-01 00:00:00.000000034,-1.251984
1970-01-01 00:00:00.000000035,-1.218052
1970-01-01 00:00:00.000000036,-1.176515
1970-01-01 00:00:00.000000037,-1.133801
1970-01-01 00:00:00.000000038,-1.099375
1970-01-01 00:00:00.000000039,-1.0753700000000002
1970-01-01 00:00:00.000000040,-1.066208
1970-01-01 00:00:00.000000041,-1.077534
1970-01-01 00:00:00.000000042,-1.106431
1970-01-01 00:00:00.000000043,-1.15232
1970-01-01 00:00:00.000000044,-1.209459
1970-01-01 00:00:00.000000045,-1.2512530000000002
1970-01-01 00:00:00.000000046,-1.265425
1970-01-01 00:00:00.000000047,-1.256951
1970-01-01 00:00:00.000000048,-1.2317360000000002
1970-01-01 00:00:00.000000049,-1.206732
1970-01-01 00:00:00.000000050,-1.1948450000000002
1970-01-01 00:00:00.000000051,-1.2076209999999998
1970-01-01 00:00:00.000000052,-1.2161110000000002
1970-01-01 00:00:00.000000053,-1.221962
1970-01-01 00:00:00.000000054,-1.2390370000000002
1970-01-01 00:00:00.000000055,-1.265767
1970-01-01 00:00:00.000000056,-1.293969
1970-01-01 00:00:00.000000057,-1.370601
1970-01-01 00:00:00.000000058,-1.445137
1970-01-01 00:00:00.000000059,-1.471219
1970-01-01 00:00:00.000000060,-1.455202
1970-01-01 00:00:00.000000061,-1.432584
1970-01-01 00:00:00.000000062,-1.409643
1970-01-01 00:00:00.000000063,-1.387895
1970-01-01 00:00:00.000000064,-1.370066
1970-01-01 00:00:00.000000065,-1.35067
1970-01-01 00:00:00.000000066,-1.329796
1970-01-01 00:00:00.000000067,-1.311208
1970-01-01 00:00:00.000000068,-1.293297
1970-01-01 00:00:00.000000069,-1.275008
1970-01-01 00:00:00.000000070,-1.255288
1970-01-01 00:00:00.000000071,-1.233829
1970-01-01 00:00:00.000000072,-1.212136
1970-01-01 00:00:00.000000073,-1.193562
1970-01-01 00:00:00.000000074,-1.180591
1970-01-01 00:00:00.000000075,-1.171562
1970-01-01 00:00:00.000000076,-1.164943
1970-01-01 00:00:00.000000077,-1.160692
1970-01-01 00:00:00.000000078,-1.157598
1970-01-01 00:00:00.000000079,-1.1573129999999998
1970-01-01 00:00:00.000000080,-1.164455
1970-01-01 00:00:00.000000081,-1.181355
1970-01-01 00:00:00.000000082,-1.213644
1970-01-01 00:00:00.000000083,-1.258071
1970-01-01 00:00:00.000000084,-1.314598
1970-01-01 00:00:00.000000085,-1.368911
1970-01-01 00:00:00.000000086,-1.401559
1970-01-01 00:00:00.000000087,-1.41725
1970-01-01 00:00:00.000000088,-1.41694
1970-01-01 00:00:00.000000089,-1.400513
1970-01-01 00:00:00.000000090,-1.371991
1970-01-01 00:00:00.000000091,-1.346525
1970-01-01 00:00:00.000000092,-1.314606
1970-01-01 00:00:00.000000093,-1.2819
1970-01-01 00:00:00.000000094,-1.250423
1970-01-01 00:00:00.000000095,-1.215305
1970-01-01 00:00:00.000000096,-1.178061
1970-01-01 00:00:00.000000097,-1.142263
1970-01-01 00:00:00.000000098,-1.114592
1970-01-01 00:00:00.000000099,-1.104041
1970-01-01 00:00:00.000000100,-1.113689
1970-01-01 00:00:00.000000101,-1.141827
1970-01-01 00:00:00.000000102,-1.188528
1970-01-01 00:00:00.000000103,-1.237946
1970-01-01 00:00:00.000000104,-1.264757
1970-01-01 00:00:00.000000105,-1.272907
1970-01-01 00:00:00.000000106,-1.262134
1970-01-01 00:00:00.000000107,-1.244876
1970-01-01 00:00:00.000000108,-1.227862
1970-01-01 00:00:00.000000109,-1.220607
1970-01-01 00:00:00.000000110,-1.228611
1970-01-01 00:00:00.000000111,-1.2334
1970-01-01 00:00:00.000000112,-1.2470290000000002
1970-01-01 00:00:00.000000113,-1.279694
1970-01-01 00:00:00.000000114,-1.312065
1970-01-01 00:00:00.000000115,-1.368575
1970-01-01 00:00:00.000000116,-1.443669
1970-01-01 00:00:00.000000117,-1.392447
1970-01-01 00:00:00.000000118,-1.344034
1970-01-01 00:00:00.000000119,-1.30451
1970-01-01 00:00:00.000000120,-1.271729
1970-01-01 00:00:00.000000121,-1.250088
1970-01-01 00:00:00.000000122,-1.230164
1970-01-01 00:00:00.000000123,-1.206857
1970-01-01 00:00:00.000000124,-1.187815
1970-01-01 00:00:00.000000125,-1.174496
1970-01-01 00:00:00.000000126,-1.15819
1970-01-01 00:00:00.000000127,-1.136981
1970-01-01 00:00:00.000000128,-1.113478
1970-01-01 00:00:00.000000129,-1.09511
1970-01-01 00:00:00.000000130,-1.077016
1970-01-01 00:00:00.000000131,-1.0544950000000002
1970-01-01 00:00:00.000000132,-1.035241
1970-01-01 00:00:00.000000133,-1.024303
1970-01-01 00:00:00.000000134,-1.016687
1970-01-01 00:00:00.000000135,-1.011654
1970-01-01 00:00:00.000000136,-1.010782
1970-01-01 00:00:00.000000137,-1.013841
1970-01-01 00:00:00.000000138,-1.027364
1970-01-01 00:00:00.000000139,-1.057131
1970-01-01 00:00:00.000000140,-1.103426
1970-01-01 00:00:00.000000141,-1.16356
1970-01-01 00:00:00.000000142,-1.230976
1970-01-01 00:00:00.000000143,-1.277434
1970-01-01 00:00:00.000000144,-1.314193
1970-01-01 00:00:00.000000145,-1.343086
1970-01-01 00:00:00.000000146,-1.362388
1970-01-01 00:00:00.000000147,-1.366463
1970-01-01 00:00:00.000000148,-1.370873
1970-01-01 00:00:00.000000149,-1.371659
1970-01-01 00:00:00.000000150,-1.3594190000000002
1970-01-01 00:00:00.000000151,-1.339278
1970-01-01 00:00:00.000000152,-1.314643
1970-01-01 00:00:00.000000153,-1.286965
1970-01-01 00:00:00.000000154,-1.2616120000000002
1970-01-01 00:00:00.000000155,-1.239952
1970-01-01 00:00:00.000000156,-1.22705
1970-01-01 00:00:00.000000157,-1.22939
1970-01-01 00:00:00.000000158,-1.248968
1970-01-01 00:00:00.000000159,-1.285464
1970-01-01 00:00:00.000000160,-1.333078
1970-01-01 00:00:00.000000161,-1.370506
1970-01-01 00:00:00.000000162,-1.367256
1970-01-01 00:00:00.000000163,-1.345289
1970-01-01 00:00:00.000000164,-1.339759
1970-01-01 00:00:00.000000165,-1.342286
1970-01-01 00:00:00.000000166,-1.3430030000000002
1970-01-01 00:00:00.000000167,-1.340916
1970-01-01 00:00:00.000000168,-1.319518
1970-01-01 00:00:00.000000169,-1.311217
1970-01-01 00:00:00.000000170,-1.332673
1970-01-01 00:00:00.000000171,-1.364255
1970-01-01 00:00:00.000000172,-1.4010790000000002
1970-01-01 00:00:00.000000173,-1.441449
1970-01-01 00:00:00.000000174,-1.415541
1970-01-01 00:00:00.000000175,-1.364498
1970-01-01 00:00:00.000000176,-1.3349209999999998
1970-01-01 00:00:00.000000177,-1.303961
1970-01-01 00:00:00.000000178,-1.284422
1970-01-01 00:00:00.000000179,-1.267413
1970-01-01 00:00:00.000000180,-1.243064
1970-01-01 00:00:00.000000181,-1.212044
1970-01-01 00:00:00.000000182,-1.183774
1970-01-01 00:00:00.000000183,-1.15884
1970-01-01 00:00:00.000000184,-1.133801
1970-01-01 00:00:00.000000185,-1.108173
1970-01-01 00:00:00.000000186,-1.081614
1970-01-01 00:00:00.000000187,-1.055926
1970-01-01 00:00:00.000000188,-1.035311
1970-01-01 00:00:00.000000189,-1.020677
1970-01-01 00:00:00.000000190,-1.00964
1970-01-01 00:00:00.000000191,-1.0033040000000002
1970-01-01 00:00:00.000000192,-1.003755
1970-01-01 00:00:00.000000193,-1.0106959999999998
1970-01-01 00:00:00.000000194,-1.0275530000000002
1970-01-01 00:00:00.000000195,-1.060322
1970-01-01 00:00:00.000000196,-1.109674
1970-01-01 00:00:00.000000197,-1.174971
1970-01-01 00:00:00.000000198,-1.241121
1970-01-01 00:00:00.000000199,-1.281428
1970-01-01 00:00:00.000000200,-1.3149030000000002
1970-01-01 00:00:00.000000201,-1.343704
1970-01-01 00:00:00.000000202,-1.368043
1970-01-01 00:00:00.000000203,-1.386762
1970-01-01 00:00:00.000000204,-1.402461
1970-01-01 00:00:00.000000205,-1.405296
1970-01-01 00:00:00.000000206,-1.389788
1970-01-01 00:00:00.000000207,-1.365658
1970-01-01 00:00:00.000000208,-1.34089
1970-01-01 00:00:00.000000209,-1.314627
1970-01-01 00:00:00.000000210,-1.287519
1970-01-01 00:00:00.000000211,-1.262239
1970-01-01 00:00:00.000000212,-1.244135
1970-01-01 00:00:00.000000213,-1.238334
1970-01-01 00:00:00.000000214,-1.2504309999999998
1970-01-01 00:00:00.000000215,-1.281291
1970-01-01 00:00:00.000000216,-1.325313
1970-01-01 00:00:00.000000217,-1.361501
1970-01-01 00:00:00.000000218,-1.360285
1970-01-01 00:00:00.000000219,-1.344686
1970-01-01 00:00:00.000000220,-1.340387
1970-01-01 00:00:00.000000221,-1.341933
1970-01-01 00:00:00.000000222,-1.333753
1970-01-01 00:00:00.000000223,-1.328535
1970-01-01 00:00:00.000000224,-1.3085639999999998
1970-01-01 00:00:00.000000225,-1.307819
1970-01-01 00:00:00.000000226,-1.330799
1970-01-01 00:00:00.000000227,-1.366422
1970-01-01 00:00:00.000000228,-1.414678
1970-01-01 00:00:00.000000229,-1.444294
1970-01-01 00:00:00.000000230,-1.401011
1970-01-01 00:00:00.000000231,-1.35695
1970-01-01 00:00:00.000000232,-1.327781
1970-01-01 00:00:00.000000233,-1.295569
1970-01-01 00:00:00.000000234,-1.273153
1970-01-01 00:00:00.000000235,-1.253275
1970-01-01 00:00:00.000000236,-1.228297
1970-01-01 00:00:00.000000237,-1.20001
1970-01-01 00:00:00.000000238,-1.174665
1970-01-01 00:00:00.000000239,-1.151765
1970-01-01 00:00:00.000000240,-1.128565
1970-01-01 00:00:00.000000241,-1.104418
1970-01-01 00:00:00.000000242,-1.082826
1970-01-01 00:00:00.000000243,-1.05986
1970-01-01 00:00:00.000000244,-1.037153
1970-01-01 00:00:00.000000245,-1.017567
1970-01-01 00:00:00.000000246,-1.003352
1970-01-01 00:00:00.000000247,-0.994129
1970-01-01 00:00:00.000000248,-0.99038
1970-01-01 00:00:00.000000249,-0.993058
1970-01-01 00:00:00.000000250,-1.005149
1970-01-01 00:00:00.000000251,-1.034575
1970-01-01 00:00:00.000000252,-1.079725
1970-01-01 00:00:00.000000253,-1.14046
1970-01-01 00:00:00.000000254,-1.203114
1970-01-01 00:00:00.000000255,-1.255742
1970-01-01 00:00:00.000000256,-1.30036
1970-01-01 00:00:00.000000257,-1.337351
1970-01-01 00:00:00.000000258,-1.366016
1970-01-01 00:00:00.000000259,-1.375246
1970-01-01 00:00:00.000000260,-1.376255
1970-01-01 00:00:00.000000261,-1.375498
1970-01-01 00:00:00.000000262,-1.360722
1970-01-01 00:00:00.000000263,-1.338093
1970-01-01 00:00:00.000000264,-1.31119
1970-01-01 00:00:00.000000265,-1.283852
1970-01-01 00:00:00.000000266,-1.260497
1970-01-01 00:00:00.000000267,-1.240387
1970-01-01 00:00:00.000000268,-1.22665
1970-01-01 00:00:00.000000269,-1.226511
1970-01-01 00:00:00.000000270,-1.23941
1970-01-01 00:00:00.000000271,-1.267702
1970-01-01 00:00:00.000000272,-1.310255
1970-01-01 00:00:00.000000273,-1.3531540000000002
1970-01-01 00:00:00.000000274,-1.359252
1970-01-01 00:00:00.000000275,-1.3417370000000002
1970-01-01 00:00:00.000000276,-1.336761
1970-01-01 00:00:00.000000277,-1.337261
1970-01-01 00:00:00.000000278,-1.326129
1970-01-01 00:00:00.000000279,-1.303782
1970-01-01 00:00:00.000000280,-1.279856
1970-01-01 00:00:00.000000281,-1.293483
1970-01-01 00:00:00.000000282,-1.343897
1970-01-01 00:00:00.000000283,-1.386136
1970-01-01 00:00:00.000000284,-1.4298879999999998
1970-01-01 00:00:00.000000285,-1.428049
1970-01-01 00:00:00.000000286,-1.383702
1970-01-01 00:00:00.000000287,-1.357643
1970-01-01 00:00:00.000000288,-1.327608
1970-01-01 00:00:00.000000289,-1.29683
1970-01-01 00:00:00.000000290,-1.271434
1970-01-01 00:00:00.000000291,-1.248225
1970-01-01 00:00:00.000000292,-1.218386
1970-01-01 00:00:00.000000293,-1.189512
1970-01-01 00:00:00.000000294,-1.165949
1970-01-01 00:00:00.000000295,-1.143228
1970-01-01 00:00:00.000000296,-1.118616
1970-01-01 00:00:00.000000297,-1.090843
1970-01-01 00:00:00.000000298,-1.064806
1970-01-01 00:00:00.000000299,-1.041007
1970-01-01 00:00:00.000000300,-1.021215
1970-01-01 00:00:00.000000301,-1.006286
1970-01-01 00:00:00.000000302,-0.994426
1970-01-01 00:00:00.000000303,-0.986279
1970-01-01 00:00:00.000000304,-0.98458
1970-01-01 00:00:00.000000305,-0.990332
1970-01-01 00:00:00.000000306,-1.008758
1970-01-01 00:00:00.000000307,-1.045751
1970-01-01 00:00:00.000000308,-1.097627
1970-01-01 00:00:00.000000309,-1.171182
1970-01-01 00:00:00.000000310,-1.236546
1970-01-01 00:00:00.000000311,-1.284593
1970-01-01 00:00:00.000000312,-1.324686
1970-01-01 00:00:00.000000313,-1.353259
1970-01-01 00:00:00.000000314,-1.364777
1970-01-01 00:00:00.000000315,-1.369438
1970-01-01 00:00:00.000000316,-1.377264
1970-01-01 00:00:00.000000317,-1.373859
1970-01-01 00:00:00.000000318,-1.355932
1970-01-01 00:00:00.000000319,-1.331573
1970-01-01 00:00:00.000000320,-1.303898
1970-01-01 00:00:00.000000321,-1.273637
1970-01-01 00:00:00.000000322,-1.247216
1970-01-01 00:00:00.000000323,-1.230664
1970-01-01 00:00:00.000000324,-1.226402
1970-01-01 00:00:00.000000325,-1.2336280000000002
1970-01-01 00:00:00.000000326,-1.253409
1970-01-01 00:00:00.000000327,-1.289555
1970-01-01 00:00:00.000000328,-1.333709
1970-01-01 00:00:00.000000329,-1.357942
1970-01-01 00:00:00.000000330,-1.348863
1970-01-01 00:00:00.000000331,-1.332368
1970-01-01 00:00:00.000000332,-1.335235
1970-01-01 00:00:00.000000333,-1.347712
1970-01-01 00:00:00.000000334,-1.340836
1970-01-01 00:00:00.000000335,-1.324826
1970-01-01 00:00:00.000000336,-1.296282
1970-01-01 00:00:00.000000337,-1.29418
1970-01-01 00:00:00.000000338,-1.317951
1970-01-01 00:00:00.000000339,-1.356422
1970-01-01 00:00:00.000000340,-1.407212
1970-01-01 00:00:00.000000341,-1.421669
1970-01-01 00:00:00.000000342,-1.389379
1970-01-01 00:00:00.000000343,-1.359609
1970-01-01 00:00:00.000000344,-1.331724
1970-01-01 00:00:00.000000345,-1.3004639999999998
1970-01-01 00:00:00.000000346,-1.2745799999999998
1970-01-01 00:00:00.000000347,-1.254646
1970-01-01 00:00:00.000000348,-1.23486
1970-01-01 00:00:00.000000349,-1.213281
1970-01-01 00:00:00.000000350,-1.187932
1970-01-01 00:00:00.000000351,-1.16172
1970-01-01 00:00:00.000000352,-1.137685
1970-01-01 00:00:00.000000353,-1.112855
1970-01-01 00:00:00.000000354,-1.084063
1970-01-01 00:00:00.000000355,-1.056245
1970-01-01 00:00:00.000000356,-1.031489
1970-01-01 00:00:00.000000357,-1.010426
1970-01-01 00:00:00.000000358,-0.993729
1970-01-01 00:00:00.000000359,-0.98226
1970-01-01 00:00:00.000000360,-0.976318
1970-01-01 00:00:00.000000361,-0.976701
1970-01-01 00:00:00.000000362,-0.989368
1970-01-01 00:00:00.000000363,-1.021143
1970-01-01 00:00:00.000000364,-1.074261
1970-01-01 00:00:00.000000365,-1.14027
1970-01-01 00:00:00.000000366,-1.201852
1970-01-01 00:00:00.000000367,-1.254274
1970-01-01 00:00:00.000000368,-1.294452
1970-01-01 00:00:00.000000369,-1.323997
